dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,0,8,1011,5,48,0.1825,0,0,13.06,1.5,False,True,0.5969292035572306,False,0.4,False,0.4748254598816012,AdaBoost,AdaBoost,False,0.4748254598816012
1,0,14,0,13,1,1.0,0,0,0.0,1.0,True,False,0.12240301120177145,False,0.1,False,0.31128439400937946,AdaBoost,Voting,False,0.12240301120177145
1,0,4,1,1,3,0.5,0,0,14.33333333,1.0,False,False,0.15833572276841976,False,0.3,False,0.3394739992250735,AdaBoost,AdaBoost,False,0.3394739992250735
4,0,5,15,1,5,0.444444444,0,0,6.0,0.5,False,False,0.2016563013243506,False,0.0,False,0.14630338865009532,AdaBoost,AdaBoost,False,0.14630338865009532
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07219552099906461,False,0.0,False,0.08458158890583223,AdaBoost,AdaBoost,False,0.08458158890583223
1,0,7,0,5,1,1.0,0,0,0.0,1.0,False,False,0.1088700166709541,False,0.0,False,0.1258999184892219,AdaBoost,AdaBoost,False,0.1258999184892219
1,0,20,178,15,12,0.276315789,0,0,42.95,2.85,False,True,0.7646476855296725,True,0.8,True,0.8281185316036009,AdaBoost,AdaBoost,True,0.8281185316036009
1,0,6,1,2,1,0.5,0,0,9.5,0.5,False,False,0.12429018237998656,False,0.1,False,0.2025024305954869,AdaBoost,AdaBoost,False,0.2025024305954869
5,0,4,0,2,2,0.666666667,0,0,11.0,0.5,True,False,0.19953353345692407,False,0.0,False,0.20136478175735395,AdaBoost,AdaBoost,False,0.20136478175735395
1,0,38,1,37,2,0.875,0,0,0.0,1.0,False,False,0.3257678872116294,True,0.9,True,0.5824218754112711,Voting,AdaBoost,True,0.5824218754112711
1,0,4,0,1,4,0.5,0,0,15.25,1.0,False,False,0.15988630525122385,False,0.3,False,0.3543035595269585,AdaBoost,AdaBoost,False,0.3543035595269585
1,0,6,6,5,4,0.5625,0,0,0.0,1.0,False,False,0.15941488750595253,False,0.1,False,0.23921685073140625,AdaBoost,AdaBoost,False,0.23921685073140625
1,0,4,1,2,2,0.75,0,0,3.0,0.5,False,False,0.10290957160872052,False,0.2,False,0.05328990194474773,AdaBoost,AdaBoost,False,0.05328990194474773
5,1,9,1,2,1,0.666666667,1,1,12.0,0.5,False,False,0.1577284361584668,False,0.1,False,0.3289198532584978,AdaBoost,AdaBoost,False,0.3289198532584978
2,1,15,142,1,12,0.2,1,2,12.57142857,1.0,False,False,0.14509131562626826,True,0.8,False,0.4840093636890737,AdaBoost,AdaBoost,False,0.4840093636890737
3,0,7,1,0,1,0.666666667,1,1,8.5,0.5,False,False,0.43695632750108976,False,0.2,False,0.15322772740056356,AdaBoost,AdaBoost,False,0.15322772740056356
1,0,4,1,1,2,1.0,0,0,3.5,0.5,False,False,0.07931597384411837,False,0.2,False,0.028681795435736783,AdaBoost,AdaBoost,False,0.028681795435736783
1,0,7,22,3,4,0.35416666700000005,0,0,11.125,0.875,False,False,0.16784344392877115,False,0.2,False,0.21067157820685448,AdaBoost,AdaBoost,False,0.21067157820685448
3,0,10,0,1,2,0.5,1,1,44.0,1.0,False,False,0.13779709190757342,False,0.2,False,0.3645591443444205,AdaBoost,AdaBoost,False,0.3645591443444205
2,0,7,0,2,4,0.45,1,1,6.25,0.5,False,False,0.446408987664815,True,0.7,False,0.32466243888299195,AdaBoost,AdaBoost,False,0.32466243888299195
2,0,4,7,0,4,0.375,1,1,10.5,1.0,False,False,0.1487298087308115,False,0.2,False,0.25113980475487585,AdaBoost,AdaBoost,False,0.25113980475487585
1,2,7,21,2,3,0.666666667,0,0,18.0,1.8571,False,False,0.2384945421347969,True,0.6,False,0.2990260785819537,AdaBoost,AdaBoost,False,0.2990260785819537
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.1055756845529306,False,0.0,False,0.10490520170905887,AdaBoost,AdaBoost,False,0.10490520170905887
1,0,10,1,1,2,0.666666667,0,0,45.33333333,2.0,False,False,0.17667307704264748,False,0.4,False,0.4810487922762506,AdaBoost,AdaBoost,False,0.4810487922762506
3,0,5,0,1,4,0.533333333,1,1,5.6,0.6,True,False,0.13247052551821656,True,0.6,False,0.4830008993835522,RandomForest,AdaBoost,False,0.4830008993835522
1,1,11,112,7,14,0.4875,0,0,16.0625,0.875,True,True,0.5306742994751253,True,0.6,False,0.39860365304051776,AdaBoost,AdaBoost,False,0.39860365304051776
1,0,0,0,0,0,1.0,0,0,3.0,0.0,False,False,0.060757458746542675,False,0.0,False,0.04752456942165687,AdaBoost,AdaBoost,False,0.04752456942165687
1,0,16,0,15,1,1.0,0,0,0.0,1.0,False,False,0.12565206414923796,False,0.1,False,0.2418054694711609,AdaBoost,Voting,False,0.12565206414923796
3,0,14,235,4,23,0.188034188,1,3,10.46153846,1.1923,False,False,0.17973299490868402,False,0.2,False,0.3868251511142138,AdaBoost,AdaBoost,False,0.3868251511142138
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07219552099906461,False,0.0,False,0.08458158890583223,AdaBoost,AdaBoost,False,0.08458158890583223
3,0,16,7,2,3,0.4,1,1,16.5,1.0,False,False,0.15208225074473958,False,0.2,False,0.42371796571334897,AdaBoost,AdaBoost,False,0.42371796571334897
4,0,7,13,1,10,0.375,1,1,7.0,0.8,False,False,0.18934445692119728,False,0.0,False,0.09041001135525577,AdaBoost,AdaBoost,False,0.09041001135525577
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.14147068527188011,False,0.0,False,0.04199255224160508,AdaBoost,AdaBoost,False,0.04199255224160508
5,3,12,0,3,8,0.296296296,0,0,20.77777778,1.1111,False,True,0.6487188415597784,False,0.4,True,0.5991204527174945,RandomForest,AdaBoost,True,0.5991204527174945
3,4,11,10,4,1,0.44,0,0,5.6,0.2,True,False,0.3200695727985345,False,0.0,False,0.3263683835866832,AdaBoost,RandomForest,False,0.0
1,0,3,97,0,17,0.17222222199999998,0,0,7.833333333,0.8333,False,False,0.21640983067057729,False,0.4,False,0.35348562093665725,AdaBoost,AdaBoost,False,0.35348562093665725
3,0,7,15,1,2,0.4166666670000001,0,0,22.0,1.0,False,True,0.5396117939017796,True,0.7,True,0.5447301130329603,AdaBoost,AdaBoost,True,0.5447301130329603
2,0,2,9,1,6,0.5,0,0,5.666666667,0.8333,False,False,0.1805717746344397,False,0.0,False,0.03493317888644688,AdaBoost,AdaBoost,False,0.03493317888644688
0,0,5,1,1,2,0.75,0,0,28.0,0.5,False,False,0.07126293564539841,False,0.0,False,0.22279284331882312,AdaBoost,AdaBoost,False,0.22279284331882312
1,2,9,9,4,10,0.28571428600000004,0,0,7.3,1.2,False,False,0.2289568176002465,True,0.6,False,0.3321254842399421,AdaBoost,AdaBoost,False,0.3321254842399421
3,0,12,3,0,1,0.666666667,1,3,21.33333333,0.6667,False,False,0.06682217131368233,False,0.1,False,0.10896830619173196,AdaBoost,AdaBoost,False,0.10896830619173196
1,0,4,0,1,6,0.333333333,0,0,6.166666667,0.8333,False,False,0.16839172379280354,False,0.3,True,0.5765271735329868,AdaBoost,AdaBoost,True,0.5765271735329868
3,0,2,1,1,3,0.666666667,0,0,3.666666667,0.6667,False,True,0.5069352378066644,True,1.0,True,0.9170243548830176,AdaBoost,AdaBoost,True,0.9170243548830176
1,0,7,36,4,9,0.311111111,0,0,0.0,1.0,False,False,0.19188701686427206,False,0.1,False,0.3222662648663962,AdaBoost,AdaBoost,False,0.3222662648663962
1,0,38,6646,14,113,0.081822203,0,0,9.883333333,1.5417,False,True,0.9982885203740041,True,0.8,True,0.7644805476872312,AdaBoost,AdaBoost,True,0.7644805476872312
3,0,4,35,1,10,0.590909091,2,5,4.545454545,0.8182,False,False,0.06831902486476453,False,0.2,False,0.0894516679565293,AdaBoost,AdaBoost,False,0.0894516679565293
2,0,8,144,2,20,0.20625,0,0,6.05,0.95,False,False,0.2702941607407368,False,0.3,False,0.3138705725661741,AdaBoost,AdaBoost,False,0.3138705725661741
2,0,8,99,3,15,0.253333333,1,20,4.733333333,0.9333,False,False,0.008197120212047892,False,0.0,False,0.12249940281620456,AdaBoost,AdaBoost,False,0.12249940281620456
3,0,6,8,1,4,0.4,1,1,6.0,0.8,False,False,0.15230043778569546,False,0.1,False,0.23681688969881565,AdaBoost,AdaBoost,False,0.23681688969881565
1,0,6,4,1,4,0.5,0,0,4.25,0.75,False,False,0.14030339990923893,False,0.0,False,0.09830346533183906,AdaBoost,AdaBoost,False,0.09830346533183906
2,0,3,4,2,2,0.444444444,1,1,24.5,0.5,False,False,0.10482533818436324,False,0.0,False,0.16820781641868718,AdaBoost,AdaBoost,False,0.16820781641868718
2,0,73,41,72,8,0.37037037,1,1,23.9,1.8,False,True,0.9086375893820536,False,0.4,False,0.4970845010971662,AdaBoost,AdaBoost,False,0.4970845010971662
1,0,18,314,3,27,0.144827586,0,0,5.620689655,0.9655,False,True,0.8228718512959707,False,0.4,True,0.5971145284022689,RandomForest,RandomForest,False,0.4
0,1,7,4,5,4,0.5,0,0,4.75,0.5,False,False,0.12371266714805886,False,0.2,False,0.3286873605726926,AdaBoost,AdaBoost,False,0.3286873605726926
2,1,24,1296,9,44,0.240566038,1,1,10.49056604,1.2642,True,True,0.924662257737774,True,0.6,True,0.6334754584368197,AdaBoost,AdaBoost,True,0.6334754584368197
2,2,6,0,2,4,0.666666667,1,1,5.166666667,0.8333,False,False,0.4622932973800693,False,0.0,False,0.28041683654224503,AdaBoost,AdaBoost,False,0.28041683654224503
3,0,4,8,1,4,0.36,1,2,6.0,0.6,False,False,0.1325162741912265,False,0.1,False,0.3640239743166173,AdaBoost,AdaBoost,False,0.3640239743166173
1,7,11,24,7,5,0.444444444,0,0,12.66666667,1.0,False,True,0.8920928620701436,True,0.6,False,0.3408109102650108,AdaBoost,AdaBoost,False,0.3408109102650108
5,0,4,0,1,3,0.5555555560000001,0,0,9.666666667000001,0.6667,True,False,0.22137237245121336,False,0.0,False,0.2031205291920788,AdaBoost,AdaBoost,False,0.2031205291920788
1,0,6,3,4,2,0.833333333,0,0,6.666666667,1.0,False,False,0.12355520120607084,False,0.1,False,0.27474326466658233,AdaBoost,AdaBoost,False,0.27474326466658233
1,2,10,49,4,9,0.25974026,0,0,9.636363636,1.0,False,False,0.2151632056021817,False,0.5,False,0.3534490331148528,AdaBoost,AdaBoost,False,0.3534490331148528
3,0,4,1,0,1,0.75,1,1,3.5,0.5,True,False,0.4358379327960149,True,1.0,True,0.8875328258519302,AdaBoost,AdaBoost,True,0.8875328258519302
3,0,9,0,1,4,0.4375,0,0,19.4,0.6,True,True,0.5034090384502697,True,0.6,False,0.466201863347687,AdaBoost,AdaBoost,False,0.466201863347687
1,0,2,3,1,0,0.5,0,0,20.0,0.6667,False,False,0.12945746125789134,False,0.1,False,0.3466307862215053,AdaBoost,AdaBoost,False,0.3466307862215053
1,0,9,1,8,2,0.75,0,0,0.0,1.0,False,False,0.4749512172104433,False,0.2,False,0.2513084931749434,AdaBoost,AdaBoost,False,0.2513084931749434
3,0,8,0,3,5,0.476190476,1,1,4.714285714,0.7143,True,False,0.1440495119289992,False,0.3,False,0.32570915832546177,AdaBoost,AdaBoost,False,0.32570915832546177
1,0,7,0,5,1,1.0,0,0,0.0,1.0,False,False,0.11109485558689257,False,0.0,False,0.04580496461590109,AdaBoost,AdaBoost,False,0.04580496461590109
1,0,16,190,3,20,0.225,0,0,0.0,1.0,False,True,0.5755333795473926,True,0.7,True,0.581267828053529,AdaBoost,AdaBoost,True,0.581267828053529
1,0,2,0,1,1,1.0,0,0,6.0,0.0,False,False,0.06702316658364081,False,0.1,False,0.12843564102624225,AdaBoost,AdaBoost,False,0.12843564102624225
1,0,11,11,4,7,0.4,0,0,8.0,0.5714,False,False,0.4761602925502073,False,0.5,True,0.5177786011861728,AdaBoost,AdaBoost,True,0.5177786011861728
2,27,32,0,27,6,0.34375,1,1,4.75,0.875,False,True,0.9868186092653064,True,0.9,True,0.6281674501752462,AdaBoost,AdaBoost,True,0.6281674501752462
1,0,20,66,7,11,0.333333333,0,0,5.166666667,0.9167,True,False,0.17174338060950942,False,0.4,False,0.270872239396372,AdaBoost,AdaBoost,False,0.270872239396372
1,0,8,6,5,4,0.75,0,0,0.0,1.0,False,False,0.1377284269985255,False,0.1,False,0.416019498586198,AdaBoost,AdaBoost,False,0.416019498586198
1,1,8,112,2,12,0.266666667,0,0,8.125,1.25,True,False,0.22112119375254785,True,0.6,False,0.466820312739819,RandomForest,RandomForest,True,0.6
1,0,7,2,1,4,0.4375,0,0,12.2,1.4,False,False,0.17607119123604778,False,0.3,False,0.42293687369137895,AdaBoost,AdaBoost,False,0.42293687369137895
3,0,32,245,19,24,0.16923076899999998,1,6,11.51851852,1.0741,False,False,0.14006880037345668,False,0.5,False,0.4507591125492032,AdaBoost,AdaBoost,False,0.4507591125492032
1,0,11,21,0,9,0.211111111,0,0,8.3,0.9,False,False,0.17078656427878364,False,0.3,False,0.4533708482219098,AdaBoost,AdaBoost,False,0.4533708482219098
2,0,24,641,4,37,0.155263158,1,1,10.25641026,0.9744,False,True,0.534234143750698,False,0.3,False,0.22295718459584507,AdaBoost,AdaBoost,False,0.22295718459584507
0,2,11,21,2,1,0.6,0,0,22.14285714,2.4286,False,True,0.5691236805081435,False,0.2,False,0.2801054915333058,AdaBoost,AdaBoost,False,0.2801054915333058
1,1,15,81,7,18,0.315789474,0,0,23.78947368,2.1053,True,True,0.6658330626038141,True,0.8,True,0.5234055785959805,AdaBoost,AdaBoost,True,0.5234055785959805
2,0,14,102,4,16,0.1953125,0,0,7.375,0.9375,False,False,0.2315284571122869,False,0.3,False,0.2544038621616424,AdaBoost,AdaBoost,False,0.2544038621616424
2,0,3,1,2,1,1.0,0,0,13.5,0.5,False,False,0.10068057284512448,False,0.1,False,0.3820806582385237,AdaBoost,AdaBoost,False,0.3820806582385237
2,0,5,4,4,2,0.444444444,1,1,9.5,0.5,False,False,0.44951560142924857,False,0.2,False,0.4130081678901363,AdaBoost,AdaBoost,False,0.4130081678901363
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.15879054549671398,False,0.0,False,0.04676064653683786,AdaBoost,AdaBoost,False,0.04676064653683786
0,2,10,6,2,1,0.5,0,0,20.0,2.0,False,True,0.5379374279761387,False,0.2,False,0.20208877286246285,AdaBoost,AdaBoost,False,0.20208877286246285
3,0,15,0,1,5,0.35714285700000004,1,1,15.375,0.875,False,False,0.4696724297336496,False,0.3,True,0.5203969867170095,AdaBoost,AdaBoost,True,0.5203969867170095
3,0,4,111,0,16,0.311111111,1,2,9.777777777999999,1.2778,False,True,0.525003099156559,False,0.5,False,0.30147617259579984,AdaBoost,AdaBoost,False,0.30147617259579984
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.15879054549671398,False,0.0,False,0.04676064653683786,AdaBoost,AdaBoost,False,0.04676064653683786
2,0,14,198,8,16,0.217687075,1,3,4.619047619,0.8571,False,False,0.145662542686444,False,0.1,False,0.18332125235868327,AdaBoost,AdaBoost,False,0.18332125235868327
1,0,0,6,0,1,0.375,0,0,18.75,2.0,False,True,0.5644151583204765,False,0.1,False,0.283808163845867,AdaBoost,AdaBoost,False,0.283808163845867
3,0,4,1,0,1,0.666666667,1,1,4.5,0.5,False,False,0.10935997796623972,False,0.1,False,0.12133159934945832,AdaBoost,AdaBoost,False,0.12133159934945832
3,0,15,37,3,10,0.314285714,1,1,13.2,1.4,True,False,0.1872114032366682,True,0.6,False,0.4465570695540457,RandomForest,RandomForest,True,0.6
3,0,3,3,1,1,0.7777777779999999,1,2,7.333333333,0.6667,False,False,0.09527145975438883,False,0.1,False,0.35050719280310433,AdaBoost,AdaBoost,False,0.35050719280310433
1,1,9,0,4,24,0.258241758,0,0,8.038461538,1.0,True,True,0.6464226962664988,True,0.6,True,0.5540387845250698,AdaBoost,AdaBoost,True,0.5540387845250698
1,0,5,0,1,2,0.666666667,0,0,18.0,0.5,True,False,0.4362164205868024,False,0.5,True,0.5757569697305327,AdaBoost,AdaBoost,True,0.5757569697305327
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.15879054549671398,False,0.0,False,0.04676064653683786,AdaBoost,AdaBoost,False,0.04676064653683786
1,0,3,1,1,1,0.5,0,0,28.0,1.6667,True,False,0.17687909164773222,False,0.0,False,0.2833420183864596,AdaBoost,AdaBoost,False,0.2833420183864596
2,4,14,34,6,9,0.230769231,0,0,13.23076923,1.1538,True,False,0.4282120703821468,True,0.9,False,0.4649861147235098,RandomForest,RandomForest,True,0.9
1,0,40,1,40,2,1.0,0,0,0.0,1.0,True,False,0.2400207144610688,False,0.1,False,0.1420267562452143,AdaBoost,AdaBoost,False,0.1420267562452143
3,0,7,3,1,4,0.375,1,1,6.5,0.8333,False,False,0.15386948362302794,False,0.0,False,0.2471589069029668,AdaBoost,AdaBoost,False,0.2471589069029668
2,0,7,9,3,6,0.444444444,1,20,4.5,0.8333,False,False,0.0051630829632937705,False,0.1,False,0.061989748989692124,AdaBoost,AdaBoost,False,0.061989748989692124
