rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
15,3,True,True,0.9997894235852391,True,1.0,True,0.9276354234949148,Voting,Voting,True,0.9997894235852391
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting,Voting,True,0.9832005836506588
51,23,True,True,1.0,True,1.0,True,0.9241054672262364,Voting,Voting,True,1.0
1,1,True,True,0.6381853962080452,True,1.0,True,0.9987329789404872,Voting,Voting,True,0.6381853962080452
4,4,True,True,0.9999669011489952,True,1.0,True,0.8758734416899898,Voting,Voting,True,0.9999669011489952
8,4,True,True,0.9999788649103089,True,1.0,True,0.8497266095340542,Voting,Voting,True,0.9999788649103089
1,1,True,True,0.6381853962080452,True,1.0,True,0.9987329789404872,Voting,Voting,True,0.6381853962080452
13,1,True,False,0.4900394903744006,False,0.08,False,0.0032113173685888678,Voting,Voting,False,0.4900394903744006
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting,Voting,True,0.9832005836506588
26,8,True,True,0.9999999999876992,True,1.0,True,0.9172926773298716,Voting,Voting,True,0.9999999999876992
3,3,True,True,0.9991925713730742,True,1.0,True,0.8946297055502613,Voting,Voting,True,0.9991925713730742
4,2,True,True,0.9849021055317464,True,1.0,True,0.8758734416899898,Voting,Voting,True,0.9849021055317464
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting,Voting,True,0.9832005836506588
4,2,True,True,0.9849021055317464,True,1.0,True,0.8758734416899898,Voting,Voting,True,0.9849021055317464
52,13,True,True,1.0,True,1.0,True,0.9241054672262364,Voting,Voting,True,1.0
31,12,True,True,1.0,True,1.0,True,0.9241054672262364,Voting,Voting,True,1.0
54,20,True,True,1.0,True,1.0,True,0.9241054672262364,Voting,Voting,True,1.0
49,0,True,True,0.9575990347392548,True,1.0,True,0.9135120415239356,Voting,Voting,True,0.9575990347392548
19,7,True,True,0.9999999994105068,True,1.0,True,0.8992742268933365,Voting,Voting,True,0.9999999994105068
15,10,True,True,0.9999999999999116,True,1.0,True,0.9278691769828268,Voting,Voting,True,0.9999999999999116
2,1,True,True,0.6185306046259461,True,0.9679306785168856,True,0.5216249042782038,Voting,Voting,True,0.6185306046259461
17,2,True,True,0.9963600226936292,True,1.0,True,0.8397461445733007,Voting,Voting,True,0.9963600226936292
2,1,True,True,0.6185306046259461,True,0.9679306785168856,True,0.5216249042782038,Voting,Voting,True,0.6185306046259461
15,5,True,True,0.9999995589446644,True,1.0,True,0.9278691769828268,Voting,Voting,True,0.9999995589446644
4,3,True,True,0.9992780457797998,True,1.0,True,0.8758734416899898,Voting,Voting,True,0.9992780457797998
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting,Voting,True,0.9832005836506588
20,0,True,False,0.4254705182362181,True,0.8454665071770334,True,0.5080947106244234,Voting,Voting,False,0.4254705182362181
11,8,True,True,0.9999999999338496,True,1.0,True,0.8886121951585234,Voting,Voting,True,0.9999999999338496
12,12,True,True,0.9999999999999996,True,1.0,True,0.9155332503195228,Voting,Voting,True,0.9999999999999996
21,12,True,True,1.0,True,1.0,True,0.9010436767832742,Voting,Voting,True,1.0
28,4,True,True,0.9999977566003242,True,1.0,True,0.9241054672262364,Voting,Voting,True,0.9999977566003242
6,3,True,True,0.9994228529383428,True,1.0,True,0.8595609300028402,Voting,Voting,True,0.9994228529383428
6,2,True,True,0.9878248413891576,True,1.0,True,0.8595609300028402,Voting,Voting,True,0.9878248413891576
20,0,True,False,0.4254705182362181,True,0.8454665071770334,True,0.5080947106244234,Voting,Voting,False,0.4254705182362181
4,1,True,True,0.6288507315561286,True,1.0,True,0.916251145014338,Voting,Voting,True,0.6288507315561286
7,2,True,True,0.9890741639844004,True,1.0,True,0.8618176410011481,Voting,Voting,True,0.9890741639844004
6,2,True,True,0.9878248413891576,True,1.0,True,0.8595609300028402,Voting,Voting,True,0.9878248413891576
42,10,True,True,0.9999999999999956,True,1.0,True,0.9241054672262364,Voting,Voting,True,0.9999999999999956
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting,Voting,True,0.9832005836506588
17,7,True,True,0.9999999992622812,True,1.0,True,0.8745794889043794,Voting,Voting,True,0.9999999992622812
18,7,True,True,0.9999999993405456,True,1.0,True,0.895218313346274,Voting,Voting,True,0.9999999993405456
49,0,True,True,0.9575990347392548,True,1.0,True,0.9135120415239356,Voting,Voting,True,0.9575990347392548
6,2,True,True,0.9914316791302858,True,1.0,True,0.901950086049039,Voting,Voting,True,0.9914316791302858
29,6,True,True,0.9999999989587544,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999989587544
15,11,True,True,0.9999999999999996,True,1.0,True,0.8567707918574576,Voting,Voting,True,0.9999999999999996
25,8,True,True,0.9999999999976816,True,1.0,True,0.9013527190633808,Voting,Voting,True,0.9999999999976816
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting,Voting,True,0.987837372693692
24,3,True,True,0.9999627133591562,True,1.0,True,0.8729947422423519,Voting,Voting,True,0.9999627133591562
57,11,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
13,4,True,True,0.9999947962084887,True,1.0,True,0.9289570113986128,Voting,Voting,True,0.9999947962084887
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting,Voting,True,0.9998897564609242
11,6,True,True,0.9999999908936767,True,1.0,True,0.9280426298618172,Voting,Voting,True,0.9999999908936767
11,3,True,True,0.999821535896484,True,1.0,True,0.9278033001860556,Voting,Voting,True,0.999821535896484
4,2,True,True,0.9891730018966396,True,1.0,True,0.9259113694674236,Voting,Voting,True,0.9891730018966396
147,43,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
88,24,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
16,3,True,True,0.999902265524396,True,1.0,True,0.9336922917421766,Voting,Voting,True,0.999902265524396
38,21,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
23,0,True,True,0.651328868172429,True,0.7065164805954279,True,0.5061604735290367,Voting,Voting,True,0.651328868172429
41,17,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
233,66,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
4,2,True,True,0.9891730018966396,True,1.0,True,0.9259113694674236,Voting,Voting,True,0.9891730018966396
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting,Voting,True,0.9998897564609242
7,2,True,True,0.9923819647058068,True,1.0,True,0.9228703213931992,Voting,Voting,True,0.9923819647058068
2,0,True,False,0.018868911942889567,False,0.027484734927527708,False,0.47936448607299,Voting,Voting,False,0.018868911942889567
18,10,True,True,0.9999999999999926,True,1.0,True,0.9329380984722044,Voting,Voting,True,0.9999999999999926
46,8,True,True,0.9999999999998151,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999999998151
31,4,True,True,0.9999994049739656,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999994049739656
23,8,True,True,0.9999999999970498,True,1.0,True,0.9313692274173678,Voting,Voting,True,0.9999999999970498
18,9,True,True,0.9999999999998002,True,1.0,True,0.9329380984722044,Voting,Voting,True,0.9999999999998002
55,13,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
45,9,True,True,0.9999999999999925,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999999999925
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting,Voting,True,0.987837372693692
4,3,True,True,0.9995855284280032,True,1.0,True,0.9471845228664958,Voting,Voting,True,0.9995855284280032
5,2,True,True,0.9903663595016282,True,1.0,True,0.9217600558647872,Voting,Voting,True,0.9903663595016282
2,1,True,True,0.6897788601723129,True,0.97630289094963,True,0.5238881408131691,Voting,Voting,True,0.6897788601723129
40,4,True,True,0.9999997987937259,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999997987937259
71,20,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
162,38,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
10,2,True,True,0.9946555991422766,True,1.0,True,0.8422918943509161,Voting,Voting,True,0.9946555991422766
20,0,True,False,0.4131831074514411,True,0.8418513447336977,True,0.5053862144104885,Voting,Voting,False,0.4131831074514411
2,1,True,True,0.6897788601723129,True,0.97630289094963,True,0.5238881408131691,Voting,Voting,True,0.6897788601723129
46,19,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
22,4,True,True,0.9999982403373614,True,1.0,True,0.9515495832352472,Voting,Voting,True,0.9999982403373614
69,6,True,True,0.9999999999915922,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999999915922
12,4,True,True,0.9999941299651076,True,1.0,True,0.8900792690650682,Voting,Voting,True,0.9999941299651076
66,0,True,True,0.9954235521878241,True,1.0,True,0.8953011848098457,Voting,Voting,True,0.9954235521878241
18,5,True,True,0.9999998943414232,True,1.0,True,0.9329380984722044,Voting,Voting,True,0.9999998943414232
15,10,True,True,0.9999999999999892,True,1.0,True,0.8567707918574576,Voting,Voting,True,0.9999999999999892
58,7,True,True,0.9999999999988268,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999999988268
44,21,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
8,2,True,True,0.9932290544092952,True,1.0,True,0.8607910994823159,Voting,Voting,True,0.9932290544092952
77,35,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
97,40,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
2,1,True,True,0.6897788601723129,True,0.97630289094963,True,0.5238881408131691,Voting,Voting,True,0.6897788601723129
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting,Voting,True,0.9998897564609242
9,1,True,False,0.439197915867142,False,0.0,False,0.00035140099919735786,Voting,Voting,False,0.439197915867142
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting,Voting,True,0.9998897564609242
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting,Voting,True,0.987837372693692
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting,Voting,True,0.9998897564609242
33,4,True,True,0.9999995323802892,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999995323802892
10,2,True,True,0.9946555991422766,True,1.0,True,0.8422918943509161,Voting,Voting,True,0.9946555991422766
19,11,True,True,0.9999999999999996,True,1.0,True,0.9329381526416184,Voting,Voting,True,0.9999999999999996
23,0,True,True,0.651328868172429,True,0.7065164805954279,True,0.5061604735290367,Voting,Voting,True,0.651328868172429
7,2,True,True,0.9923819647058068,True,1.0,True,0.9228703213931992,Voting,Voting,True,0.9923819647058068
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting,Voting,True,0.987837372693692
12,2,True,True,0.9957854694660218,True,1.0,True,0.8311324508107099,Voting,Voting,True,0.9957854694660218
4,3,True,True,0.9995855284280032,True,1.0,True,0.9471845228664958,Voting,Voting,True,0.9995855284280032
31,4,True,True,0.9999994049739656,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999994049739656
16,4,True,True,0.9999963745914281,True,1.0,True,0.9338673666265724,Voting,Voting,True,0.9999963745914281
12,3,True,True,0.9998417821043368,True,1.0,True,0.8897618595395118,Voting,Voting,True,0.9998417821043368
20,0,True,False,0.4131831074514411,True,0.8418513447336977,True,0.5053862144104885,Voting,Voting,False,0.4131831074514411
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting,Voting,True,0.987837372693692
48,10,True,True,0.9999999999999996,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999999999996
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting,Voting,True,0.987837372693692
16,3,True,True,0.999902265524396,True,1.0,True,0.9336922917421766,Voting,Voting,True,0.999902265524396
16,4,True,True,0.9999963745914281,True,1.0,True,0.9338673666265724,Voting,Voting,True,0.9999963745914281
5,3,True,True,0.9996325194298886,True,1.0,True,0.9441532864641172,Voting,Voting,True,0.9996325194298886
22,6,True,True,0.999999997580059,True,1.0,True,0.9515495832352472,Voting,Voting,True,0.999999997580059
18,6,True,True,0.9999999960817564,True,1.0,True,0.9329380984722044,Voting,Voting,True,0.9999999960817564
43,17,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
31,12,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
15,2,True,True,0.997052505887452,True,1.0,True,0.7211320556022915,Voting,Voting,True,0.997052505887452
10,2,True,True,0.9946555991422766,True,1.0,True,0.8422918943509161,Voting,Voting,True,0.9946555991422766
94,1,True,True,0.9999941020008472,True,1.0,True,0.931357844984092,Voting,Voting,True,0.9999941020008472
25,8,True,True,0.9999999999976816,True,1.0,True,0.9013527190633808,Voting,Voting,True,0.9999999999976816
119,30,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
150,97,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
50,11,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
0,0,True,False,0.342594274322989,True,1.0,True,0.9997633447978836,Voting,Voting,False,0.342594274322989
43,8,True,True,0.9999999999997348,True,1.0,True,0.9065653475523396,Voting,Voting,True,0.9999999999997348
47,17,True,True,1.0,True,1.0,True,0.9065653475523396,Voting,Voting,True,1.0
4,2,True,True,0.9891730018966396,True,1.0,True,0.9259113694674236,Voting,Voting,True,0.9891730018966396
5,0,False,False,0.016150178992831884,False,0.0,False,0.05976261112786446,Voting,Voting,False,0.016150178992831884
16,5,True,True,0.999999964667612,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.999999964667612
10,10,True,True,0.9999999999999944,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999999944
94,87,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
21,12,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
17,4,True,True,0.9999991575947046,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999991575947046
3,2,True,True,0.9887520376730788,True,1.0,True,0.9540102529240442,Voting,Voting,True,0.9887520376730788
15,6,True,True,0.9999999985180829,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999985180829
23,8,True,True,0.9999999999996452,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999996452
19,3,True,True,0.9999835471997012,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999835471997012
73,9,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
11,6,True,True,0.9999999967094828,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999967094828
3,2,True,True,0.9887520376730788,True,1.0,True,0.9540102529240442,Voting,Voting,True,0.9887520376730788
12,5,True,True,0.9999999215463388,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999215463388
136,110,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
49,22,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
39,13,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
11,2,True,True,0.997655578267342,True,1.0,True,0.842032163355624,Voting,Voting,True,0.997655578267342
14,8,True,True,0.9999999999978644,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999978644
3,2,True,True,0.9887520376730788,True,1.0,True,0.9540102529240442,Voting,Voting,True,0.9887520376730788
51,9,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
2,1,True,True,0.7134898073520111,True,0.9676442852899148,True,0.5216562257154959,Voting,Voting,True,0.7134898073520111
42,7,True,True,0.9999999999997664,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999997664
17,2,True,True,0.9992879476792438,True,1.0,True,0.842032163355624,Voting,Voting,True,0.9992879476792438
28,19,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
9,2,True,True,0.9131852068349308,True,0.8423809523809525,True,0.5105275250517137,Voting,Voting,True,0.9131852068349308
20,0,True,True,0.8335923550059829,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.8335923550059829
32,4,True,True,0.9999999576970082,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999576970082
54,8,True,True,0.9999999999999992,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999999992
2,1,True,True,0.7134898073520111,True,0.9676442852899148,True,0.5216562257154959,Voting,Voting,True,0.7134898073520111
23,10,True,True,0.9999999999999996,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999999996
10,3,True,True,0.9999010028046276,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999010028046276
25,25,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
21,15,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
7,5,True,True,0.9999997873509776,True,1.0,True,0.9190228992001928,Voting,Voting,True,0.9999997873509776
6,5,True,True,0.9999997404187022,True,1.0,True,0.9434307941896504,Voting,Voting,True,0.9999997404187022
22,13,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
20,0,True,True,0.8335923550059829,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.8335923550059829
4,3,True,True,0.9996726701366504,True,1.0,True,0.9496309091783534,Voting,Voting,True,0.9996726701366504
152,15,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
19,5,True,True,0.9999999805758152,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999805758152
8,4,True,True,0.9999949300204314,True,1.0,True,0.9008416415842844,Voting,Voting,True,0.9999949300204314
44,8,True,True,0.9999999999999948,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999999948
56,22,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
24,9,True,True,0.99999999999999,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.99999999999999
2,0,True,False,0.01483514611150111,False,0.014410520059220796,False,0.4789615801712602,Voting,Voting,False,0.01483514611150111
53,23,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
5,0,False,False,0.016150178992831884,False,0.0,False,0.05976261112786446,Voting,Voting,False,0.016150178992831884
49,0,True,True,0.9989802208528106,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.9989802208528106
7,3,True,True,0.9998199689233112,True,1.0,True,0.9190228992001928,Voting,Voting,True,0.9998199689233112
25,2,True,True,0.9998553323141136,True,1.0,True,0.842032163355624,Voting,Voting,True,0.9998553323141136
29,6,True,True,0.9999999999091588,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999091588
18,7,True,True,0.9999999999720078,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999720078
2,1,True,True,0.7134898073520111,True,0.9676442852899148,True,0.5216562257154959,Voting,Voting,True,0.7134898073520111
102,33,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
49,7,True,True,0.9999999999999424,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999999424
14,13,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
44,14,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
4,3,True,True,0.9996726701366504,True,1.0,True,0.9496309091783534,Voting,Voting,True,0.9996726701366504
93,11,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
84,56,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
31,0,True,True,0.9666541035483724,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.9666541035483724
31,5,True,True,0.9999999982257206,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999982257206
31,6,True,True,0.9999999999390377,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999390377
49,28,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
17,1,True,True,0.9804498219415984,True,1.0,True,0.9259543857995179,Voting,Voting,True,0.9804498219415984
3,2,True,True,0.9887520376730788,True,1.0,True,0.9540102529240442,Voting,Voting,True,0.9887520376730788
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999634696405888
26,0,False,True,0.9228220598222542,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.9228220598222542
34,7,True,True,0.9999999999988484,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999988484
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999634696405888
18,5,True,True,0.9999999762888364,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999762888364
3,2,True,True,0.9887520376730788,True,1.0,True,0.9540102529240442,Voting,Voting,True,0.9887520376730788
9,9,True,True,0.9999999999998008,True,1.0,True,0.9057238937374924,Voting,Voting,True,0.9999999999998008
59,29,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
24,0,True,True,0.8967163694309654,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.8967163694309654
18,9,True,True,0.999999999999967,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.999999999999967
11,11,True,True,1.0,True,1.0,True,0.9517126601715742,Voting,Voting,True,1.0
11,2,True,True,0.997655578267342,True,1.0,True,0.842032163355624,Voting,Voting,True,0.997655578267342
20,0,True,True,0.8335923550059829,True,1.0,True,0.9095312502323616,Voting,Voting,True,0.8335923550059829
28,8,True,True,0.9999999999998692,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999998692
38,7,True,True,0.9999999999994812,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999994812
15,8,True,True,0.9999999999982506,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999982506
12,2,True,True,0.9980770044673708,True,1.0,True,0.842032163355624,Voting,Voting,True,0.9980770044673708
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999634696405888
23,2,True,True,0.9997844741807916,True,1.0,True,0.842032163355624,Voting,Voting,True,0.9997844741807916
59,6,True,True,0.9999999999997708,True,1.0,True,0.9517126601715742,Voting,Voting,True,0.9999999999997708
