moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
0,False,False,0.3806552781069841,False,0.3133163361577003,False,0.495554562353326,RandomForest,RandomForest,False,0.3133163361577003
0,False,False,0.3352858963288877,False,0.3613103165820128,False,0.4946979979805208,RandomForest,RandomForest,False,0.3613103165820128
0,False,False,0.3672617187794569,False,0.3444044369125893,False,0.4957192748270673,RandomForest,RandomForest,False,0.3444044369125893
0,False,False,0.3818326490781607,False,0.24876066947753314,False,0.4964782019659843,RandomForest,RandomForest,False,0.24876066947753314
0,False,False,0.3735500438982407,False,0.2704822347689566,False,0.4963644960421868,RandomForest,RandomForest,False,0.2704822347689566
0,False,False,0.3498485856804479,False,0.2287232662304333,False,0.4954155049550767,RandomForest,RandomForest,False,0.2287232662304333
0,False,False,0.3637429283924618,False,0.27941119725505514,False,0.496364132567771,RandomForest,RandomForest,False,0.27941119725505514
0,False,False,0.35636329299248354,False,0.2789804810813213,False,0.4970401202422296,RandomForest,RandomForest,False,0.2789804810813213
0,False,False,0.32694034402195543,False,0.27579572418709863,False,0.4942633635409043,RandomForest,RandomForest,False,0.27579572418709863
0,False,False,0.38994090368477097,False,0.3077128439197153,False,0.4972932433438298,RandomForest,RandomForest,False,0.3077128439197153
0,False,False,0.3936113475037311,False,0.3435025935860101,False,0.4941544038606752,RandomForest,RandomForest,False,0.3435025935860101
1,True,True,0.7243376359681658,True,1.0,True,0.9999996939067756,RandomForest,RandomForest,True,1.0
0,True,False,0.31273703987830626,False,0.27764284129889805,False,0.4956531070707093,RandomForest,RandomForest,False,0.27764284129889805
0,False,False,0.3899409036847712,False,0.2378445435739192,False,0.4957002134992162,RandomForest,RandomForest,False,0.2378445435739192
0,False,False,0.3712350876546404,False,0.2995974844898003,False,0.4962760293473676,RandomForest,RandomForest,False,0.2995974844898003
