cbm,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,2,False,False,0.14112770310804953,False,0.14810659186535766,False,0.19929895147595547,Voting,Voting,False,0.14112770310804953
0,1,False,False,0.10878314061949718,False,0.0,False,2.642631914123847e-07,Voting,Voting,False,0.10878314061949718
0,1,False,False,0.10878314061949718,False,0.0,False,2.642631914123847e-07,Voting,Voting,False,0.10878314061949718
4,4,False,False,0.43185494186375023,False,0.2241341991341991,False,0.4914881073248923,Voting,Voting,False,0.43185494186375023
0,1,False,False,0.10878314061949718,False,0.0,False,2.642631914123847e-07,Voting,Voting,False,0.10878314061949718
0,1,False,False,0.13138134867172732,False,0.0,False,2.534254946851114e-07,Voting,Voting,False,0.13138134867172732
0,2,False,False,0.19009799360059051,False,0.09534386591639532,False,0.4814530666324477,Voting,Voting,False,0.19009799360059051
0,2,False,False,0.19009799360059051,False,0.09534386591639532,False,0.4814530666324477,Voting,Voting,False,0.19009799360059051
0,1,False,False,0.13138134867172732,False,0.0,False,2.534254946851114e-07,Voting,Voting,False,0.13138134867172732
1,7,False,True,0.5041691460917183,True,0.8439275479422538,True,0.5086906529060812,Voting,Voting,True,0.5041691460917183
0,1,False,False,0.13138134867172732,False,0.0,False,2.534254946851114e-07,Voting,Voting,False,0.13138134867172732
0,8,False,False,0.3882749230377296,False,0.4991341991341991,False,0.034637377944644235,Voting,Voting,False,0.3882749230377296
4,4,False,False,0.4204091129806705,False,0.10564213564213563,False,0.4928608525491945,Voting,Voting,False,0.4204091129806705
4,5,False,False,0.43580007238476987,False,0.4376623376623376,False,0.4384511323847669,Voting,Voting,False,0.43580007238476987
0,2,False,False,0.19009799360059051,False,0.09534386591639532,False,0.4814530666324477,Voting,Voting,False,0.19009799360059051
0,2,False,False,0.19009799360059051,False,0.09534386591639532,False,0.4814530666324477,Voting,Voting,False,0.19009799360059051
1,7,False,True,0.5041691460917183,True,0.8439275479422538,True,0.5086906529060812,Voting,Voting,True,0.5041691460917183
9,2,True,True,0.9616887651706492,True,0.9682310849666048,True,0.5290160698066789,Voting,Voting,True,0.9616887651706492
2,2,False,False,0.4637835297954009,True,0.95,False,0.4999293376532941,Voting,Voting,False,0.4637835297954009
0,3,True,False,0.14091345892682894,False,0.0,False,0.4893426637542378,Voting,Voting,False,0.14091345892682894
0,3,False,False,0.14091345892682894,False,0.0,False,0.4893426637542378,Voting,Voting,False,0.14091345892682894
0,4,False,False,0.3169846099368331,False,0.4627270374993498,True,0.5000976589194399,Voting,Voting,False,0.3169846099368331
0,0,False,False,0.13180792771475036,False,0.0,False,9.146076083578774e-08,Voting,Voting,False,0.13180792771475036
0,6,False,False,0.17224869233346465,False,0.0,False,0.09336487488010578,Voting,Voting,False,0.17224869233346465
4,2,False,True,0.5519705209812117,True,0.6583312827523353,True,0.5016434117291922,Voting,Voting,True,0.5519705209812117
0,4,False,False,0.24289218856390124,False,0.4569960317460318,False,0.497268914279018,Voting,Voting,False,0.24289218856390124
0,10,False,True,0.6448649288839362,True,1.0,True,0.696614636251968,Voting,Voting,True,0.6448649288839362
0,2,False,False,0.19238317848932265,False,0.24410991560724754,False,0.4917694879322948,Voting,Voting,False,0.19238317848932265
0,3,False,False,0.2507956313272401,False,0.3691655679052704,False,0.4923099309924792,Voting,Voting,False,0.2507956313272401
0,16,True,True,0.7216568715631233,True,0.65,True,0.5000423504315555,Voting,Voting,True,0.7216568715631233
0,3,False,False,0.2507956313272401,False,0.3691655679052704,False,0.4923099309924792,Voting,Voting,False,0.2507956313272401
0,4,False,False,0.24289218856390124,False,0.4569960317460318,False,0.497268914279018,Voting,Voting,False,0.24289218856390124
0,10,False,True,0.6448649288839362,True,1.0,True,0.696614636251968,Voting,Voting,True,0.6448649288839362
0,4,False,False,0.24289218856390124,False,0.4569960317460318,False,0.497268914279018,Voting,Voting,False,0.24289218856390124
0,0,False,False,0.11922620181947988,False,0.0,False,1.0050015073630763e-07,Voting,Voting,False,0.11922620181947988
2,1,False,False,0.19113221552928905,False,0.20649350649350645,False,0.4274726101286333,Voting,Voting,False,0.19113221552928905
10,2,True,True,0.9299706535126222,True,0.9586581205185856,False,0.4913210116664988,Voting,Voting,True,0.9299706535126222
0,4,True,False,0.24289218856390124,False,0.4569960317460318,False,0.497268914279018,Voting,Voting,False,0.24289218856390124
0,4,False,False,0.24289218856390124,False,0.4569960317460318,False,0.497268914279018,Voting,Voting,False,0.24289218856390124
0,2,False,False,0.19238317848932265,False,0.24410991560724754,False,0.4917694879322948,Voting,Voting,False,0.19238317848932265
4,2,False,True,0.5519705209812117,True,0.6583312827523353,True,0.5016434117291922,Voting,Voting,True,0.5519705209812117
0,4,False,False,0.3777121497507461,True,0.556062461062461,True,0.5032973943080107,Voting,Voting,False,0.3777121497507461
0,6,False,False,0.18799356068803028,False,0.0,False,0.010495089963038636,Voting,Voting,False,0.18799356068803028
11,3,True,True,0.9787309589625254,True,0.9334848484848486,True,0.8134756554488303,Voting,Voting,True,0.9787309589625254
0,6,False,False,0.18799356068803028,False,0.0,False,0.010495089963038636,Voting,Voting,False,0.18799356068803028
0,2,False,False,0.20126776455344075,False,0.29222848301795673,False,0.4946006963160501,Voting,Voting,False,0.20126776455344075
0,4,False,False,0.3777121497507461,True,0.556062461062461,True,0.5032973943080107,Voting,Voting,False,0.3777121497507461
0,5,False,False,0.2489258701701612,False,0.13333333333333333,False,0.484486494179171,Voting,Voting,False,0.2489258701701612
0,1,False,False,0.1472873739629066,False,0.0,False,2.6567322696034925e-07,Voting,Voting,False,0.1472873739629066
0,4,False,False,0.3777121497507461,True,0.556062461062461,True,0.5032973943080107,Voting,Voting,False,0.3777121497507461
0,2,False,False,0.20126776455344075,False,0.29222848301795673,False,0.4946006963160501,Voting,Voting,False,0.20126776455344075
0,0,False,False,0.13581650255400846,False,0.0,False,1.8963656282617647e-07,Voting,Voting,False,0.13581650255400846
0,20,True,False,0.41720607398356857,True,0.51,True,0.5012651641734747,Voting,Voting,False,0.41720607398356857
0,0,False,False,0.13581650255400846,False,0.0,False,1.8963656282617647e-07,Voting,Voting,False,0.13581650255400846
0,2,False,False,0.20126776455344075,False,0.29222848301795673,False,0.4946006963160501,Voting,Voting,False,0.20126776455344075
0,2,False,False,0.20126776455344075,False,0.29222848301795673,False,0.4946006963160501,Voting,Voting,False,0.20126776455344075
4,2,True,False,0.4454859714745263,False,0.18196371610845294,False,0.4955904130745276,Voting,Voting,False,0.4454859714745263
0,4,False,False,0.3777121497507461,True,0.556062461062461,True,0.5032973943080107,Voting,Voting,False,0.3777121497507461
0,7,False,False,0.19264311972917456,False,0.0,False,0.4954750442991085,Voting,Voting,False,0.19264311972917456
0,3,False,False,0.2774863856077035,False,0.4638858535598874,False,0.49275879715130105,Voting,Voting,False,0.2774863856077035
4,2,False,False,0.4782299730475938,False,0.3887987012987013,False,0.4960835817130511,Voting,Voting,False,0.4782299730475938
0,2,False,False,0.2270138856831733,False,0.15401489091117573,False,0.4929322328910274,Voting,Voting,False,0.2270138856831733
0,4,False,False,0.3214063727020709,True,0.5226638548139562,False,0.4995064387048866,Voting,Voting,False,0.3214063727020709
0,6,False,False,0.19345255641864426,False,0.0,False,0.0634181060450221,Voting,Voting,False,0.19345255641864426
4,2,False,False,0.4782299730475938,False,0.3887987012987013,False,0.4960835817130511,Voting,Voting,False,0.4782299730475938
0,2,False,False,0.2270138856831733,False,0.15401489091117573,False,0.4929322328910274,Voting,Voting,False,0.2270138856831733
0,2,False,False,0.2270138856831733,False,0.15401489091117573,False,0.4929322328910274,Voting,Voting,False,0.2270138856831733
1,7,False,False,0.4909241864534953,True,0.8202527762748474,True,0.5070928508106319,Voting,Voting,False,0.4909241864534953
0,1,False,False,0.14065336816638424,False,0.0,False,2.671662801954021e-07,Voting,Voting,False,0.14065336816638424
4,2,False,False,0.4782299730475938,False,0.3887987012987013,False,0.4960835817130511,Voting,Voting,False,0.4782299730475938
0,0,False,False,0.1419870646621346,False,0.0,False,1.9157629538392648e-07,Voting,Voting,False,0.1419870646621346
4,4,False,False,0.4082333769298739,False,0.2368534896476073,False,0.4846491828381941,Voting,Voting,False,0.4082333769298739
4,2,True,False,0.4782299730475938,False,0.3887987012987013,False,0.4960835817130511,Voting,Voting,False,0.4782299730475938
0,7,False,False,0.21694851903118115,False,0.0,False,0.4972016258637282,Voting,Voting,False,0.21694851903118115
0,7,False,False,0.21694851903118115,False,0.0,False,0.4972016258637282,Voting,Voting,False,0.21694851903118115
9,2,True,True,0.9500763420452282,True,0.9658980483980484,True,0.5203462681869405,Voting,Voting,True,0.9500763420452282
0,5,False,False,0.2417266809898285,False,0.1,False,0.4880701690669312,Voting,Voting,False,0.2417266809898285
9,2,True,True,0.9670194196477188,True,1.0,True,0.8526340767546101,Voting,Voting,True,0.9670194196477188
0,0,False,False,0.12698833563185027,False,0.0,False,1.9446162501706647e-07,Voting,Voting,False,0.12698833563185027
0,2,False,False,0.1856969650113057,False,0.09207956129311626,False,0.4888356057219698,Voting,Voting,False,0.1856969650113057
6,4,False,True,0.5732227601484453,False,0.04944444444444445,False,0.36330729020769137,Voting,Voting,True,0.5732227601484453
0,8,False,False,0.2614226386349461,False,0.35,False,0.18013104052199808,Voting,Voting,False,0.2614226386349461
4,13,False,True,0.6279947574696362,False,0.0,False,0.3526350558049841,Voting,Voting,True,0.6279947574696362
4,2,False,True,0.5409898796166067,True,0.5302695940036093,True,0.503669908812896,Voting,Voting,True,0.5409898796166067
0,4,False,False,0.33138834684986457,True,0.5063515409711062,True,0.5015077995783149,Voting,Voting,False,0.33138834684986457
0,1,False,False,0.12204870423702625,False,0.0,False,2.697001509994768e-07,Voting,Voting,False,0.12204870423702625
0,2,False,False,0.1856969650113057,False,0.09207956129311626,False,0.4888356057219698,Voting,Voting,False,0.1856969650113057
0,16,False,True,0.9138623598984872,True,1.0,True,0.8362097264570983,Voting,Voting,True,0.9138623598984872
0,1,False,False,0.12204870423702625,False,0.0,False,2.697001509994768e-07,Voting,Voting,False,0.12204870423702625
9,2,False,True,0.9670194196477188,True,1.0,True,0.8526340767546101,Voting,Voting,True,0.9670194196477188
9,2,True,True,0.9670194196477188,True,1.0,True,0.8526340767546101,Voting,Voting,True,0.9670194196477188
0,1,False,False,0.12204870423702625,False,0.0,False,2.697001509994768e-07,Voting,Voting,False,0.12204870423702625
1,2,False,False,0.15222165662703616,False,0.146031746031746,False,0.1724079529844553,Voting,Voting,False,0.15222165662703616
0,3,False,False,0.2366791450317467,False,0.383752451781628,False,0.4964102270211102,Voting,Voting,False,0.2366791450317467
0,7,False,False,0.2276957232309712,False,0.18345238095238087,False,0.4892928050483677,Voting,Voting,False,0.2276957232309712
0,4,False,False,0.3779133527562837,True,0.5345222754641894,True,0.5006759931285096,Voting,Voting,False,0.3779133527562837
4,4,True,False,0.3817976298589692,False,0.0,False,0.09045966404260623,Voting,Voting,False,0.3817976298589692
2,2,True,False,0.3226712222830317,False,0.3583333333333333,False,0.4909692197853975,Voting,Voting,False,0.3226712222830317
0,1,False,False,0.14049289259141334,False,0.0,False,3.0220127744956064e-07,Voting,Voting,False,0.14049289259141334
1,7,False,False,0.4636199269330124,True,0.6385306686777275,True,0.5037091520153087,Voting,Voting,False,0.4636199269330124
4,4,False,False,0.3817976298589692,False,0.0,False,0.09045966404260623,Voting,Voting,False,0.3817976298589692
4,4,False,False,0.3817976298589692,False,0.0,False,0.09045966404260623,Voting,Voting,False,0.3817976298589692
5,3,False,False,0.4632003086197176,False,0.0,False,0.3038290046890593,Voting,Voting,False,0.4632003086197176
0,3,False,False,0.2913803577272008,False,0.4451712527574596,False,0.4990761920438506,Voting,Voting,False,0.2913803577272008
2,5,False,False,0.2556476293811037,False,0.0,False,0.17282785458103786,Voting,Voting,False,0.2556476293811037
4,4,False,False,0.3817976298589692,False,0.0,False,0.09045966404260623,Voting,Voting,False,0.3817976298589692
0,2,False,False,0.1844782671976449,False,0.18146664878472651,False,0.4936468960853524,Voting,Voting,False,0.1844782671976449
0,6,False,False,0.2940697381394505,False,0.1258008658008658,False,0.4938440726632541,Voting,Voting,False,0.2940697381394505
1,7,True,False,0.4636199269330124,True,0.6385306686777275,True,0.5037091520153087,Voting,Voting,False,0.4636199269330124
0,5,False,False,0.3954112186026905,False,0.12095238095238095,True,0.5009010568309225,Voting,Voting,False,0.3954112186026905
4,4,False,False,0.3817976298589692,False,0.0,False,0.09045966404260623,Voting,Voting,False,0.3817976298589692
0,3,False,False,0.2736545504064057,False,0.3916624690811997,False,0.4958638248650623,Voting,Voting,False,0.2736545504064057
0,6,False,False,0.19746988857668887,False,0.0,False,0.05622275743177264,Voting,Voting,False,0.19746988857668887
0,4,True,False,0.27695590716639434,False,0.3752974355805279,False,0.4956202709135563,Voting,Voting,False,0.27695590716639434
0,2,False,False,0.18690570655133865,False,0.1714331619632853,False,0.4848227940295594,Voting,Voting,False,0.18690570655133865
0,1,False,False,0.1224285054574848,False,0.0,False,3.1320896994491105e-07,Voting,Voting,False,0.1224285054574848
2,2,False,False,0.4476912745380184,True,0.8263888888888891,True,0.5131578885456359,Voting,Voting,False,0.4476912745380184
9,2,True,True,0.9522289956351404,True,0.9608187279613428,True,0.5205043726324862,Voting,Voting,True,0.9522289956351404
2,4,False,False,0.2850727316012506,False,0.3617592592592592,False,0.3735695584526818,Voting,Voting,False,0.2850727316012506
4,4,False,False,0.4334604696313346,False,0.2417216117216117,False,0.4938394074805758,Voting,Voting,False,0.4334604696313346
0,1,False,False,0.1224285054574848,False,0.0,False,3.1320896994491105e-07,Voting,Voting,False,0.1224285054574848
0,7,False,False,0.2973071104313373,False,0.2855555555555556,False,0.489082805428553,Voting,Voting,False,0.2973071104313373
5,8,False,True,0.9039377530133312,True,0.6071428571428571,False,0.3734733353898633,AdaBoost,AdaBoost,False,0.3734733353898633
4,8,False,True,0.8391258771815839,True,0.8071428571428572,True,0.5229698503404666,Voting,Voting,True,0.8391258771815839
0,1,False,False,0.1224285054574848,False,0.0,False,3.1320896994491105e-07,Voting,Voting,False,0.1224285054574848
0,1,False,False,0.1224285054574848,False,0.0,False,3.1320896994491105e-07,Voting,Voting,False,0.1224285054574848
1,7,False,True,0.5391915500038654,True,0.7379160992460225,True,0.5064786358888216,Voting,Voting,True,0.5391915500038654
9,2,True,True,0.9522289956351404,True,0.9608187279613428,True,0.5205043726324862,Voting,Voting,True,0.9522289956351404
0,3,False,False,0.2691206679278464,False,0.4500097614803497,False,0.4967921079335523,Voting,Voting,False,0.2691206679278464
0,4,False,False,0.3059213790398126,True,0.5080844898808285,False,0.4987859075347521,Voting,Voting,False,0.3059213790398126
0,3,False,False,0.2691206679278464,False,0.4500097614803497,False,0.4967921079335523,Voting,Voting,False,0.2691206679278464
1,7,True,False,0.3750071734690499,False,0.4700638250638251,False,0.4944853497902422,Voting,Voting,False,0.3750071734690499
0,2,True,False,0.11661388572773318,False,0.0,False,0.05704311484060975,Voting,Voting,False,0.11661388572773318
0,3,False,False,0.2691206679278464,False,0.4500097614803497,False,0.4967921079335523,Voting,Voting,False,0.2691206679278464
1,7,False,False,0.3750071734690499,False,0.4700638250638251,False,0.4944853497902422,Voting,Voting,False,0.3750071734690499
0,6,False,False,0.2024047974114326,False,0.30022921522921525,False,0.4912958356792875,Voting,Voting,False,0.2024047974114326
0,3,False,False,0.2691206679278464,False,0.4500097614803497,False,0.4967921079335523,Voting,Voting,False,0.2691206679278464
0,2,False,False,0.11661388572773318,False,0.0,False,0.05704311484060975,Voting,Voting,False,0.11661388572773318
4,2,False,True,0.5194895696504163,True,0.6258607345072983,True,0.5013326297421999,Voting,Voting,True,0.5194895696504163
0,2,False,False,0.11661388572773318,False,0.0,False,0.05704311484060975,Voting,Voting,False,0.11661388572773318
0,3,False,False,0.2691206679278464,False,0.4500097614803497,False,0.4967921079335523,Voting,Voting,False,0.2691206679278464
1,7,True,False,0.3750071734690499,False,0.4700638250638251,False,0.4944853497902422,Voting,Voting,False,0.3750071734690499
4,3,False,True,0.6867653312783691,True,0.8663826200291841,True,0.8676048413376143,Voting,Voting,True,0.6867653312783691
0,1,False,False,0.11372745219436002,False,0.0,False,0.0002813532518319681,Voting,Voting,False,0.11372745219436002
0,13,False,True,0.7885486502450839,True,0.72,True,0.7867251962479845,Voting,Voting,True,0.7885486502450839
