cbo,rfc,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
6,32,378,0,7,False,False,0.1223702944881419,False,0.2,False,0.1306580668760716,Voting,Voting,False,0.1223702944881419
2,11,52,0,1,False,False,0.07273971690437786,False,0.0,False,0.031837432261716904,Voting,Voting,False,0.07273971690437786
5,4,79,0,0,True,False,0.06473112891001974,False,0.1,False,0.23098219869550224,Voting,Voting,False,0.06473112891001974
7,3,8,0,1,False,False,0.07287480145906626,False,0.0,False,0.05146231390237363,Voting,Voting,False,0.07287480145906626
10,210,1160,4,3,True,True,0.6614519046205841,True,1.0,False,0.3905042761549418,Voting,RandomForest,True,1.0
0,2,23,0,0,True,False,0.055744247385266885,False,0.0,False,0.039472876497124464,Voting,Voting,False,0.055744247385266885
2,4,9,0,0,False,False,0.06227777879808567,False,0.10666666666666666,False,0.1698350962728148,Voting,Voting,False,0.06227777879808567
0,35,343,0,6,False,False,0.11063255434609744,False,0.0,False,0.049184001893093916,Voting,Voting,False,0.11063255434609744
6,42,287,0,7,False,False,0.15117840875539132,False,0.1,False,0.18700321883668475,Voting,Voting,False,0.15117840875539132
4,35,204,2,3,False,False,0.14253170085614542,False,0.0,False,0.03725563304955287,Voting,Voting,False,0.14253170085614542
19,34,34,0,1,False,False,0.17121695068687295,False,0.0,False,0.08120264858384256,Voting,Voting,False,0.17121695068687295
4,4,4,0,1,False,False,0.06848183776313839,False,0.0,False,0.040790160154122033,Voting,Voting,False,0.06848183776313839
2,11,37,1,1,False,False,0.08139455594309067,False,0.0,False,0.004132153633001189,Voting,Voting,False,0.08139455594309067
0,2,2,0,1,False,False,0.05861637236541956,False,0.0,False,0.04024053387635195,Voting,Voting,False,0.05861637236541956
17,92,2453,2,10,False,True,0.5033074493696108,False,0.2,True,0.5143989867516703,RandomForest,Voting,True,0.5033074493696108
0,8,20,0,0,False,False,0.06371009678248493,False,0.0,False,0.03441860095944735,Voting,Voting,False,0.06371009678248493
8,13,36,1,1,False,False,0.099326962959,False,0.0,False,0.02645601410336744,Voting,Voting,False,0.099326962959
1,10,12,0,1,False,False,0.07115186145150194,False,0.0,False,0.02854486590831158,Voting,Voting,False,0.07115186145150194
0,6,22,0,1,False,False,0.06307251746086252,False,0.0,False,0.02410949470969721,Voting,Voting,False,0.06307251746086252
14,69,348,2,3,False,False,0.2605760801409381,False,0.5,True,0.5703872416906303,Voting,Voting,False,0.2605760801409381
2,13,58,0,1,False,False,0.07557369228717611,False,0.0,False,0.062206096726549386,Voting,Voting,False,0.07557369228717611
19,143,1833,4,19,True,True,0.6457481940955075,False,0.0,False,0.18245918748215212,Voting,Voting,True,0.6457481940955075
12,25,265,1,5,False,False,0.1357110816349881,False,0.2,False,0.2259550668836152,Voting,Voting,False,0.1357110816349881
19,96,897,3,9,False,True,0.8954124399669814,True,0.9,True,0.6626152612251189,Voting,RandomForest,True,0.9
4,2,4,0,0,False,False,0.06339693465723764,False,0.06666666666666668,False,0.14418210989148528,Voting,Voting,False,0.06339693465723764
3,3,8,0,1,False,False,0.06497744796356134,False,0.0,False,0.07744102303174816,Voting,Voting,False,0.06497744796356134
1,13,221,2,7,False,False,0.1012635450309268,False,0.1,False,0.2358840437324605,Voting,Voting,False,0.1012635450309268
0,8,20,0,0,False,False,0.06371009678248493,False,0.0,False,0.03441860095944735,Voting,Voting,False,0.06371009678248493
26,166,2361,7,11,True,True,0.6533511063659468,False,0.3,False,0.3308350522563394,Voting,Voting,True,0.6533511063659468
2,22,161,1,8,False,False,0.11748547212426112,False,0.0,False,0.1036546425925205,Voting,Voting,False,0.11748547212426112
4,37,203,0,1,False,False,0.11703982665966133,False,0.0,False,0.19485826732905764,Voting,Voting,False,0.11703982665966133
0,24,24,0,1,False,False,0.09184961030247474,False,0.0,False,0.023084999773941614,Voting,Voting,False,0.09184961030247474
4,10,45,0,1,False,False,0.07561216729048657,False,0.0,False,0.055618450579621545,Voting,Voting,False,0.07561216729048657
4,45,379,0,1,False,False,0.12339317743155058,False,0.0,False,0.3528580316278441,Voting,Voting,False,0.12339317743155058
0,8,31,0,1,False,False,0.07314917840053542,False,0.0,False,0.0403390261441428,Voting,Voting,False,0.07314917840053542
0,17,98,3,12,False,False,0.15240109460304596,False,0.1,False,0.3570517246041992,Voting,Voting,False,0.15240109460304596
5,12,259,0,1,False,False,0.08386614756834626,False,0.1,False,0.10327510072146537,Voting,Voting,False,0.08386614756834626
4,4,13,0,1,False,False,0.07483262235085708,False,0.15,False,0.129130251489449,Voting,Voting,False,0.07483262235085708
4,23,166,0,1,False,False,0.0982837044177572,False,0.0,False,0.09024909301568076,Voting,Voting,False,0.0982837044177572
14,144,2014,3,31,False,True,0.6454132543038512,True,0.7,False,0.4300947445810731,AdaBoost,AdaBoost,False,0.4300947445810731
2,34,263,0,1,False,False,0.11006044190038296,False,0.1,False,0.011810833827396408,Voting,Voting,False,0.11006044190038296
4,67,655,1,4,False,True,0.5321295022780489,False,0.3,False,0.2830444142562521,Voting,Voting,True,0.5321295022780489
19,76,640,1,5,True,False,0.31834449609337745,False,0.4,False,0.20657088952691027,Voting,Voting,False,0.31834449609337745
23,9,183,2,6,False,False,0.1731648494396724,False,0.2,False,0.1652489027824097,Voting,Voting,False,0.1731648494396724
3,15,84,0,4,False,False,0.09210198899487214,False,0.1,False,0.33015679154316874,Voting,Voting,False,0.09210198899487214
16,65,408,1,10,False,True,0.6124593377910005,False,0.4,False,0.4685019890226696,Voting,Voting,True,0.6124593377910005
12,26,142,0,1,True,False,0.4537085459554029,False,0.5,True,0.6396989100905492,AdaBoost,AdaBoost,True,0.6396989100905492
15,89,826,5,10,True,True,0.5884565887191796,True,0.6,False,0.4603632599995713,Voting,Voting,True,0.5884565887191796
20,1,1,0,1,False,False,0.10468526587607868,False,0.0,False,0.03538238284205585,Voting,Voting,False,0.10468526587607868
14,45,263,1,3,True,False,0.17542464434451094,True,0.7,True,0.704273727815927,Voting,Voting,False,0.17542464434451094
34,174,1902,8,9,False,True,0.9924800257634422,True,0.7,False,0.4209192117791256,AdaBoost,AdaBoost,False,0.4209192117791256
2,18,1355,1,15,False,False,0.2796409621888725,False,0.0,False,0.1295504703426383,Voting,Voting,False,0.2796409621888725
16,46,283,0,1,False,False,0.16724882604475524,False,0.1,False,0.2900365214909396,Voting,Voting,False,0.16724882604475524
0,7,23,1,1,False,False,0.07852868388472109,False,0.0,False,0.029502386868929087,Voting,Voting,False,0.07852868388472109
9,20,169,1,5,False,False,0.12184443072472716,False,0.0,False,0.17687848769975234,Voting,Voting,False,0.12184443072472716
3,32,249,0,1,False,False,0.10906513811278973,False,0.1,False,0.04962829808551122,Voting,Voting,False,0.10906513811278973
9,13,100,0,5,False,False,0.10309555600531027,False,0.0,False,0.16509404669039593,Voting,Voting,False,0.10309555600531027
8,6,24,1,2,False,False,0.0932770403394882,False,0.0,False,0.015143212930815903,Voting,Voting,False,0.0932770403394882
66,34,40,0,1,False,True,0.5722215023345214,False,0.0,False,0.09708993009858474,Voting,Voting,True,0.5722215023345214
5,10,38,0,1,False,False,0.08365991352659359,False,0.0,False,0.02388525168247497,Voting,Voting,False,0.08365991352659359
5,5,24,0,1,False,False,0.07753475256297264,False,0.0,False,0.020968696698693702,Voting,Voting,False,0.07753475256297264
8,3,5,0,1,False,False,0.08042146190061959,False,0.0,False,0.03979381097827346,Voting,Voting,False,0.08042146190061959
12,9,65,0,1,False,False,0.42865115503149226,True,0.6,True,0.5243158251196091,Voting,Voting,False,0.42865115503149226
6,23,132,4,2,False,False,0.4924433078984434,False,0.0,False,0.35025242518079697,Voting,Voting,False,0.4924433078984434
3,27,139,0,1,False,False,0.10265699511557996,False,0.0,False,0.031045573101544776,Voting,Voting,False,0.10265699511557996
2,5,11,0,1,False,False,0.07290033859098323,False,0.0,False,0.12211033254274073,Voting,Voting,False,0.07290033859098323
10,61,488,1,3,False,True,0.5306546673911304,False,0.1,False,0.3078991392762959,Voting,Voting,True,0.5306546673911304
3,1,171,0,0,False,False,0.4000524328478269,False,0.5,False,0.2707144362640573,Voting,Voting,False,0.4000524328478269
5,15,101,1,1,False,False,0.09709894501193066,False,0.1,False,0.3954304439163662,Voting,Voting,False,0.09709894501193066
1,2,4,0,0,False,False,0.06654608648041786,False,0.0,False,0.07516925350781298,Voting,Voting,False,0.06654608648041786
4,27,169,3,3,False,False,0.14083216014300987,False,0.0,False,0.04100329687864517,Voting,Voting,False,0.14083216014300987
3,4,9,0,1,False,False,0.07330066319590263,False,0.0,False,0.031033008130286824,Voting,Voting,False,0.07330066319590263
5,16,78,0,1,False,False,0.09122874279002212,False,0.2,False,0.2474536531725847,Voting,Voting,False,0.09122874279002212
3,27,237,0,6,False,False,0.11287845137035304,False,0.0,False,0.08870093850577768,Voting,Voting,False,0.11287845137035304
0,29,48,0,1,False,False,0.10113601552569823,False,0.0,False,0.017579475245893792,Voting,Voting,False,0.10113601552569823
2,6,31,0,3,False,False,0.07731169141390261,False,0.0,False,0.05006276245555447,Voting,Voting,False,0.07731169141390261
16,163,1551,2,13,False,True,0.6440114630380244,False,0.4,False,0.4957935518597345,Voting,Voting,True,0.6440114630380244
0,4,22,0,1,False,False,0.0686576258515851,False,0.0,False,0.06397837886159277,Voting,Voting,False,0.0686576258515851
12,158,1383,3,18,False,True,0.9787813846577263,True,0.9,True,0.6744864619747338,Voting,Voting,True,0.9787813846577263
26,128,1066,2,22,True,True,0.6409550804993174,False,0.5,False,0.4534225133040642,Voting,Voting,True,0.6409550804993174
4,27,245,1,3,False,False,0.11610737440099313,False,0.0,False,0.061179782698475065,Voting,Voting,False,0.11610737440099313
6,4,4,0,1,False,False,0.07821625604744757,False,0.0,False,0.044683974758105593,Voting,Voting,False,0.07821625604744757
5,36,349,1,8,False,False,0.1476346214728757,False,0.0,False,0.07816158262897221,Voting,Voting,False,0.1476346214728757
17,59,585,5,11,True,True,0.5224116455622255,True,0.8,True,0.6395876069812415,Voting,Voting,True,0.5224116455622255
0,20,223,1,5,False,False,0.1020109907179006,False,0.0,False,0.017991351701290258,Voting,Voting,False,0.1020109907179006
5,5,24,0,1,False,False,0.07753475256297264,False,0.0,False,0.020968696698693702,Voting,Voting,False,0.07753475256297264
2,4,20,0,0,False,False,0.07005188941908355,False,0.06,False,0.2872250559765593,Voting,Voting,False,0.07005188941908355
2,7,17,0,0,False,False,0.07355305260232776,False,0.0,False,0.16602893438489572,Voting,Voting,False,0.07355305260232776
0,2,2,0,1,False,False,0.06666456304704163,False,0.0,False,0.04873844803450525,Voting,Voting,False,0.06666456304704163
4,9,63,0,1,False,False,0.08038113527736689,False,0.2,False,0.3241693981866533,Voting,Voting,False,0.08038113527736689
18,83,845,2,8,True,False,0.44967150100734415,True,0.8,True,0.5345600341641884,Voting,Voting,False,0.44967150100734415
3,13,106,0,6,True,False,0.09337943821754556,False,0.0,False,0.02580559995699494,Voting,Voting,False,0.09337943821754556
7,17,79,2,3,False,False,0.11864993723304773,False,0.3,False,0.2782594826508801,Voting,Voting,False,0.11864993723304773
5,52,307,1,1,False,False,0.15771615583302775,False,0.0,False,0.05130005247202367,Voting,Voting,False,0.15771615583302775
5,19,268,1,4,False,False,0.10766404984256572,False,0.3,False,0.07543823728549448,Voting,Voting,False,0.10766404984256572
3,21,152,1,2,False,False,0.10349449795144024,False,0.0,False,0.28602616760865074,Voting,Voting,False,0.10349449795144024
1,4,4,0,1,False,False,0.07031525094683372,False,0.0,False,0.04591194615990953,Voting,Voting,False,0.07031525094683372
0,35,111,1,2,False,False,0.12024807304808352,False,0.0,False,0.033584732638262435,Voting,Voting,False,0.12024807304808352
12,8,8,0,1,False,False,0.09466219377386303,False,0.0,False,0.10134249468120073,Voting,Voting,False,0.09466219377386303
40,133,3133,0,4,False,True,0.6207039021670834,False,0.0,False,0.22964650778289986,Voting,Voting,True,0.6207039021670834
2,21,304,0,7,False,False,0.10334780963131332,False,0.0,False,0.08298390899667737,Voting,Voting,False,0.10334780963131332
6,11,166,0,2,False,False,0.08715363825758536,False,0.4,False,0.28781140118436355,Voting,Voting,False,0.08715363825758536
0,2,2,0,1,False,False,0.06666456304704163,False,0.0,False,0.04873844803450525,Voting,Voting,False,0.06666456304704163
1,78,560,1,8,True,True,0.5721834036330796,True,0.7,False,0.4507362529577982,Voting,Voting,True,0.5721834036330796
4,29,149,0,6,False,False,0.11934499337488448,False,0.0,False,0.0996808313550552,Voting,Voting,False,0.11934499337488448
4,23,165,0,1,False,False,0.09829565645476708,False,0.0,False,0.1065295189956361,Voting,Voting,False,0.09829565645476708
33,50,376,3,2,False,True,0.766054488910182,True,0.6,True,0.5939554213445775,Voting,Voting,True,0.766054488910182
3,30,368,0,15,False,False,0.15525452647252044,False,0.1,False,0.13360740700253998,Voting,Voting,False,0.15525452647252044
0,15,66,0,2,False,False,0.08318001943917096,False,0.0,False,0.0946143746570224,Voting,Voting,False,0.08318001943917096
41,210,2793,8,44,True,True,0.9986637397304116,True,0.9,True,0.9458437010419699,Voting,Voting,True,0.9986637397304116
40,14,65,1,1,False,False,0.3308131225992125,True,0.7,True,0.7086412053664637,Voting,Voting,False,0.3308131225992125
63,511,7956,12,17,True,True,0.9999949170280508,True,0.7,True,0.7278780146268178,Voting,Voting,True,0.9999949170280508
2,4,21,0,1,False,False,0.07163087762218825,False,0.0,False,0.07887308924232804,Voting,Voting,False,0.07163087762218825
0,23,78,1,1,False,False,0.09959195098639413,False,0.0,False,0.03970834328897993,Voting,Voting,False,0.09959195098639413
2,28,173,1,2,True,False,0.11210602204726618,False,0.0,False,0.05019370184104794,Voting,Voting,False,0.11210602204726618
0,1,1,0,1,False,False,0.06559571221635163,False,0.0,False,0.03931473308922497,Voting,Voting,False,0.06559571221635163
3,21,205,1,3,False,False,0.10504293791709604,False,0.0,False,0.2351330692729411,Voting,Voting,False,0.10504293791709604
2,14,77,0,1,False,False,0.08326892518858979,False,0.2,False,0.2335096151667443,Voting,Voting,False,0.08326892518858979
3,59,518,14,3,False,True,0.9275113341284896,False,0.5,True,0.5412640109682366,RandomForest,RandomForest,False,0.5
5,18,104,0,4,False,False,0.09994627442435483,False,0.0,False,0.3290390563688289,Voting,Voting,False,0.09994627442435483
19,114,811,0,5,True,True,0.5155552456763085,False,0.3,False,0.41270185224198974,Voting,Voting,True,0.5155552456763085
48,180,2215,8,4,False,True,0.9926483733123068,False,0.5,False,0.3905847257529824,Voting,Voting,True,0.9926483733123068
8,37,336,0,4,False,False,0.13330572231430465,False,0.0,False,0.04866521017862934,Voting,Voting,False,0.13330572231430465
2,46,490,0,20,False,False,0.2532875691969496,False,0.0,False,0.30552846545686524,Voting,Voting,False,0.2532875691969496
31,142,1303,8,8,False,True,0.9852633939364072,True,1.0,True,0.7727564958343216,Voting,Voting,True,0.9852633939364072
3,25,466,0,1,False,False,0.09071377581956293,False,0.1,False,0.04422141630764824,Voting,Voting,False,0.09071377581956293
18,14,14,0,1,False,False,0.11518834541245287,False,0.0,False,0.03428096064077471,Voting,Voting,False,0.11518834541245287
2,37,259,0,12,False,False,0.15061218574061305,False,0.0,False,0.03819739088703334,Voting,Voting,False,0.15061218574061305
2,74,772,1,6,False,False,0.21583876054284426,False,0.0,False,0.30741424653065313,Voting,Voting,False,0.21583876054284426
6,13,34,1,1,False,False,0.09730034938755423,False,0.0,False,0.1382444971087045,Voting,Voting,False,0.09730034938755423
7,60,522,1,11,False,False,0.21747361183563865,False,0.5,False,0.4183920802422644,Voting,Voting,False,0.21747361183563865
30,118,1756,0,11,False,True,0.6055880711378051,False,0.4,False,0.3325588172713295,Voting,Voting,True,0.6055880711378051
1,1,1,0,1,False,False,0.06703317792495038,False,0.0,False,0.029077015962966343,Voting,Voting,False,0.06703317792495038
1,63,223,0,2,False,False,0.17414197616737584,False,0.0,False,0.0282995241655036,Voting,Voting,False,0.17414197616737584
3,63,912,0,3,False,False,0.1627151416880278,False,0.1,False,0.21915584096240884,Voting,Voting,False,0.1627151416880278
0,21,60,0,1,False,False,0.09297332613046703,False,0.0,False,0.020023844068189082,Voting,Voting,False,0.09297332613046703
30,5,5,0,1,False,False,0.15037148963677033,False,0.0,False,0.030247998876670887,Voting,Voting,False,0.15037148963677033
0,2,4,0,1,False,False,0.06701940291192139,False,0.0,False,0.028626189251077832,Voting,Voting,False,0.06701940291192139
12,35,245,2,1,True,False,0.1528652883752951,False,0.2,False,0.3766368557998611,Voting,Voting,False,0.1528652883752951
2,10,39,0,1,False,False,0.07946603668313934,False,0.0,False,0.036749748236677406,Voting,Voting,False,0.07946603668313934
2,7,17,0,0,False,False,0.07406054050430026,False,0.0,False,0.1092079912513108,Voting,Voting,False,0.07406054050430026
13,55,724,2,11,False,False,0.25411264007613354,True,0.9,True,0.5706612374507333,Voting,Voting,False,0.25411264007613354
3,15,108,0,2,False,False,0.08822381663360711,False,0.5,False,0.42871580301195455,Voting,Voting,False,0.08822381663360711
2,9,91,1,5,False,False,0.09129878877664624,False,0.0,False,0.10851577007277552,Voting,Voting,False,0.09129878877664624
3,20,146,0,3,False,False,0.0972242159353471,False,0.1,False,0.07482888566392823,Voting,Voting,False,0.0972242159353471
3,2,2,0,1,False,False,0.07078710428280942,False,0.0,False,0.012035984950920878,Voting,Voting,False,0.07078710428280942
3,15,135,0,1,False,False,0.08532121874754972,False,0.3,False,0.12686980438385745,Voting,Voting,False,0.08532121874754972
5,5,24,0,1,False,False,0.07690030288053902,False,0.0,False,0.027072780568229718,Voting,Voting,False,0.07690030288053902
5,15,102,2,6,False,False,0.11771215858478278,False,0.1,False,0.29340005398401564,Voting,Voting,False,0.11771215858478278
26,113,2141,0,19,False,True,0.5968124571949681,False,0.3,False,0.3708971359743249,Voting,Voting,True,0.5968124571949681
10,194,3271,3,16,True,True,0.9768690707551126,True,0.8,True,0.6354776697215007,Voting,Voting,True,0.9768690707551126
5,21,129,0,1,False,False,0.0983410149353731,False,0.0,False,0.017333219318680374,Voting,Voting,False,0.0983410149353731
2,16,103,0,1,False,False,0.08646130713582682,False,0.0,False,0.15878355772015934,Voting,Voting,False,0.08646130713582682
12,81,675,5,3,False,False,0.4726883257816902,False,0.2,False,0.30159201762115884,Voting,Voting,False,0.4726883257816902
0,2,14,0,0,False,False,0.3984443389880993,True,1.0,True,0.9282448693353164,Voting,Voting,False,0.3984443389880993
0,43,289,0,6,False,False,0.13763033490601434,False,0.0,False,0.012361303017551374,Voting,Voting,False,0.13763033490601434
51,29,401,2,7,False,True,0.5407342072066273,True,0.7,True,0.5463365383288314,Voting,Voting,True,0.5407342072066273
2,34,115,1,1,False,False,0.12550653917691432,False,0.2,False,0.18760927032463165,Voting,Voting,False,0.12550653917691432
3,10,59,0,1,False,False,0.08022171217265663,False,0.3,False,0.3678767145729372,Voting,Voting,False,0.08022171217265663
2,28,257,1,1,False,False,0.10871900200220873,False,0.2,False,0.3782133873595127,Voting,Voting,False,0.10871900200220873
4,6,25,0,1,False,False,0.07690026970384742,False,0.0,False,0.029636954294775593,Voting,Voting,False,0.07690026970384742
1,0,0,0,0,False,False,0.06419261190244235,False,0.0,False,0.06483632032356,Voting,Voting,False,0.06419261190244235
1,11,308,0,28,False,False,0.38425349302228495,False,0.0,False,0.29765547114847035,Voting,Voting,False,0.38425349302228495
4,2,2,0,1,False,False,0.07208649807418373,False,0.0,False,0.014151263529163696,Voting,Voting,False,0.07208649807418373
5,44,434,0,28,False,False,0.4809608894258095,False,0.0,False,0.1775884144841564,Voting,Voting,False,0.4809608894258095
8,121,398,2,1,False,False,0.46086689855912394,False,0.2,False,0.4148762178679112,Voting,Voting,False,0.46086689855912394
0,2,2,0,1,False,False,0.06707561599697305,False,0.0,False,0.02852404104928666,Voting,Voting,False,0.06707561599697305
4,5,19,0,0,False,False,0.07388904776355973,False,0.3,False,0.2869006346224468,Voting,Voting,False,0.07388904776355973
20,133,1008,2,4,False,True,0.6195568340143985,True,0.8,True,0.5661474214786844,Voting,Voting,True,0.6195568340143985
19,44,410,0,1,False,False,0.4978109366143191,True,0.6,False,0.4084241947565407,Voting,Voting,False,0.4978109366143191
4,20,93,0,1,False,False,0.4296558788029941,False,0.0,False,0.02015219272405984,Voting,Voting,False,0.4296558788029941
0,1,1,0,1,False,False,0.06584290488495885,False,0.0,False,0.021558565436087026,Voting,Voting,False,0.06584290488495885
9,13,105,0,2,False,False,0.09457635768943314,False,0.4,False,0.30147874418293963,Voting,Voting,False,0.09457635768943314
3,10,43,0,1,False,False,0.08072951750825376,False,0.0,False,0.03859517483477366,Voting,Voting,False,0.08072951750825376
6,19,87,0,1,False,False,0.09807621556542068,False,0.3,False,0.1351816622885847,Voting,Voting,False,0.09807621556542068
4,19,57,0,1,False,False,0.0959255471365565,False,0.0,False,0.035190668377088764,Voting,Voting,False,0.0959255471365565
22,41,378,1,5,False,True,0.5293580704027705,True,0.6,True,0.5900607914971089,Voting,Voting,True,0.5293580704027705
2,7,33,4,1,False,False,0.11408175797439107,False,0.0,False,0.043609022337866434,Voting,Voting,False,0.11408175797439107
8,19,149,1,4,False,False,0.11412566264121232,False,0.1,False,0.2342700642426397,Voting,Voting,False,0.11412566264121232
0,4,6,0,1,False,False,0.06954458459118701,False,0.0,False,0.02226923095867985,Voting,Voting,False,0.06954458459118701
