rfc,moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
25,2,False,False,0.1802989387535697,False,0.0,False,0.1250460968101267,Voting,Voting,False,0.1802989387535697
65,4,False,False,0.3373496194322065,False,0.1,False,0.12291459822221225,Voting,Voting,False,0.3373496194322065
10,0,False,False,0.1502016338092905,False,0.0,False,0.4885612845395793,Voting,Voting,False,0.1502016338092905
9,0,False,False,0.1495848245096124,False,0.17373015873015876,False,0.06623854196854942,Voting,Voting,False,0.1495848245096124
26,1,False,False,0.1664232156528444,False,0.0,False,0.176637077387384,Voting,Voting,False,0.1664232156528444
87,0,False,False,0.2401594333942736,False,0.0,False,0.07520272154531657,Voting,Voting,False,0.2401594333942736
1,0,False,False,0.145132165390621,False,0.0,False,0.024972966317295744,Voting,Voting,False,0.145132165390621
21,0,False,False,0.1911516452683256,False,0.16350732600732598,False,0.05669527005549582,Voting,Voting,False,0.1911516452683256
4,0,False,False,0.4512259804288493,True,0.9225745030446908,True,0.5129013564297074,Voting,Voting,False,0.4512259804288493
30,3,False,False,0.21752364274854027,False,0.0,False,0.09870639609542152,Voting,Voting,False,0.21752364274854027
4,0,False,False,0.4512259804288493,True,0.9225745030446908,True,0.5129013564297074,Voting,Voting,False,0.4512259804288493
29,0,False,False,0.1642853158053682,False,0.0,False,0.183015704384512,Voting,Voting,False,0.1642853158053682
23,0,False,False,0.1593626492520649,False,0.0,False,0.05669527005549582,Voting,Voting,False,0.1593626492520649
51,0,False,False,0.1862162709752397,True,0.7,True,0.5032299526966139,Voting,Voting,False,0.1862162709752397
39,0,False,False,0.17346836956713027,False,0.2791666666666667,True,0.5024488779869833,Voting,Voting,False,0.17346836956713027
17,0,False,False,0.1548753020539728,False,0.0,False,0.4877461449841785,Voting,Voting,False,0.1548753020539728
13,0,False,False,0.19974819685210304,False,0.15818181818181815,False,0.037963749196526786,Voting,Voting,False,0.19974819685210304
34,2,False,False,0.1884310251869329,False,0.0,False,0.11674549902548595,Voting,Voting,False,0.1884310251869329
29,0,False,False,0.1642853158053682,False,0.0,False,0.183015704384512,Voting,Voting,False,0.1642853158053682
7,0,False,False,0.14839047572822844,False,0.0,False,0.08383616207806034,Voting,Voting,False,0.14839047572822844
180,1,False,True,0.5439711666246382,False,0.0,False,0.04188941037048473,Voting,Voting,True,0.5439711666246382
2,0,False,False,0.15602385084075046,False,0.0,False,0.07056932057208283,Voting,Voting,False,0.15602385084075046
33,0,False,False,0.18585882716206634,True,0.6219191919191918,False,0.1531996247120005,Voting,Voting,False,0.18585882716206634
13,4,False,False,0.2052310916116952,False,0.0,False,0.20161566694036928,Voting,Voting,False,0.2052310916116952
21,0,False,False,0.24699399612636705,False,0.0,False,0.10655285151122636,Voting,Voting,False,0.24699399612636705
64,0,False,False,0.22732778314422664,False,0.0,True,0.5017692393291779,Voting,Voting,False,0.22732778314422664
4,0,True,False,0.4538771822604633,True,0.8891375105468488,True,0.5105524923832904,Voting,Voting,False,0.4538771822604633
21,0,False,False,0.24699399612636705,False,0.0,False,0.10655285151122636,Voting,Voting,False,0.24699399612636705
64,0,False,False,0.22732778314422664,False,0.0,True,0.5017692393291779,Voting,Voting,False,0.22732778314422664
66,3,False,False,0.24236217727680506,False,0.1,False,0.02276778644989417,Voting,Voting,False,0.24236217727680506
56,1,False,False,0.2088757925339008,False,0.0,False,0.10062322342867826,Voting,Voting,False,0.2088757925339008
19,0,False,False,0.28203987265029,True,0.5238095238095237,False,0.2273791724853727,Voting,Voting,False,0.28203987265029
85,1,False,False,0.25751234415890634,False,0.125,False,0.04523053639428967,Voting,Voting,False,0.25751234415890634
19,0,False,False,0.28203987265029,True,0.5238095238095237,False,0.2273791724853727,Voting,Voting,False,0.28203987265029
23,1,False,False,0.1686021009188969,False,0.0,False,0.08170094597275736,Voting,Voting,False,0.1686021009188969
33,1,False,False,0.17935166170082986,False,0.06363636363636363,False,0.1108148762605978,Voting,Voting,False,0.17935166170082986
31,0,False,False,0.3502521360896911,False,0.01,False,0.29226475344712904,Voting,Voting,False,0.3502521360896911
21,0,False,False,0.24699399612636705,False,0.0,False,0.10655285151122636,Voting,Voting,False,0.24699399612636705
12,0,False,False,0.1643437910659435,False,0.02875,False,0.10046860414667694,Voting,Voting,False,0.1643437910659435
57,2,False,False,0.21231375439240696,False,0.0,False,0.11693447762774885,Voting,Voting,False,0.21231375439240696
96,2,False,True,0.6201845046720301,False,0.2866666666666667,True,0.7933551452339073,RandomForest,RandomForest,False,0.2866666666666667
72,4,False,False,0.29026127219959136,False,0.0,False,0.1910663900961201,Voting,Voting,False,0.29026127219959136
6,0,False,False,0.15919245747497732,False,0.13239010989010988,False,0.4857232887960811,Voting,Voting,False,0.15919245747497732
115,4,True,True,0.7380537422845693,True,1.0,True,0.8877827259299461,Voting,Voting,True,0.7380537422845693
6,0,False,False,0.15919245747497732,False,0.13239010989010988,False,0.4857232887960811,Voting,Voting,False,0.15919245747497732
40,1,False,False,0.18761532196127728,False,0.0,False,0.0771579670103595,Voting,Voting,False,0.18761532196127728
6,0,False,False,0.15919245747497732,False,0.13239010989010988,False,0.4857232887960811,Voting,Voting,False,0.15919245747497732
67,1,False,False,0.2256000956825576,True,0.55,False,0.2146034412826897,Voting,Voting,False,0.2256000956825576
20,0,False,False,0.3052516738103582,False,0.2469047619047619,False,0.4923325511180122,Voting,Voting,False,0.3052516738103582
20,0,False,False,0.3052516738103582,False,0.2469047619047619,False,0.4923325511180122,Voting,Voting,False,0.3052516738103582
4,1,False,False,0.4479930311347999,False,0.3607005265904667,False,0.34887314961708626,Voting,Voting,False,0.4479930311347999
13,0,False,False,0.2128663259255041,False,0.0,False,0.4913406798038032,Voting,Voting,False,0.2128663259255041
57,0,False,False,0.4946509675053521,True,0.9067307692307692,True,0.5136153827573539,Voting,Voting,False,0.4946509675053521
60,0,False,True,0.5546013594653624,True,1.0,True,0.8391474874609516,Voting,Voting,True,0.5546013594653624
50,0,False,False,0.4293118604043456,True,0.9,True,0.7992851554975091,Voting,Voting,False,0.4293118604043456
6,0,False,False,0.15919245747497732,False,0.13239010989010988,False,0.4857232887960811,Voting,Voting,False,0.15919245747497732
29,2,False,False,0.17610475781777055,False,0.0,False,0.1335077921262568,Voting,Voting,False,0.17610475781777055
14,0,False,False,0.16616332172181034,False,0.0,False,0.4913299364461344,Voting,Voting,False,0.16616332172181034
2,0,False,False,0.15602385084075046,False,0.0,False,0.07056932057208283,Voting,Voting,False,0.15602385084075046
87,1,False,False,0.2614708018747417,False,0.125,False,0.04645905256869187,Voting,Voting,False,0.2614708018747417
6,0,False,False,0.15919245747497732,False,0.13239010989010988,False,0.4857232887960811,Voting,Voting,False,0.15919245747497732
20,0,False,False,0.3052516738103582,False,0.2469047619047619,False,0.4923325511180122,Voting,Voting,False,0.3052516738103582
29,1,False,False,0.17490295222098992,False,0.0,False,0.11229537660436564,Voting,Voting,False,0.17490295222098992
25,0,False,False,0.17704517333452727,False,0.29660173160173164,False,0.4871880387752063,Voting,Voting,False,0.17704517333452727
47,3,False,False,0.21141832687656506,False,0.0,False,0.08758709570649434,Voting,Voting,False,0.21141832687656506
11,1,False,False,0.15736804175902575,False,0.0,False,0.16574031486027924,Voting,Voting,False,0.15736804175902575
17,0,False,False,0.24305994655688384,False,0.12857142857142856,False,0.08875818828410134,Voting,Voting,False,0.24305994655688384
28,0,False,False,0.3469294312986188,False,0.016666666666666666,True,0.5008657535007318,Voting,Voting,False,0.3469294312986188
15,0,False,False,0.1670918271438766,False,0.05928571428571429,False,0.4996361842478501,Voting,Voting,False,0.1670918271438766
18,0,False,False,0.2815003683119534,False,0.0,False,0.4962925203249746,Voting,Voting,False,0.2815003683119534
52,1,False,False,0.3176881503726509,False,0.0,False,0.08469593678241426,Voting,Voting,False,0.3176881503726509
21,0,False,False,0.28418596993918205,False,0.0,False,0.4854058008263696,Voting,Voting,False,0.28418596993918205
2,0,False,False,0.2681871525880431,False,0.0,False,0.0444981199518664,Voting,Voting,False,0.2681871525880431
85,2,False,True,0.6984716473553809,True,0.9,True,0.9577762209001076,Voting,Voting,True,0.6984716473553809
47,0,False,False,0.476615931689593,False,0.13333333333333333,False,0.31210358763788265,Voting,Voting,False,0.476615931689593
