max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,False,False,0.3318612923546441,True,0.535127541223407,False,0.4986519551522482,Voting,Voting,False,0.3318612923546441
1,True,False,0.3109037431609884,False,0.4196320289000486,False,0.4986883539621328,Voting,Voting,False,0.3109037431609884
2,False,False,0.25293224744278864,False,0.27343102073365233,False,0.018825438587488467,Voting,Voting,False,0.25293224744278864
1,False,False,0.3488457559961488,False,0.4953822204078625,False,0.4985991760694275,Voting,Voting,False,0.3488457559961488
2,False,False,0.1858653749993412,False,0.1897950451083444,False,0.4917136896886901,Voting,Voting,False,0.1858653749993412
1,False,False,0.3311020826279818,False,0.44205490038838297,False,0.4991487911254479,Voting,Voting,False,0.3311020826279818
2,False,False,0.23332262781014626,False,0.131513455584663,False,0.4888138892912062,Voting,Voting,False,0.23332262781014626
2,False,False,0.2477485859174305,False,0.18579403538684736,False,0.4794708688389304,Voting,Voting,False,0.2477485859174305
3,False,False,0.4248946065301267,True,0.6435606060606059,True,0.503669541412931,Voting,Voting,False,0.4248946065301267
16,True,True,0.9871610261919364,True,1.0,True,0.9655285883828404,Voting,Voting,True,0.9871610261919364
2,False,False,0.1902805412599681,False,0.08694932518461931,False,0.4920735978054423,Voting,Voting,False,0.1902805412599681
4,False,True,0.6746509583878081,True,0.9292307692307692,True,0.8946370050444269,Voting,Voting,True,0.6746509583878081
1,False,False,0.3945493563475468,False,0.496893914595027,True,0.5003849936150773,Voting,Voting,False,0.3945493563475468
3,False,False,0.4317457914179886,True,0.5349028749028749,True,0.5015679952768077,Voting,Voting,False,0.4317457914179886
0,False,False,0.18997337407049253,False,0.2753484441989532,False,0.14073553853698,Voting,Voting,False,0.18997337407049253
5,True,False,0.4626699590020554,False,0.0,False,0.10455203542750142,Voting,Voting,False,0.4626699590020554
2,False,False,0.19561962552088089,False,0.1877343448069657,False,0.4817780114534362,Voting,Voting,False,0.19561962552088089
6,False,True,0.5545178874287803,False,0.1,False,0.1821537348910852,Voting,Voting,True,0.5545178874287803
1,False,False,0.3158092133252057,False,0.4117474352912397,False,0.4998221993022848,Voting,Voting,False,0.3158092133252057
1,False,False,0.3234878472594817,True,0.5112343503468891,True,0.500078684073873,Voting,Voting,False,0.3234878472594817
1,False,False,0.3382367459184301,False,0.45301921146435,False,0.4986865815350735,Voting,Voting,False,0.3382367459184301
1,False,False,0.3092217547079589,True,0.5131343726543619,True,0.5000564729373524,Voting,Voting,False,0.3092217547079589
1,False,False,0.3145116524475043,False,0.4642427242978144,False,0.498817944771719,Voting,Voting,False,0.3145116524475043
1,False,False,0.3176404525826603,True,0.5089437973816248,False,0.4997545069404151,Voting,Voting,False,0.3176404525826603
1,False,False,0.3041497060753828,True,0.5409020342122132,True,0.5002475422293117,Voting,Voting,False,0.3041497060753828
1,False,False,0.3279672057389347,False,0.4776003525271674,False,0.49732043393986003,Voting,Voting,False,0.3279672057389347
1,True,False,0.3372736050629561,False,0.38486669330642587,False,0.4987257396112088,Voting,Voting,False,0.3372736050629561
1,False,False,0.3702780609670756,True,0.5558036229442775,False,0.49875735318187103,Voting,Voting,False,0.3702780609670756
1,True,False,0.32078038656962315,False,0.4555958121486457,False,0.4990247204557279,Voting,Voting,False,0.32078038656962315
1,False,False,0.3455780696455233,True,0.5106325473875385,True,0.500084706124921,Voting,Voting,False,0.3455780696455233
3,True,False,0.3234221972160041,False,0.15333333333333332,False,0.4972475148985566,Voting,Voting,False,0.3234221972160041
1,False,False,0.3200596120494523,False,0.4559192234405217,False,0.4994753290507546,Voting,Voting,False,0.3200596120494523
2,False,False,0.2151979592143428,False,0.08307650682650683,False,0.4913929873778674,Voting,Voting,False,0.2151979592143428
3,False,False,0.4644587400750375,True,0.5827435064935065,True,0.503090452965849,Voting,Voting,False,0.4644587400750375
14,True,True,0.9720748008957992,True,1.0,True,0.9608349614489924,Voting,Voting,True,0.9720748008957992
1,True,False,0.3357572587239889,False,0.4197590979619351,False,0.4970038485168207,Voting,Voting,False,0.3357572587239889
2,False,False,0.2489161904321883,False,0.0,False,0.480298999001069,Voting,Voting,False,0.2489161904321883
1,False,False,0.32201490731686205,True,0.5293344594721072,False,0.4981766992666253,Voting,Voting,False,0.32201490731686205
6,False,True,0.5553780060303944,False,0.2,False,0.1852993031661001,Voting,Voting,True,0.5553780060303944
1,False,False,0.3732129608366061,True,0.5087409396750073,True,0.5002278608461798,Voting,Voting,False,0.3732129608366061
