lcom,ce,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
21,3,174,0,19,False,False,0.03429736298913006,False,0.1,False,0.11450731826730215,Voting,Voting,False,0.03429736298913006
10,5,5,0,1,False,False,0.023936868592441363,False,0.0,False,0.16145213394278352,Voting,Voting,False,0.023936868592441363
0,3,78,0,3,False,False,0.026434058628180518,False,0.0,False,0.01850160651132361,Voting,Voting,False,0.026434058628180518
16,2,112,1,2,False,False,0.026628339951815568,False,0.0,False,0.058204562320928285,Voting,Voting,False,0.026628339951815568
9,0,91,5,1,False,False,0.030004227675290582,False,0.0,False,0.056010034936106685,Voting,Voting,False,0.030004227675290582
68,15,365,7,4,False,False,0.3193965242256676,False,0.2,False,0.1973564618406464,Voting,Voting,False,0.3193965242256676
1,11,243,1,4,False,False,0.0518147428967775,False,0.0,False,0.3551783062734982,Voting,Voting,False,0.0518147428967775
6,1,79,5,1,False,False,0.029578171792537463,False,0.0,False,0.09337326336618383,Voting,Voting,False,0.029578171792537463
21,1,109,1,7,False,False,0.19714998619968468,False,0.35,False,0.4986042214432456,Voting,Voting,False,0.19714998619968468
0,0,7,0,0,False,False,0.019212703694161733,False,0.05,False,0.08066643641196536,Voting,Voting,False,0.019212703694161733
1,0,2,0,1,False,False,0.020067550677991576,False,0.0,False,0.011429647630862207,Voting,Voting,False,0.020067550677991576
91,7,54,0,1,False,False,0.03639428922288083,False,0.0,False,0.004746687053177042,Voting,Voting,False,0.03639428922288083
0,4,254,1,3,True,False,0.037499251021502776,False,0.0,False,0.06530372646570214,Voting,Voting,False,0.037499251021502776
55,5,11,0,1,False,False,0.3613631032528261,True,0.8,True,0.7286606813714251,Voting,Voting,False,0.3613631032528261
11,5,39,2,1,False,False,0.1909398515145232,False,0.0,False,0.14749347851949673,Voting,Voting,False,0.1909398515145232
78,8,49,0,1,False,False,0.10222521366697968,False,0.1829004329004329,False,0.4884429574227173,Voting,Voting,False,0.10222521366697968
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.11406082544543758,Voting,Voting,False,0.022932627206399832
16,15,354,5,4,False,False,0.19930114091581808,False,0.0,False,0.1302120062525426,Voting,Voting,False,0.19930114091581808
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.11406082544543758,Voting,Voting,False,0.022932627206399832
10,16,495,3,3,False,True,0.5717182776961344,True,0.6,True,0.7307353126777542,Voting,Voting,True,0.5717182776961344
1,0,45,0,4,False,False,0.02430930072933237,False,0.0,False,0.045731214048183984,Voting,Voting,False,0.02430930072933237
182,31,495,4,2,False,False,0.4460269226532188,False,0.1,False,0.14405101117586533,Voting,Voting,False,0.4460269226532188
8,0,26,0,1,False,False,0.02116876094169656,False,0.0,False,0.05912525103168845,Voting,Voting,False,0.02116876094169656
0,14,402,0,17,False,False,0.060334288988456025,False,0.0,False,0.1533827032127808,Voting,Voting,False,0.060334288988456025
1,4,29,0,1,False,False,0.023310336948201543,False,0.2,False,0.3174916207616804,Voting,Voting,False,0.023310336948201543
1,3,26,1,0,False,False,0.02087102401819685,False,0.0,False,0.09725750783561164,Voting,Voting,False,0.02087102401819685
78,8,49,0,1,False,False,0.10222521366697968,False,0.1829004329004329,False,0.4884429574227173,Voting,Voting,False,0.10222521366697968
0,0,23,0,1,False,False,0.020579818088537268,False,0.0,False,0.03714779575629697,Voting,Voting,False,0.020579818088537268
3,7,54,0,2,False,False,0.028065000352752497,False,0.0,False,0.0204263095886257,Voting,Voting,False,0.028065000352752497
78,9,57,0,1,False,False,0.03730476952177442,False,0.14285714285714285,False,0.1579299255769808,Voting,Voting,False,0.03730476952177442
88,20,367,6,5,False,False,0.35317551701607663,False,0.1,False,0.3103241024825013,Voting,Voting,False,0.35317551701607663
10,0,75,0,2,True,False,0.02394257103577317,False,0.0,False,0.011312177091495044,Voting,Voting,False,0.02394257103577317
78,8,49,0,1,False,False,0.10222521366697968,False,0.1829004329004329,False,0.4884429574227173,Voting,Voting,False,0.10222521366697968
0,0,77,0,0,False,False,0.021213896936499586,False,0.0,False,0.15988691393777096,Voting,Voting,False,0.021213896936499586
3,1,16,0,0,False,False,0.020177134913135216,False,0.0,False,0.036937943220352994,Voting,Voting,False,0.020177134913135216
21,7,73,0,2,False,False,0.030445243187748064,False,0.0,False,0.0063400417245421115,Voting,Voting,False,0.030445243187748064
260,4,443,3,8,False,True,0.7145344418052844,True,0.8,True,0.8023879915350866,Voting,RandomForest,True,0.8
3,7,67,0,3,False,False,0.029889890641754444,False,0.0,False,0.02995708745472913,Voting,Voting,False,0.029889890641754444
4,9,223,0,5,False,False,0.0462680893593545,False,0.1,False,0.2586763882036246,Voting,Voting,False,0.0462680893593545
3,7,63,0,2,False,False,0.028428302769145274,False,0.0,False,0.013254244236713952,Voting,Voting,False,0.028428302769145274
55,5,11,0,1,False,False,0.3613631032528261,True,0.8,True,0.7286606813714251,Voting,Voting,False,0.3613631032528261
0,0,38,0,0,True,False,0.020053937172979368,False,0.0,False,0.28888299311483834,Voting,Voting,False,0.020053937172979368
31,0,64,0,1,False,False,0.02404134130066564,False,0.0,False,0.02152895037680819,Voting,Voting,False,0.02404134130066564
11,1,129,6,3,True,False,0.05921379605657508,False,0.0,False,0.11485721312824265,Voting,Voting,False,0.05921379605657508
95,5,235,3,7,False,False,0.06823081661031677,False,0.05,False,0.1817621233143,Voting,Voting,False,0.06823081661031677
78,8,49,0,1,False,False,0.07899591439118449,False,0.1235822510822511,False,0.4850397368241279,Voting,Voting,False,0.07899591439118449
3,6,46,0,1,False,False,0.025696692141257253,False,0.2,False,0.1689606966360018,Voting,Voting,False,0.025696692141257253
9,13,366,4,4,False,False,0.15493705986889936,False,0.05,False,0.35013930432118084,Voting,Voting,False,0.15493705986889936
51,17,350,1,3,True,False,0.4605639214645649,True,0.6,True,0.7269995508608124,Voting,AdaBoost,True,0.6381876743953965
492,6,441,2,7,True,True,0.6101798644832473,False,0.4166666666666667,True,0.5021607841128383,Voting,Voting,True,0.6101798644832473
0,0,164,0,13,True,False,0.02741410264085669,False,0.0,False,0.06564626165255026,Voting,Voting,False,0.02741410264085669
276,13,189,0,1,False,False,0.2343432798442981,False,0.0,False,0.07976880068346606,Voting,Voting,False,0.2343432798442981
0,5,68,1,3,False,False,0.0295302622753883,False,0.2,False,0.3365058094819041,Voting,Voting,False,0.0295302622753883
1,4,30,0,2,False,False,0.025110122691965053,False,0.0,False,0.08296763497355579,Voting,Voting,False,0.025110122691965053
11,1,141,7,3,False,False,0.10393162197787366,False,0.05,False,0.15003928975651934,Voting,Voting,False,0.10393162197787366
3,7,52,0,2,False,False,0.02759385816323495,False,0.0,False,0.038785005647807035,Voting,Voting,False,0.02759385816323495
1,4,76,0,5,False,False,0.030037741346300963,False,0.0,False,0.032020591246115206,Voting,Voting,False,0.030037741346300963
10,1,5,0,1,False,False,0.02261017871414761,False,0.0,False,0.07740753512120592,Voting,Voting,False,0.02261017871414761
78,9,81,0,1,True,False,0.034332045254533435,False,0.0,False,0.07639782385384802,Voting,Voting,False,0.034332045254533435
2,7,91,1,1,False,False,0.029422389791478376,False,0.16666666666666666,False,0.2985293690045679,Voting,Voting,False,0.029422389791478376
3,7,103,0,5,False,False,0.03369959519075622,False,0.0,False,0.0928848727264209,Voting,Voting,False,0.03369959519075622
6,3,4,0,1,False,False,0.022773961584489747,False,0.0,False,0.04444291114923606,Voting,Voting,False,0.022773961584489747
1,8,59,0,1,False,False,0.027217952582957932,False,0.0,False,0.06643126034672002,Voting,Voting,False,0.027217952582957932
0,5,94,0,1,False,False,0.028108995075147192,False,0.0,False,0.07185176979450741,Voting,Voting,False,0.028108995075147192
15,2,6,0,1,False,False,0.023024737810823863,False,0.0,False,0.1376262709110842,Voting,Voting,False,0.023024737810823863
10,2,5,0,1,False,False,0.022775411422008826,False,0.0,False,0.09070193024732597,Voting,Voting,False,0.022775411422008826
0,0,22,0,1,False,False,0.022923907941698518,False,0.0,False,0.08381352688139758,Voting,Voting,False,0.022923907941698518
11,1,81,2,3,False,False,0.031316274940440966,False,0.0,False,0.0023890150649450177,Voting,Voting,False,0.031316274940440966
0,1,1,0,1,False,False,0.02205361465081207,False,0.0,False,0.0023302705201842127,Voting,Voting,False,0.02205361465081207
3,0,90,0,6,False,False,0.03013808472678191,False,0.0,False,0.008082384316316006,Voting,Voting,False,0.03013808472678191
66,12,110,0,1,True,False,0.3716465581966655,True,0.7,True,0.6818504735820256,Voting,Voting,False,0.3716465581966655
36,10,77,0,1,False,False,0.03141932216449388,False,0.0,False,0.055157275314144716,Voting,Voting,False,0.03141932216449388
3,7,55,0,2,False,False,0.02777331928407122,False,0.0,False,0.0377787483327954,Voting,Voting,False,0.02777331928407122
457,6,454,2,7,False,True,0.6073844059033021,False,0.4666666666666667,True,0.5019250132205763,RandomForest,RandomForest,False,0.5229537623613209
4,0,90,0,1,False,False,0.026836001650522297,False,0.0,False,0.035201464543416626,Voting,Voting,False,0.026836001650522297
0,0,32,0,0,False,False,0.02255433066951795,False,0.275,True,0.6161190692118984,Voting,Voting,False,0.02255433066951795
6,0,104,0,5,False,False,0.03128737559936734,False,0.0,False,0.02472472856033961,Voting,Voting,False,0.03128737559936734
91,8,86,0,1,False,False,0.03532216279492058,False,0.027272727272727268,False,0.26652962238415234,Voting,Voting,False,0.03532216279492058
40,0,119,0,7,False,False,0.20057981810633976,True,0.6266666666666667,True,0.5005831846177377,Voting,Voting,False,0.20057981810633976
78,9,81,0,1,True,False,0.034332045254533435,False,0.0,False,0.07639782385384802,Voting,Voting,False,0.034332045254533435
18,7,253,0,5,False,False,0.218065250736214,False,0.3,False,0.4879687868691466,Voting,Voting,False,0.218065250736214
0,7,168,1,3,False,False,0.03883545386652723,False,0.0,False,0.1758863555249903,Voting,Voting,False,0.03883545386652723
3,0,35,0,1,False,False,0.02368984693985338,False,0.0,False,0.13682455267561086,Voting,Voting,False,0.02368984693985338
6,3,22,0,1,False,False,0.02365995402992501,False,0.0,False,0.04102036251783229,Voting,Voting,False,0.02365995402992501
13,13,226,1,1,False,False,0.04908435330643287,False,0.0,False,0.153378228523353,Voting,Voting,False,0.04908435330643287
7,17,216,0,5,False,False,0.0736184216651431,False,0.1,False,0.0913435308229142,Voting,Voting,False,0.0736184216651431
36,1,342,0,4,False,False,0.06455647007801811,False,0.0,False,0.07525626987762696,Voting,Voting,False,0.06455647007801811
383,34,684,8,6,True,True,0.8277688496131006,False,0.5,True,0.6749456601297236,Voting,Voting,True,0.8277688496131006
2,10,262,1,6,True,False,0.059593051596158485,False,0.4166666666666667,False,0.4947687582212039,Voting,Voting,False,0.059593051596158485
21,11,80,0,1,False,False,0.03146640227845838,False,0.0,False,0.05268760240289435,Voting,Voting,False,0.03146640227845838
55,2,11,0,1,True,False,0.3585923319705698,True,0.8,True,0.7500795247976791,Voting,Voting,False,0.3585923319705698
11,6,169,0,5,False,False,0.039302238743013695,False,0.0,False,0.049629637230573134,Voting,Voting,False,0.039302238743013695
20,21,252,5,5,False,False,0.2477899059435112,False,0.0,False,0.12512812945244506,Voting,Voting,False,0.2477899059435112
78,8,49,0,1,False,False,0.07899591439118449,False,0.1235822510822511,False,0.4850397368241279,Voting,Voting,False,0.07899591439118449
1,3,91,0,5,False,False,0.030708658559568117,False,0.0,False,0.015277754418213737,Voting,Voting,False,0.030708658559568117
6,5,38,0,1,False,False,0.02503907626575641,False,0.0,False,0.11007086589611234,Voting,Voting,False,0.02503907626575641
3,1,16,0,0,False,False,0.02202687777734813,False,0.0,False,0.09302753894883084,Voting,Voting,False,0.02202687777734813
0,10,234,2,4,False,False,0.057436564337943835,False,0.2,False,0.3266673616161446,Voting,Voting,False,0.057436564337943835
76,2,171,2,7,False,False,0.047838224230077435,False,0.34500000000000003,True,0.5027787335400353,Voting,Voting,False,0.047838224230077435
2,0,99,0,5,False,False,0.030750262681074187,False,0.0,False,0.02744151072069475,Voting,Voting,False,0.030750262681074187
6,0,17,0,1,False,False,0.02290297792513985,False,0.0,False,0.04634280163096561,Voting,Voting,False,0.02290297792513985
1,2,2,0,1,False,False,0.0222963628939887,False,0.0,False,0.024232547614609176,Voting,Voting,False,0.0222963628939887
2,12,179,3,4,False,False,0.06089957355894676,False,0.0,False,0.2411679667756276,Voting,Voting,False,0.06089957355894676
37,1,109,1,7,False,False,0.0342193871684601,False,0.1,False,0.12333128103657286,Voting,Voting,False,0.0342193871684601
18,19,360,0,6,False,False,0.15386984145066335,False,0.0,False,0.12950170659562593,Voting,Voting,False,0.15386984145066335
78,8,49,0,1,False,False,0.07899591439118449,False,0.1235822510822511,False,0.4850397368241279,Voting,Voting,False,0.07899591439118449
1,4,17,0,1,False,False,0.02345906752588296,False,0.0,False,0.05208247004653336,Voting,Voting,False,0.02345906752588296
1,3,11,0,1,False,False,0.02292383250504082,False,0.0,False,0.10754105759224368,Voting,Voting,False,0.02292383250504082
0,1,1,0,1,False,False,0.02205361465081207,False,0.0,False,0.0023302705201842127,Voting,Voting,False,0.02205361465081207
7,12,302,1,2,False,False,0.397613416864594,False,0.15,False,0.3940903306553997,Voting,Voting,False,0.397613416864594
0,1,1,0,1,False,False,0.02205361465081207,False,0.0,False,0.0023302705201842127,Voting,Voting,False,0.02205361465081207
61,8,214,0,5,False,False,0.049268153125890925,False,0.0,False,0.1259263973294633,Voting,Voting,False,0.049268153125890925
0,0,140,0,2,False,False,0.02981071177443453,False,0.0,False,0.02793115206932729,Voting,Voting,False,0.02981071177443453
91,7,54,0,1,False,False,0.03408847795420066,False,0.0,False,0.026066872235554046,Voting,Voting,False,0.03408847795420066
14,1,46,1,1,False,False,0.02578409195035437,False,0.0,False,0.07492977967323171,Voting,Voting,False,0.02578409195035437
88,2,163,2,7,False,False,0.217586164812386,True,0.6333333333333333,True,0.5019061117232296,Voting,Voting,False,0.217586164812386
21,2,7,0,1,False,False,0.02424677662131756,False,0.0,False,0.09196840486815892,Voting,Voting,False,0.02424677662131756
78,8,49,0,1,False,False,0.03273701459276609,False,0.0,False,0.052366843371805936,Voting,Voting,False,0.03273701459276609
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting,Voting,False,0.02371559672894001
3,6,48,0,1,False,False,0.025530214894851692,False,0.3,False,0.27850150211275165,Voting,Voting,False,0.025530214894851692
0,0,13,0,0,True,False,0.022052708099670384,False,0.0,False,0.07873752188271584,Voting,Voting,False,0.022052708099670384
115,31,798,8,13,True,False,0.44555178628921976,False,0.2,False,0.17333668086329942,Voting,Voting,False,0.44555178628921976
0,4,43,0,1,False,False,0.3579870666152634,False,0.15,False,0.34157201311822033,Voting,Voting,False,0.3579870666152634
24,1,343,1,22,False,False,0.04243559858472682,False,0.0,False,0.21305798518400532,Voting,Voting,False,0.04243559858472682
28,1,8,0,1,False,False,0.0246398238664842,False,0.0,False,0.047193690982544716,Voting,Voting,False,0.0246398238664842
0,0,11,0,0,False,False,0.02198347437526085,False,0.0,False,0.13390824881846028,Voting,Voting,False,0.02198347437526085
78,9,57,0,1,False,False,0.033717953757146917,False,0.2,False,0.2195414232791274,Voting,Voting,False,0.033717953757146917
28,10,83,0,3,True,False,0.033722150883248835,False,0.0,False,0.03612680448750803,Voting,Voting,False,0.033722150883248835
21,2,7,0,1,False,False,0.02424677662131756,False,0.0,False,0.09196840486815892,Voting,Voting,False,0.02424677662131756
6,1,4,0,1,False,False,0.023106594836580143,False,0.0,False,0.08861577126966791,Voting,Voting,False,0.023106594836580143
15,8,83,0,2,False,False,0.0299468937132828,False,0.0,False,0.04241485188180995,Voting,Voting,False,0.0299468937132828
1,1,15,0,1,False,False,0.02321485667951716,False,0.0,False,0.05438777153314329,Voting,Voting,False,0.02321485667951716
26,5,200,2,3,False,False,0.04202864879005308,False,0.0,False,0.047190881068486616,Voting,Voting,False,0.04202864879005308
37,10,447,2,9,False,False,0.11193965356130653,False,0.08,False,0.13753570215654942,Voting,Voting,False,0.11193965356130653
15,9,60,0,1,False,False,0.02798122258309673,False,0.0,False,0.06792187618162512,Voting,Voting,False,0.02798122258309673
0,15,178,3,9,False,False,0.3956934585608973,True,0.7,True,0.7972418552870582,Voting,Voting,False,0.3956934585608973
3,6,21,0,1,False,False,0.024457249264729832,False,0.2,False,0.2811946016466728,Voting,Voting,False,0.024457249264729832
2,10,153,1,3,False,False,0.03752045223583953,False,0.0,False,0.198339349448707,Voting,Voting,False,0.03752045223583953
51,1,169,0,7,False,False,0.04038070907892869,False,0.35,False,0.2039978554108906,Voting,Voting,False,0.04038070907892869
10,1,89,0,3,False,False,0.029028643259422032,False,0.028571428571428567,False,0.020380816641400776,Voting,Voting,False,0.029028643259422032
2,10,118,1,1,False,False,0.031406443225750195,False,0.0,False,0.2605857793524844,Voting,Voting,False,0.031406443225750195
13,20,274,1,2,False,False,0.25646005660326104,False,0.0,False,0.17935822988274758,Voting,Voting,False,0.25646005660326104
78,8,49,0,1,True,False,0.03273701459276609,False,0.0,False,0.052366843371805936,Voting,Voting,False,0.03273701459276609
0,0,23,0,1,False,False,0.023378839388981314,False,0.0,False,0.10175925713961667,Voting,Voting,False,0.023378839388981314
83,1,129,1,7,False,False,0.043518317155750864,False,0.3,False,0.1570762814837468,Voting,Voting,False,0.043518317155750864
13,21,157,0,4,False,False,0.07958626066593506,False,0.0,False,0.03471534710621948,Voting,Voting,False,0.07958626066593506
1,4,81,0,2,False,False,0.02744340435136992,False,0.0,False,0.18646113451121984,Voting,Voting,False,0.02744340435136992
0,20,274,1,5,True,False,0.11069835450978724,False,0.0,False,0.070288729729205,Voting,Voting,False,0.11069835450978724
10,1,56,0,1,False,False,0.025346187169799514,False,0.0,False,0.18501347167331847,Voting,Voting,False,0.025346187169799514
270,5,509,3,4,False,False,0.4051993613273033,False,0.025,False,0.059021050473616325,Voting,Voting,False,0.4051993613273033
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting,Voting,False,0.02371559672894001
4,10,223,0,3,False,False,0.04217443614074055,False,0.0,False,0.05555436013078432,Voting,Voting,False,0.04217443614074055
17,0,150,0,3,False,False,0.03295279685454434,False,0.0,False,0.02962477023676566,Voting,Voting,False,0.03295279685454434
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting,Voting,False,0.02371559672894001
36,9,207,0,7,False,False,0.046306247739722806,False,0.0,False,0.06074875923670365,Voting,Voting,False,0.046306247739722806
28,2,8,0,1,False,False,0.024754168462272158,False,0.0,False,0.09668915307578367,Voting,Voting,False,0.024754168462272158
3,7,63,0,3,False,False,0.028869099808862382,False,0.0,False,0.03483947365901986,Voting,Voting,False,0.028869099808862382
1,7,110,0,1,False,False,0.028557613470844418,False,0.0,False,0.08993374652337023,Voting,Voting,False,0.028557613470844418
0,23,291,1,5,True,False,0.16507154272177854,False,0.0,False,0.08427040262499574,Voting,Voting,False,0.16507154272177854
147,14,596,3,8,True,True,0.7039584792411139,False,0.5,True,0.6939395089756418,Voting,Voting,True,0.7039584792411139
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting,Voting,False,0.02371559672894001
3,7,93,0,4,False,False,0.03145016807571989,False,0.0,False,0.02062864039003491,Voting,Voting,False,0.03145016807571989
4,4,128,2,2,False,False,0.03235660862049775,False,0.0,False,0.03594745579085123,Voting,Voting,False,0.03235660862049775
10,1,5,0,1,False,False,0.0233766592388828,False,0.0,False,0.10493473892885877,Voting,Voting,False,0.0233766592388828
41,13,221,6,5,False,False,0.1478372467196889,False,0.0,False,0.06430221692644833,Voting,Voting,False,0.1478372467196889
253,8,23,0,1,False,False,0.11715688160737793,False,0.0,False,0.02005573225485006,Voting,Voting,False,0.11715688160737793
4,8,300,2,5,True,False,0.39353676950613775,True,0.7,True,0.5725024713157334,Voting,Voting,False,0.39353676950613775
1,7,46,0,1,False,False,0.025638547509051642,False,0.0,False,0.058823056008681214,Voting,Voting,False,0.025638547509051642
344,11,564,1,5,True,False,0.44765138704078944,False,0.05,False,0.10596940490018596,Voting,Voting,False,0.44765138704078944
0,3,75,1,4,False,False,0.029883842154100743,False,0.0,False,0.07054045106746168,Voting,Voting,False,0.029883842154100743
15,0,385,0,47,False,False,0.05174395783785022,False,0.0,False,0.07891294775074037,Voting,Voting,False,0.05174395783785022
10,8,135,0,1,False,False,0.030954100541184887,False,0.0,False,0.03192443094797457,Voting,Voting,False,0.030954100541184887
11,1,105,4,3,False,False,0.040079610960186855,False,0.0,False,0.002033742081455355,Voting,Voting,False,0.040079610960186855
78,9,65,0,1,False,False,0.034158024257106734,False,0.2,False,0.2980609371190571,Voting,Voting,False,0.034158024257106734
2,11,247,1,8,True,False,0.3849025510109725,False,0.5,True,0.5948347381740515,AdaBoost,AdaBoost,True,0.5948347381740515
4,17,221,1,4,False,False,0.06724826912271874,False,0.0,False,0.06531772276102735,Voting,Voting,False,0.06724826912271874
118,3,264,1,7,False,False,0.2374063609129715,False,0.45,False,0.4972094006849156,Voting,Voting,False,0.2374063609129715
6,6,148,3,3,False,False,0.03922189945030687,False,0.0,False,0.06985544145949273,Voting,Voting,False,0.03922189945030687
1,7,35,0,1,False,False,0.02599189765129076,False,0.0,False,0.08694076061142525,Voting,Voting,False,0.02599189765129076
1,4,49,0,1,True,False,0.3589358706912871,True,0.8,True,0.7524414439684847,Voting,Voting,False,0.3589358706912871
3,7,103,0,6,False,False,0.034721615531005966,False,0.0,False,0.1451524866076494,Voting,Voting,False,0.034721615531005966
253,10,23,0,1,False,False,0.1263647894539862,False,0.0,False,0.05489146908478251,Voting,Voting,False,0.1263647894539862
3,2,3,0,1,False,False,0.02279890456202931,False,0.03333333333333333,False,0.12065918032445686,Voting,Voting,False,0.02279890456202931
6,1,4,0,1,False,False,0.022776086942125472,False,0.0,False,0.11640267538311692,Voting,Voting,False,0.022776086942125472
1,1,2,0,1,False,False,0.0224555119853638,False,0.0,False,0.0355495361914346,Voting,Voting,False,0.0224555119853638
167,25,464,7,4,True,True,0.7395632560940997,False,0.5,True,0.534432006142003,Voting,Voting,True,0.7395632560940997
11,1,105,4,3,False,False,0.03724512321856863,False,0.0,False,0.00304327194558205,Voting,Voting,False,0.03724512321856863
28,2,8,0,1,False,False,0.02432713592374186,False,0.0,False,0.1309933584900088,Voting,Voting,False,0.02432713592374186
63,1,152,1,7,False,False,0.20801425884884173,False,0.3133333333333333,True,0.5023907648028912,Voting,Voting,False,0.20801425884884173
73,16,309,7,7,False,False,0.2954543539602139,False,0.2,False,0.2079465473655292,Voting,Voting,False,0.2954543539602139
2,13,163,1,1,False,False,0.04043421595990841,False,0.0,False,0.0931415333396846,Voting,Voting,False,0.04043421595990841
3,7,52,0,2,False,False,0.02819401928160667,False,0.0,False,0.06003239258934906,Voting,Voting,False,0.02819401928160667
6,0,4,0,1,False,False,0.022602941771120155,False,0.0,False,0.0928300420321349,Voting,Voting,False,0.022602941771120155
11,1,117,5,3,False,False,0.04642105236133439,False,0.0,False,0.003909508863910436,Voting,Voting,False,0.04642105236133439
36,1,122,1,7,False,False,0.03559212995717224,False,0.0,False,0.25675766393403,Voting,Voting,False,0.03559212995717224
31,7,285,0,7,False,False,0.059441184979646074,False,0.1,False,0.08315934390342168,Voting,Voting,False,0.059441184979646074
126,19,264,8,4,False,True,0.6847203006517045,False,0.175,False,0.33736464761808804,Voting,Voting,True,0.6847203006517045
1,8,56,0,1,False,False,0.027693208989175683,False,0.0,False,0.0961777676935448,Voting,Voting,False,0.027693208989175683
117,8,221,0,7,False,False,0.0688122165490337,False,0.2,False,0.15188990592450144,Voting,Voting,False,0.0688122165490337
0,4,115,0,4,False,False,0.03277010521826529,False,0.0,False,0.008133471886999116,Voting,Voting,False,0.03277010521826529
8,8,220,1,4,False,False,0.0472535811824511,False,0.0,False,0.10586966961224313,Voting,Voting,False,0.0472535811824511
3,1,3,0,1,True,False,0.10592476868543914,False,0.4030555555555555,False,0.4895546488649302,Voting,Voting,False,0.10592476868543914
9,1,79,1,1,False,False,0.02654656373128925,False,0.0,False,0.055731134712175945,Voting,Voting,False,0.02654656373128925
6,1,91,6,1,False,False,0.044792783140821996,False,0.0,False,0.007288627644136519,Voting,Voting,False,0.044792783140821996
7,1,41,1,1,False,False,0.024330604132938215,False,0.0,False,0.09723084972030492,Voting,Voting,False,0.024330604132938215
1,1,9,0,1,False,False,0.022782044327497333,False,0.0,False,0.11026770332046074,Voting,Voting,False,0.022782044327497333
3,7,72,0,3,False,False,0.030573504148716988,False,0.0,False,0.02818075942654476,Voting,Voting,False,0.030573504148716988
2,10,202,1,7,True,False,0.04869655789138174,True,0.7,True,0.6315516100507039,Voting,Voting,False,0.04869655789138174
0,0,45,0,3,False,False,0.026261692626320488,False,0.0,False,0.07504259851441017,Voting,Voting,False,0.026261692626320488
