dit,rfc,lcom,ca,npm,lcom3,loc,dam,cbm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
1,22,0,1,0,0.333333333,163,1.0,0,False,False,0.05603952457941678,False,0.4,False,0.34688166251635066,AdaBoost
1,21,9,2,11,0.25,92,1.0,0,False,False,0.08644730310237253,False,0.1,False,0.15643016833867118,AdaBoost
2,32,114,1,18,0.7894736840000001,357,0.833333333,6,True,True,0.8687531549286963,True,1.0,True,0.9054816461576218,AdaBoost
2,42,0,1,22,0.818181818,423,0.636363636,6,True,True,0.9473355278940088,True,1.0,True,0.8581984203570099,AdaBoost
2,35,169,5,20,0.946778711,316,0.352941176,6,True,True,0.9147606401976576,True,1.0,True,0.9009328871405224,AdaBoost
1,6,0,1,5,0.583333333,43,1.0,0,False,False,0.046938689032131636,False,0.0,False,0.2672502308359596,AdaBoost
1,17,0,1,7,0.5,234,1.0,0,True,False,0.06470298891969657,False,0.2,False,0.4144721045449788,AdaBoost
3,9,10,1,5,1.25,28,0.0,3,True,True,0.6433138523725203,True,1.0,True,0.8529969663573259,AdaBoost
1,6,6,4,1,2.0,15,0.0,0,False,False,0.040586010512345456,False,0.0,False,0.05346628930261402,AdaBoost
3,50,155,6,28,0.975369458,622,0.23809523800000001,6,True,True,0.990836281155718,True,1.0,True,0.7223894729076782,AdaBoost
1,1,0,9,1,2.0,1,0.0,0,False,False,0.03800262612394297,False,0.0,False,0.1035694074091842,AdaBoost
2,18,45,3,8,1.111111111,79,0.0,6,True,True,0.7084811711526573,True,1.0,True,0.9264481442335042,AdaBoost
2,57,196,1,34,0.90931677,744,0.565217391,6,True,True,0.983577047702454,True,1.0,True,0.8751023384896667,AdaBoost
2,25,77,3,11,0.8615384620000001,212,0.8,5,True,True,0.6903943661682352,True,0.9,True,0.7263478924734407,AdaBoost
1,37,66,15,10,1.0909090909999999,494,1.0,0,True,False,0.06934324345850251,False,0.5,True,0.5579746048167461,AdaBoost
2,22,54,2,10,0.981818182,120,0.2,6,True,True,0.7630372302603211,True,1.0,True,0.969149984967648,AdaBoost
2,17,36,1,7,1.125,72,0.0,6,True,True,0.7013501873945931,True,1.0,True,0.9534239805046252,AdaBoost
2,27,6,5,9,0.875,180,0.333333333,5,False,True,0.7235117559272077,True,0.8,True,0.5786269223324649,AdaBoost
2,37,219,2,21,0.8506493509999999,345,0.857142857,5,True,True,0.8652940461101185,True,1.0,True,0.7745615805016098,AdaBoost
2,26,69,4,12,0.7435897440000001,187,0.666666667,6,True,True,0.7907288971548624,True,1.0,True,0.9522071301735291,AdaBoost
2,53,100,2,28,0.75,556,0.8888888890000001,2,True,True,0.9078876263788102,True,1.0,True,0.7699342772989227,AdaBoost
1,4,6,1,4,2.0,4,0.0,0,True,False,0.044843092640798464,False,0.0,False,0.08327227293872072,AdaBoost
1,0,0,0,0,2.0,7,0.0,0,False,False,0.03596248136278035,False,0.0,False,0.13842182645707732,AdaBoost
2,48,38,3,17,0.822916667,419,0.666666667,5,False,True,0.8897000934710672,True,0.8,True,0.6447707274856407,AdaBoost
2,13,36,2,9,1.125,58,0.0,0,True,True,0.5050461018509463,True,1.0,True,0.9228905395148996,AdaBoost
1,20,0,10,9,0.25,294,1.0,1,False,False,0.4371271003403816,False,0.2,False,0.4163605224472083,AdaBoost
1,22,3,1,6,0.75,111,1.0,0,False,False,0.05478500740816724,False,0.2,False,0.4236943660664776,AdaBoost
2,47,175,1,20,0.6309523810000001,475,0.0,5,True,True,0.9218738063131509,True,0.76,True,0.6036627953169935,AdaBoost
2,39,106,2,25,0.7537878790000001,487,0.9090909090000001,0,True,True,0.72720936099702,True,0.8,True,0.7842563988718889,AdaBoost
1,42,325,10,22,1.04,693,0.0,0,False,True,0.6477408785395736,True,0.6,True,0.6520471330172299,AdaBoost
1,12,8,0,7,0.8214285709999999,129,0.083333333,0,True,False,0.1196488301756642,True,0.6,True,0.5117817257325808,AdaBoost
3,6,0,3,5,2.0,37,0.0,0,False,False,0.13488019918308986,False,0.1,False,0.3809206504816372,AdaBoost
2,48,6,1,2,0.916666667,439,0.666666667,1,True,False,0.2319336119135313,False,0.4,True,0.5428421304925677,AdaBoost
1,56,15,50,6,1.2,923,1.0,0,True,False,0.4223189428621718,False,0.5,True,0.5894277642757102,AdaBoost
2,51,228,6,20,0.770833333,419,0.833333333,6,True,True,0.8570058424124731,True,1.0,True,0.9028587905598164,AdaBoost
1,5,3,3,2,2.0,43,0.0,0,False,False,0.05379882330814378,False,0.0,False,0.4944417938150821,AdaBoost
2,18,39,2,9,0.851851852,78,0.333333333,2,True,True,0.5803886271166808,True,0.8,True,0.6529335370028466,AdaBoost
1,10,0,5,3,0.25,78,1.0,0,True,False,0.06109871252551196,False,0.0,False,0.27531426705863754,AdaBoost
1,21,9,2,11,0.25,92,1.0,0,False,False,0.08160437566983451,False,0.1,False,0.1265891976828078,AdaBoost
2,33,32,7,11,1.0340909090000001,320,0.125,5,True,False,0.3969561791861493,False,0.1,False,0.2898704745226396,AdaBoost
1,0,0,0,0,2.0,4,0.0,0,False,False,0.04693643565528242,False,0.2,False,0.1452084851793588,AdaBoost
2,22,46,2,10,0.818181818,127,0.5,6,True,True,0.7120843143411424,True,1.0,True,0.9419149641108508,AdaBoost
1,8,1,0,2,2.0,27,0.0,0,False,False,0.3870039800149386,True,0.6,True,0.7199327099360492,Voting
2,11,4,1,2,0.833333333,108,1.0,1,False,False,0.10644144864509757,False,0.2,False,0.38292537573572905,AdaBoost
2,13,36,2,9,1.125,64,0.0,0,True,True,0.5211936686820143,True,1.0,True,0.8870132522309901,AdaBoost
1,46,123,1,4,0.659090909,668,1.0,0,True,False,0.1609298830865559,True,1.0,True,0.7239813597328207,AdaBoost
3,7,4,4,5,0.5,29,1.0,0,True,False,0.1650319631475982,False,0.0,False,0.0737233144238815,AdaBoost
4,7,4,5,5,0.5,29,1.0,0,True,True,0.5778748716683921,False,0.0,False,0.18446369308071894,Voting
2,40,142,3,18,0.798245614,342,0.833333333,6,True,True,0.7950620030987833,True,1.0,True,0.9766210286101036,AdaBoost
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.7129632388817845,True,1.0,True,0.9421364017259484,AdaBoost
1,4,3,1,3,2.0,7,0.0,0,False,False,0.05251172300569939,False,0.11666666666666665,False,0.29075538793881,AdaBoost
2,39,49,3,13,0.75,369,0.5,6,True,True,0.8166330369617366,True,1.0,True,0.7600892479975845,AdaBoost
2,25,87,2,13,0.8035714290000001,143,0.75,6,True,True,0.6975363110115516,True,1.0,True,0.8907782009970651,AdaBoost
2,21,43,2,9,0.85,117,0.5,6,True,True,0.7021414433718324,True,1.0,True,0.9398440024100424,AdaBoost
2,31,138,2,18,0.8270676690000001,306,0.857142857,6,True,True,0.7575841750397059,True,1.0,True,0.9371019626517828,AdaBoost
2,36,11,1,2,0.8,173,1.0,1,False,False,0.1321621202455372,False,0.2,False,0.17970269379529666,AdaBoost
1,15,4,6,2,0.333333333,55,1.0,0,False,False,0.056293794683699085,False,0.2,False,0.3420673353355256,AdaBoost
1,45,36,1,5,2.0,3581,0.0,0,False,True,0.6625644508883654,True,0.8,True,0.5428835399178592,AdaBoost
2,117,3214,5,93,0.9811945590000001,1478,0.483146067,6,True,True,0.8462349435405608,True,0.6,True,0.7502121231269075,AdaBoost
2,13,36,2,9,1.125,60,0.333333333,0,True,False,0.4894964371546688,True,1.0,True,0.8601630836644223,AdaBoost
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5209719782363343,True,1.0,True,0.8874189751520111,AdaBoost
2,37,88,1,18,0.763157895,348,0.833333333,6,True,True,0.7970427912095234,True,1.0,True,0.9540867123811486,AdaBoost
5,8,6,1,4,2.0,20,0.0,0,True,True,0.5784592389881366,True,0.7333333333333333,True,0.6518208590304599,AdaBoost
2,16,10,4,5,2.0,50,0.0,0,False,False,0.10183932120378462,True,0.6,False,0.462267943926073,AdaBoost
2,4,0,8,2,1.125,22,0.0,0,True,False,0.16020994110794418,False,0.0,False,0.16874964777498172,AdaBoost
2,33,65,2,12,0.7435897440000001,229,0.666666667,6,True,True,0.7376096127378292,True,1.0,True,0.8508096706303262,AdaBoost
1,19,84,11,16,0.994047619,152,0.0,0,False,False,0.16220347005872812,False,0.2,True,0.5060542237004614,AdaBoost
1,35,60,63,8,0.333333333,618,0.666666667,0,False,False,0.3291150714110451,True,0.9,False,0.4880030342475222,AdaBoost
2,14,45,2,10,1.111111111,59,0.333333333,0,True,False,0.4943935774213118,True,1.0,True,0.9176818418923604,AdaBoost
2,17,25,2,8,0.8,126,0.5,5,True,True,0.6653436073405218,True,1.0,True,0.7345280476579327,AdaBoost
1,56,9,4,5,0.7222222220000001,743,1.0,0,True,True,0.5947938308816441,False,0.5,True,0.6762891752189322,AdaBoost
3,14,41,5,11,0.916666667,66,0.0,0,False,True,0.6319685544527943,True,0.7,True,0.5361303293877683,AdaBoost
2,34,41,1,12,0.711538462,225,0.0,5,True,True,0.7689749613016734,False,0.5,True,0.5742890560632279,AdaBoost
2,32,52,4,11,0.933333333,1216,0.4,6,True,True,0.8337943059965989,True,1.0,True,0.6703344375548568,AdaBoost
2,30,54,4,14,0.7,388,0.0,1,False,False,0.33032113566181803,True,0.9,True,0.6261546217777789,Voting
2,2,0,1,1,2.0,4,0.0,0,False,False,0.0918548491285634,False,0.3,False,0.2419200191771457,AdaBoost
2,27,57,1,12,0.7692307690000001,195,0.666666667,6,True,True,0.7692346739477393,True,1.0,True,0.8082298612068549,AdaBoost
5,8,6,0,4,2.0,20,0.0,0,True,True,0.8038527645288722,True,0.7666666666666667,True,0.7089859692125584,AdaBoost
3,10,3,6,1,2.0,27,0.0,1,False,True,0.5303982034200149,False,0.2,False,0.4225183218351292,AdaBoost
2,67,22,1,22,0.5,961,0.0,5,True,True,0.9644063041377304,True,0.7,True,0.6305096109199418,AdaBoost
2,12,10,1,5,2.0,32,0.0,0,False,False,0.11740658821800087,True,0.8,True,0.5113137918029876,Voting
1,16,1,1,2,2.0,231,0.0,0,False,False,0.05322544137788998,False,0.2,False,0.4067916100438804,AdaBoost
1,21,0,2,4,0.5,149,1.0,0,False,False,0.07312139595084623,False,0.2,False,0.3449870608894111,AdaBoost
2,41,38,1,22,0.75,429,0.875,6,True,True,0.8745110636068945,True,1.0,True,0.8489725625384501,AdaBoost
2,21,49,3,9,0.85,106,0.5,6,True,True,0.7444415949336937,True,1.0,True,0.8950916453888622,AdaBoost
1,1,0,3,1,2.0,1,0.0,0,False,False,0.040671600693180265,False,0.0,False,0.0757936966033554,AdaBoost
2,46,117,1,24,0.9363636359999999,505,0.363636364,6,True,True,0.9264445482700944,True,1.0,True,0.8770182112831304,AdaBoost
2,24,46,1,10,0.981818182,144,0.2,6,True,True,0.7562809939922709,True,1.0,True,0.8805362696593868,AdaBoost
2,50,244,3,22,0.90821256,402,0.444444444,5,True,True,0.904320352607086,False,0.5,True,0.6467609651194081,AdaBoost
1,5,0,1,1,0.0,49,1.0,0,False,False,0.06739957079282398,False,0.4,False,0.3838676783166706,AdaBoost
3,18,45,6,8,1.111111111,86,0.0,6,True,True,0.8854161095970441,True,0.6,True,0.7848270421859291,AdaBoost
2,24,36,1,10,0.772727273,143,0.5,6,True,True,0.7660938462581957,True,1.0,True,0.8404973030970097,AdaBoost
2,31,102,3,11,0.933333333,9857,0.75,0,True,True,0.67323706882762,True,0.7,True,0.6625508769074235,AdaBoost
1,1,0,19,1,2.0,1,0.0,0,False,False,0.04157053538427557,False,0.0,False,0.1217435613629358,AdaBoost
2,35,114,1,18,0.8771929820000001,360,0.5555555560000001,6,True,True,0.8478647875969889,True,1.0,True,0.9275451669245098,AdaBoost
1,95,106,10,13,0.35416666700000005,461,1.0,0,False,True,0.7876495873681716,False,0.5,True,0.5067879609511434,RandomForest
2,24,64,1,11,0.8833333329999999,143,0.6,6,True,True,0.7532925425564763,True,1.0,True,0.8904426848181617,AdaBoost
2,65,94,3,15,0.649122807,327,1.0,1,False,False,0.43440198265019203,True,0.7,True,0.5885054752898252,Voting
2,7,6,4,5,2.0,46,0.0,1,False,False,0.11862634090421435,False,0.4,False,0.460671672294808,AdaBoost
1,30,3,0,2,2.0,315,0.0,0,True,False,0.06868257906234883,False,0.3,False,0.44296046047529375,AdaBoost
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.7590315219776667,True,1.0,True,0.9863314471090028,AdaBoost
1,4,3,2,3,2.0,8,0.0,0,False,False,0.04566915936961683,False,0.1,False,0.1060896279957526,AdaBoost
2,13,36,2,9,1.125,59,0.0,0,True,True,0.5522167093395832,True,1.0,True,0.8973202718673959,AdaBoost
2,18,45,1,8,1.111111111,87,0.0,6,True,True,0.7007764477884072,True,0.9,True,0.8374887451750034,AdaBoost
1,55,0,9,14,0.5,453,1.0,0,False,True,0.5082809962889218,True,0.8,True,0.528897084814246,AdaBoost
1,10,45,13,10,2.0,10,0.0,0,False,False,0.060810078661302724,False,0.2,False,0.1006852253380244,AdaBoost
2,17,36,2,7,1.125,72,0.0,6,True,True,0.6913433874709441,True,1.0,True,0.9266511624509433,AdaBoost
2,35,114,1,18,0.855263158,359,0.625,6,True,True,0.8428631666189341,True,1.0,True,0.8731095540369359,AdaBoost
1,1,0,1,1,2.0,1,0.0,0,False,False,0.040567076608344375,False,0.06666666666666668,False,0.2084476141662593,AdaBoost
1,1,0,13,1,2.0,1,0.0,0,False,False,0.04121847361824925,False,0.0,False,0.12127193363301098,AdaBoost
2,22,0,7,8,0.35,180,1.0,6,True,False,0.30598168009410154,False,0.4,True,0.5116986630187891,AdaBoost
1,2,1,19,2,2.0,2,0.0,0,False,False,0.0436189939280175,False,0.1,False,0.1559265934507989,AdaBoost
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.7906529712300544,True,1.0,True,0.9426867661816928,AdaBoost
3,29,171,1,19,1.0555555559999998,128,0.0,0,True,True,0.7895460051556679,True,0.75,True,0.7081188273696281,AdaBoost
1,1,0,3,1,2.0,1,0.0,0,False,False,0.04035760248046763,False,0.0,False,0.09973787395554584,AdaBoost
2,31,91,1,16,0.776470588,303,0.8,6,True,True,0.8653184520662331,True,1.0,True,0.8802776016099986,AdaBoost
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.7842771957021983,True,1.0,True,0.9534253644167812,AdaBoost
1,4,1,2,1,2.0,39,0.0,0,False,False,0.37497902376903497,False,0.2,False,0.40492105768294295,AdaBoost
2,46,25,8,11,0.957142857,366,0.14285714300000002,6,False,True,0.8785281596743592,True,0.6,True,0.7732212593926198,AdaBoost
2,56,511,4,35,0.938063063,604,0.625,6,True,True,0.9676715690712804,True,0.8,True,0.7447632642968053,AdaBoost
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.7906529712300544,True,1.0,True,0.9426867661816928,AdaBoost
1,19,107,34,18,0.382352941,170,1.0,0,False,False,0.10794400176637747,False,0.1,False,0.0815632569566157,AdaBoost
2,19,0,0,10,0.0,86,1.0,2,False,True,0.5346747351099526,True,0.6,True,0.6081898593240771,AdaBoost
2,46,153,1,24,0.8,501,0.8888888890000001,6,True,True,0.9475638402223252,True,0.9,True,0.8650666153981713,AdaBoost
2,21,49,2,9,0.975,108,0.25,6,True,True,0.7651369189241892,True,1.0,True,0.9399641864800208,AdaBoost
1,300,2749,45,48,0.914285714,3446,1.0,0,True,True,0.9493733490406612,True,0.7,False,0.4622531325701957,AdaBoost
1,8,15,2,6,1.2,139,0.0,0,True,False,0.4173765345033338,False,0.3,True,0.5904652151569556,AdaBoost
2,14,45,2,10,1.111111111,67,0.333333333,0,True,False,0.4770694726580305,True,1.0,True,0.9390591327724136,AdaBoost
2,24,253,1,23,2.0,49,0.0,2,False,True,0.5319437639170687,True,0.9,True,0.5735474292545572,AdaBoost
4,8,6,2,4,2.0,20,0.0,0,False,True,0.5697951758231949,True,1.0,True,0.9405035781669684,AdaBoost
2,64,312,1,32,0.9092741940000001,614,0.8125,5,False,True,0.9560581337754128,True,0.9,True,0.5841479344360916,AdaBoost
2,21,49,2,9,1.0,109,0.2,6,True,True,0.7600985928494487,True,1.0,True,0.9443126991099914,AdaBoost
2,24,69,2,12,0.7692307690000001,155,0.666666667,6,True,True,0.8022536644627632,True,1.0,True,0.9580388944657796,AdaBoost
1,14,19,3,6,0.611111111,71,1.0,0,False,False,0.05496786499782294,False,0.3,False,0.19767850738374024,AdaBoost
2,18,33,2,9,0.8666666670000001,89,0.6,2,True,True,0.5248875580863696,True,0.9,True,0.8774807425520017,AdaBoost
1,8,0,3,3,0.0,32,0.0,0,False,False,0.14214587306134507,False,0.1,False,0.3886914602629893,AdaBoost
2,80,470,6,32,0.8634259259999999,866,0.833333333,6,True,True,0.9695486371175192,True,0.8,True,0.7119179939537346,AdaBoost
1,15,21,1,11,0.533333333,90,1.0,0,False,False,0.06740508426670312,False,0.4,False,0.3691136316239659,AdaBoost
3,153,3060,0,72,0.839059675,838,1.0,20,False,True,0.6664363332811668,False,0.3,True,0.5448446718850235,RandomForest
3,15,15,1,6,1.178378378,287,0.054054054000000004,2,True,True,0.6472061827088101,True,0.6,True,0.619629085030812,AdaBoost
2,24,46,0,10,0.818181818,141,0.5,6,True,True,0.7922733343524616,True,1.0,True,0.9406437898679604,AdaBoost
