wmc,lcom,ce,mfa,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
1,0,1,1.0,1.0,False,False,0.021643572120232667,False,0.0,False,0.018256557997518696,AdaBoost
4,4,3,0.5,0.45833333299999995,False,False,0.11361105618371868,False,0.3,False,0.4543480979058016,AdaBoost
6,13,4,0.9090909090000001,0.4,False,False,0.10825711465537073,False,0.4,False,0.1551138918332473,AdaBoost
6,15,1,0.0,0.916666667,False,False,0.06053469840754003,False,0.0,False,0.1275025978275658,AdaBoost
8,8,9,0.6315789470000001,0.375,False,True,0.5528730059402391,True,0.9,True,0.6389945953109603,AdaBoost
4,6,0,0.0,0.5,False,False,0.10532390659336173,False,0.2,False,0.2133601025804841,AdaBoost
3,3,2,0.7142857140000001,0.666666667,False,False,0.056537125074213074,False,0.0,False,0.06129529359760352,AdaBoost
6,0,8,0.0,0.4166666670000001,False,False,0.25098664352713945,False,0.4,False,0.4694394284901274,AdaBoost
32,418,14,0.0,0.175,True,True,0.6331300387251351,True,0.8,False,0.4559439940182166,AdaBoost
15,25,23,0.697674419,0.251851852,True,True,0.6565254180313792,False,0.5,False,0.4964436429291361,Voting
6,0,4,0.75,0.375,True,False,0.11937201467401096,False,0.5,False,0.4549194486274389,AdaBoost
1,0,1,0.0,1.0,False,False,0.05362395131258097,False,0.0,False,0.05512838167461586,AdaBoost
4,0,6,0.666666667,0.5,False,False,0.13748702768924312,False,0.2,False,0.3009708755330197,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.13095331906523575,False,0.1,False,0.10301181486226678,AdaBoost
7,11,0,0.0,0.523809524,False,False,0.10035321355924914,False,0.3,False,0.102746065490197,AdaBoost
5,10,2,0.0,0.48,True,False,0.13821299619406638,False,0.1,False,0.21069591446592068,AdaBoost
5,10,14,0.692307692,0.44,True,True,0.6637458541728927,True,1.0,True,0.8714817033754928,AdaBoost
2,1,2,0.8888888890000001,0.666666667,False,False,0.04774117589859453,False,0.0,False,0.033800943160417395,AdaBoost
16,112,0,0.0,0.226666667,False,False,0.2254196069810428,True,0.6,False,0.4620662560077535,AdaBoost
8,2,7,0.6315789470000001,0.325,False,False,0.19241056717630226,True,0.9,True,0.6280945587530163,Voting
40,0,16,0.0,0.105128205,True,True,0.9862125272022402,True,1.0,False,0.41400596900319453,AdaBoost
3,3,2,0.0,0.5555555560000001,False,False,0.12553710163657436,False,0.2,False,0.18752834191639345,AdaBoost
1,0,0,0.0,1.0,False,False,0.045152028045470916,False,0.0,False,0.15077761803266512,AdaBoost
5,8,4,0.9090909090000001,0.4,True,False,0.4338013950452052,False,0.2,False,0.472217318793953,AdaBoost
3,3,0,0.0,0.666666667,False,False,0.08012281946170617,False,0.0,False,0.08615668082439094,AdaBoost
5,10,4,0.0,0.68,True,False,0.13445861716788066,False,0.2,False,0.2785959973492196,AdaBoost
4,6,0,0.0,0.4166666670000001,True,False,0.10919700066730603,False,0.1,False,0.22665083872952504,AdaBoost
2,1,1,0.9411764709999999,0.833333333,False,False,0.028480248798610663,False,0.0,False,0.09681875153352278,AdaBoost
3,3,0,0.0,0.666666667,False,False,0.07273975904275085,False,0.0,False,0.17987443793946184,AdaBoost
12,66,0,0.0,0.583333333,False,False,0.08065249927565461,False,0.2,False,0.17144626156611648,AdaBoost
3,3,0,0.0,0.5,False,False,0.262729126647569,True,0.5,False,0.3921377142154529,AdaBoost
3,3,2,0.7142857140000001,0.666666667,False,False,0.05623482679787462,False,0.0,False,0.05670600808553902,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.1318223125702674,False,0.2,False,0.11215076932236227,AdaBoost
12,0,1,0.0,0.39583333299999995,False,False,0.12888278071193107,False,0.4,False,0.3035376593640813,AdaBoost
4,6,0,0.0,1.0,False,False,0.040334806608821855,False,0.2,False,0.11604746594851167,AdaBoost
6,0,4,0.0,0.5,False,False,0.1565276081852228,True,0.7,True,0.5287482765337904,Voting
14,47,6,0.0,0.384615385,True,False,0.21259943281717414,True,0.6,True,0.5705330679283301,AdaBoost
5,0,3,0.8235294120000001,0.5,False,False,0.0804314189905936,False,0.3,False,0.4653290336483456,AdaBoost
3,3,5,0.666666667,0.444444444,False,False,0.4619964136956092,False,0.1,False,0.3051671644534198,AdaBoost
10,31,8,0.0,0.271428571,True,True,0.5942286115011575,False,0.5,True,0.5325178270319313,AdaBoost
2,1,2,0.8,0.666666667,False,False,0.052486688146983235,False,0.0,False,0.041429954434307484,AdaBoost
5,8,5,0.692307692,0.44,True,False,0.45994884345334,False,0.3,True,0.5836201440429493,AdaBoost
4,0,3,0.571428571,0.45,True,False,0.43829240745872977,False,0.5,True,0.7593643845227209,AdaBoost
6,1,13,0.642857143,0.36111111100000004,True,True,0.6363705333444446,True,0.8,True,0.7495263928880268,AdaBoost
1,0,4,0.0,1.0,False,False,0.4118495197296157,False,0.3,False,0.32200202863765803,AdaBoost
3,3,4,0.9722222220000001,0.533333333,False,False,0.07892417912727209,False,0.0,False,0.07197109012079206,AdaBoost
6,9,1,0.0,0.444444444,False,False,0.4515644385461255,False,0.2,False,0.3777918565511693,AdaBoost
20,110,5,0.0,0.18125,True,True,0.6683471368368025,True,1.0,True,0.5514033905478238,AdaBoost
44,946,43,0.0,0.064646465,True,True,0.9998403843844812,True,1.0,True,0.9369899775386276,AdaBoost
1,0,1,0.0,1.0,False,False,0.05456905191340541,False,0.0,False,0.08248872781375806,AdaBoost
2,1,6,0.947368421,1.0,False,False,0.047545926509088565,False,0.1,False,0.4076734282672624,AdaBoost
4,0,0,0.9189189190000001,0.666666667,False,False,0.029429932065981195,False,0.05,False,0.042382832660695965,AdaBoost
5,10,4,0.8620689659999999,0.666666667,False,False,0.06380449426899537,False,0.1,True,0.5061898275693997,AdaBoost
18,133,3,0.0,0.333333333,False,True,0.7895185232214889,False,0.5,False,0.4768222278046794,AdaBoost
5,0,0,0.0,0.46666666700000003,False,False,0.10554651316280092,False,0.05,False,0.3164283106278609,AdaBoost
3,3,2,0.0,0.666666667,False,False,0.10458036042367183,False,0.0,False,0.33700856580501304,AdaBoost
4,0,0,0.0,0.625,False,False,0.08331284513648395,False,0.15,False,0.13190866521133754,AdaBoost
13,48,6,0.0,0.24175824199999998,True,True,0.5919292929772336,True,1.0,True,0.6734315380991995,AdaBoost
10,0,11,0.0,0.42222222200000004,True,True,0.632434828445102,True,0.9,True,0.6522583037523733,AdaBoost
22,177,12,0.637931034,0.30909090899999997,False,True,0.5986406698973109,False,0.3,False,0.3661075244091777,AdaBoost
3,3,4,0.7142857140000001,0.5,False,False,0.4262392931088555,False,0.4,False,0.3564397990949672,AdaBoost
2,1,2,0.0,0.666666667,False,False,0.4373504892833368,False,0.2,False,0.33124051549782074,AdaBoost
5,10,9,0.9090909090000001,0.4,True,True,0.5044389398805046,True,1.0,True,0.8402928484708954,AdaBoost
2,1,1,0.0,0.75,False,False,0.07997719278697571,False,0.2,False,0.22154983933607145,AdaBoost
6,3,2,0.0,0.38888888899999996,True,False,0.4828861160340154,True,0.6,False,0.3906294915103547,RandomForest
6,13,18,0.642857143,0.35714285700000004,True,True,0.9080943653924708,True,0.8,True,0.5722350700929703,AdaBoost
3,3,0,0.0,1.0,False,False,0.3798950067187941,False,0.1,False,0.2467984059223946,AdaBoost
5,0,6,0.9090909090000001,0.433333333,False,False,0.11441292320657576,False,0.1,False,0.10118630841562047,AdaBoost
30,435,10,0.0,0.133333333,False,True,0.9698919308395184,True,0.9,True,0.9528604900928334,AdaBoost
9,30,2,0.0,0.236111111,True,False,0.18012195063259873,True,0.7,True,0.5273789236142694,AdaBoost
9,10,24,0.0,0.365079365,True,True,0.9954386346440892,True,0.8,True,0.608168500374842,AdaBoost
5,10,0,0.0,0.666666667,False,False,0.07906685558887794,False,0.2,False,0.3660683458513999,AdaBoost
5,0,15,0.9090909090000001,0.46666666700000003,False,False,0.333256498720735,True,0.8,True,0.5089002611059771,Voting
4,6,6,0.9375,0.4166666670000001,False,False,0.13250589869115384,False,0.0,False,0.1164640001573844,AdaBoost
4,6,0,0.0,0.375,False,False,0.4752126446494885,True,0.9,True,0.7465053653280947,Voting
6,9,0,0.0,0.4,False,False,0.13673965480729236,False,0.3,False,0.4995583664096469,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.1376421239020331,False,0.1,False,0.15447962151225725,AdaBoost
5,10,9,0.9090909090000001,0.4,True,True,0.5170810113465141,True,1.0,True,0.8544018155795318,AdaBoost
2,1,1,0.0,0.75,False,False,0.09183345047511404,False,0.0,False,0.1910485458095459,AdaBoost
11,27,9,0.545454545,0.28571428600000004,False,True,0.5798456625289755,True,1.0,True,0.8513503502825231,AdaBoost
10,3,2,0.833333333,0.38,False,False,0.4304082078081593,False,0.2,True,0.534173302334337,AdaBoost
5,0,15,0.818181818,0.5,True,False,0.3311996626264897,True,0.7,True,0.5442118008051557,AdaBoost
9,0,5,0.7777777779999999,0.355555556,False,False,0.4782173193956312,True,0.6,True,0.6775579976362208,Voting
4,0,6,0.571428571,0.541666667,False,False,0.14367969777970213,True,0.9,True,0.5012459551429415,Voting
1,0,1,0.0,1.0,False,False,0.06213766156833817,False,0.0,False,0.05162216305841033,AdaBoost
4,2,9,0.727272727,0.4375,True,False,0.1952941191334612,True,0.6,True,0.5840067325577247,AdaBoost
6,7,8,0.0,0.4166666670000001,False,False,0.2462234591417083,False,0.4,False,0.45951319247308203,AdaBoost
0,0,0,0.0,0.0,False,False,0.37291354581181774,False,0.475,True,0.5025802093125121,AdaBoost
10,9,15,0.0,0.44,True,True,0.7997283167471384,True,0.9,True,0.5742850638977205,AdaBoost
3,3,1,0.0,0.666666667,False,False,0.10373996019753573,False,0.0,False,0.16742536573605224,AdaBoost
4,6,0,0.0,0.5,False,False,0.11856062369235515,False,0.35,False,0.16239983595965338,AdaBoost
5,0,1,0.0,0.46666666700000003,False,False,0.1379043037895966,False,0.1,False,0.06059864222285045,AdaBoost
2,1,3,0.0,0.5,False,False,0.4928334205199698,True,0.8,True,0.5304224516082218,Voting
3,3,3,0.967741935,0.533333333,False,False,0.07638479079821832,False,0.0,False,0.07338802873147353,AdaBoost
25,300,12,0.0,0.16,True,True,0.6212268184613706,True,0.7,False,0.4779631748727402,AdaBoost
10,39,3,0.0,0.38888888899999996,False,False,0.4956544564525685,True,0.8,True,0.7166459113566643,Voting
3,3,3,0.967741935,0.533333333,False,False,0.07834395691854794,False,0.0,False,0.09112778432208322,AdaBoost
9,6,14,0.529411765,0.25,True,True,0.7758605957010479,True,1.0,True,0.7111024117319115,AdaBoost
3,3,3,0.967741935,0.533333333,False,False,0.07834395691854794,False,0.0,False,0.09112778432208322,AdaBoost
15,29,10,0.0,0.177777778,False,True,0.6821820933043714,True,0.8,True,0.5639024937951362,AdaBoost
7,9,13,0.625,0.428571429,True,True,0.6633192952829338,True,0.8,True,0.537639186481763,AdaBoost
7,11,8,0.0,0.5,False,True,0.5655955058519029,False,0.5,False,0.4995280828332304,AdaBoost
5,0,6,0.9090909090000001,0.433333333,False,False,0.1444360409237956,False,0.2,False,0.12359712238504544,AdaBoost
19,129,4,0.0,0.203007519,True,True,0.6939036213512351,False,0.5,True,0.5949096846233984,AdaBoost
12,64,7,0.920454545,0.606060606,False,False,0.4634375066946333,False,0.5,False,0.44931751250666185,AdaBoost
5,2,3,0.0,0.333333333,False,False,0.17217263301468194,False,0.4,True,0.558071188068118,AdaBoost
3,3,2,0.7142857140000001,0.666666667,False,False,0.06398623130548863,False,0.0,False,0.0852545183042495,AdaBoost
6,15,8,0.705882353,0.4166666670000001,False,True,0.5328214037962771,True,0.6,True,0.614142988567423,AdaBoost
0,0,0,0.0,0.0,True,False,0.16502052396165187,False,0.3,False,0.15303513694332216,AdaBoost
1,0,1,0.0,1.0,False,False,0.05308729480312705,False,0.0,False,0.030900964684386214,AdaBoost
5,8,14,0.7142857140000001,0.44,True,True,0.6936959121572063,True,1.0,True,0.8274749562827494,AdaBoost
4,6,1,0.0,0.55,True,False,0.10231160286662072,False,0.0,False,0.1494902615806587,AdaBoost
5,10,9,0.0,0.3,True,False,0.28236856473180993,True,0.7,False,0.38870845579806096,RandomForest
1,0,0,0.0,0.0,True,False,0.4983018259461254,True,0.6,True,0.7258331358297844,AdaBoost
3,0,1,0.666666667,0.5555555560000001,False,False,0.06702106069634163,False,0.1,False,0.3278911462609147,AdaBoost
1,0,1,0.0,1.0,False,False,0.05308729480312705,False,0.0,False,0.030900964684386214,AdaBoost
2,1,2,0.8888888890000001,0.666666667,False,False,0.05658335303506005,False,0.0,False,0.03477623342413101,AdaBoost
2,1,1,0.0,0.625,True,False,0.0918474899617358,False,0.0,False,0.046607436570488575,AdaBoost
62,1423,39,0.0,0.135483871,True,True,0.9995661326374888,True,1.0,True,0.8616211823950406,AdaBoost
3,3,1,1.0,0.7777777779999999,False,False,0.028517432150584856,False,0.0,False,0.02750947542005997,AdaBoost
3,3,6,0.9722222220000001,0.533333333,False,False,0.09962969949772776,False,0.0,False,0.0653418311203326,AdaBoost
5,10,9,0.9090909090000001,0.4,True,True,0.5121233739895595,True,1.0,True,0.9019585302940186,AdaBoost
4,6,1,0.0,0.875,False,False,0.3967097072383206,False,0.3,False,0.4857780131439194,AdaBoost
1,0,0,0.0,0.0,True,True,0.5040831321827941,True,0.95,True,0.9063789891077796,AdaBoost
4,6,6,0.9375,0.4166666670000001,False,False,0.12036289481455473,False,0.1,False,0.13686224802642036,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.12596440797871886,False,0.0,False,0.09180924638938434,AdaBoost
3,3,3,0.0,0.933333333,True,False,0.07948379920483073,False,0.0,False,0.10140291699445916,AdaBoost
3,1,1,0.0,0.5,False,False,0.109724511675855,False,0.1,False,0.3147300662649653,AdaBoost
5,4,7,0.571428571,0.457142857,False,False,0.4990653244795558,True,0.7,False,0.4980348524651176,AdaBoost
4,6,6,0.7777777779999999,0.583333333,False,False,0.4418511561597128,False,0.5,False,0.2982066290023794,AdaBoost
3,3,1,0.0,0.833333333,False,False,0.06710114379470765,False,0.0,False,0.0669944379251332,AdaBoost
3,1,0,0.0,0.5,True,False,0.09596449305994556,False,0.0,False,0.13243971539042446,AdaBoost
3,3,1,1.0,0.7777777779999999,False,False,0.028517432150584856,False,0.0,False,0.02750947542005997,AdaBoost
28,24,8,0.0,0.17857142899999998,True,True,0.5855992124026536,True,0.8,False,0.4765035485161795,AdaBoost
4,0,6,0.0,0.5,False,False,0.19272007908555647,False,0.3,False,0.2278498296612013,AdaBoost
3,0,5,0.0,0.5555555560000001,True,False,0.16491834119402432,False,0.2,False,0.3707137048858488,AdaBoost
28,0,5,0.0,0.17857142899999998,True,True,0.5379178125034471,False,0.4,False,0.4782513254219676,Voting
1,0,0,0.0,1.0,False,False,0.04286314914864081,False,0.0,False,0.11147819655295843,AdaBoost
6,11,8,0.9090909090000001,0.4,True,False,0.16116461239514554,False,0.2,False,0.0532186420617111,AdaBoost
2,1,4,0.9,0.75,False,False,0.0556253737174205,False,0.0,False,0.07352760009008986,AdaBoost
18,0,3,0.375,0.22689075600000005,False,False,0.19978310732842894,True,0.6,False,0.4571434348983589,AdaBoost
4,6,4,0.9375,0.4166666670000001,False,False,0.08590356311151763,False,0.4,False,0.4658230757518844,AdaBoost
6,13,4,0.9090909090000001,0.4,False,False,0.09045144262738693,False,0.2,False,0.18709649088553792,AdaBoost
3,3,3,0.984615385,0.5,False,False,0.060069306740025766,False,0.0,False,0.07490809119008685,AdaBoost
7,9,14,0.857142857,0.326530612,False,False,0.3934575320894712,False,0.4,True,0.5725290069151516,AdaBoost
7,9,11,0.857142857,0.387755102,False,True,0.5751948070877342,True,0.8,False,0.4981368743749244,AdaBoost
0,0,0,0.0,0.0,False,False,0.3444834446492942,True,0.51,True,0.5033618466281977,Voting
3,3,2,0.0,0.5555555560000001,False,False,0.125038752690638,False,0.1,False,0.17017008276552453,AdaBoost
24,0,1,0.0,0.3125,False,False,0.31498685606405136,False,0.3,False,0.3147642976183121,AdaBoost
3,3,3,0.967741935,0.533333333,False,False,0.05804213821305945,False,0.0,False,0.10054494613696567,AdaBoost
6,0,6,0.0,0.45833333299999995,False,True,0.5519337786282775,False,0.5,False,0.40550121194447386,AdaBoost
9,24,9,0.529411765,0.296296296,True,False,0.24855821884559384,False,0.5,False,0.4314129838649796,AdaBoost
40,780,16,0.0,0.1875,True,True,0.9737535134741516,True,0.9,True,0.7772196777556951,AdaBoost
6,0,6,0.736842105,0.5277777779999999,True,False,0.12477285037654187,False,0.2,False,0.4674793011387679,AdaBoost
4,0,0,0.0,0.625,False,False,0.08348134595917618,False,0.0,False,0.11853011507529496,AdaBoost
17,136,2,0.0,0.21008403399999998,True,False,0.2857331588143622,False,0.2,False,0.4009492033587524,AdaBoost
15,51,22,0.8478260870000001,0.373333333,False,True,0.9880052955188172,False,0.3,True,0.5169756646131877,RandomForest
0,0,4,0.0,0.0,False,False,0.41429726712161546,True,0.6,False,0.4945701002273598,AdaBoost
4,6,5,0.0,0.5,False,False,0.19139111255273894,False,0.4,False,0.4700492590346671,AdaBoost
5,8,7,0.9090909090000001,0.4,True,False,0.14362134528663714,False,0.4,True,0.5505922657300103,AdaBoost
25,300,7,0.0,0.24,True,True,0.569963863187099,False,0.5,False,0.4880757625616463,Voting
3,3,4,0.0,0.583333333,True,False,0.15822366214856085,False,0.2,True,0.5969425564538476,AdaBoost
7,0,2,0.0,0.857142857,False,False,0.08558072324447917,False,0.3,False,0.16167714298291078,AdaBoost
