lcom,ce,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
11,1,129,6,3,True,False,0.17893850344890885,False,0.0,False,0.09730100385730718,Voting
95,5,235,3,7,False,False,0.3182736732996853,False,0.2,False,0.3123102469989888,Voting
78,8,49,0,1,False,False,0.2490954141738425,False,0.1515079365079365,False,0.4847263157135671,Voting
3,6,46,0,1,False,False,0.17040865424988794,False,0.1,False,0.16958604604784805,Voting
9,13,366,4,4,False,True,0.6289981268925243,True,0.6,True,0.5251353086547902,Voting
51,17,350,1,3,True,True,0.8071950632789627,True,1.0,True,0.8559736833206958,Voting
492,6,441,2,7,True,True,0.7939630717548513,False,0.37,True,0.5015233901984921,Voting
0,0,164,0,13,True,False,0.140745363311068,False,0.05,False,0.0977206366268394,Voting
276,13,189,0,1,False,True,0.5280779169626156,False,0.0,False,0.04861779449724422,Voting
0,5,68,1,3,False,False,0.1988337629683184,False,0.2,False,0.2663533257824518,Voting
1,4,30,0,2,False,False,0.17309566344244046,False,0.0,False,0.08446409902748585,Voting
11,1,141,7,3,False,False,0.2895267526157104,False,0.0,False,0.15225606900373195,Voting
3,7,52,0,2,False,False,0.18410411593261808,False,0.0,False,0.05335864199269735,Voting
1,4,76,0,5,False,False,0.2035006897446525,False,0.0,False,0.2314457824051985,Voting
10,1,5,0,1,False,False,0.15859950733919634,False,0.0,False,0.055372332626525286,Voting
78,9,81,0,1,True,False,0.21862336879299668,False,0.1,False,0.12971802263215554,Voting
2,7,91,1,1,False,False,0.19047065381326173,False,0.06666666666666668,False,0.2484887180304577,Voting
3,7,103,0,5,False,False,0.2204495583843189,False,0.0,False,0.13295650015865554,Voting
6,3,4,0,1,False,False,0.1552151076532223,False,0.0,False,0.04827695183365906,Voting
1,8,59,0,1,False,False,0.17696055958475854,False,0.0,False,0.06337138008372477,Voting
0,5,94,0,1,False,False,0.19137154718909,False,0.0,False,0.09535575016338896,Voting
15,2,6,0,1,False,False,0.15888072341667256,False,0.0,False,0.06600727624903435,Voting
10,2,5,0,1,False,False,0.15735763004955972,False,0.0,False,0.04451151229106761,Voting
0,0,22,0,1,False,False,0.16471538884002604,False,0.0,False,0.05892057243874638,Voting
11,1,81,2,3,False,False,0.21210779843858307,False,0.0,False,0.10770035222452592,Voting
0,1,1,0,1,False,False,0.1550755884273176,False,0.0,False,0.01894140656376352,Voting
3,0,90,0,6,False,False,0.2080301601133977,False,0.0,False,0.08458657121145961,Voting
66,12,110,0,1,True,True,0.5696254971408434,True,0.8,True,0.8263693369020785,Voting
36,10,77,0,1,False,False,0.1984617052218424,False,0.0,False,0.10691474355754887,Voting
3,7,55,0,2,False,False,0.1854154663172808,False,0.0,False,0.05410993582425565,Voting
457,6,454,2,7,False,True,0.7933482207334888,True,0.5833333333333333,True,0.5015642474613472,Voting
4,0,90,0,1,False,False,0.19536459289712904,False,0.0,False,0.03322231158417841,Voting
0,0,32,0,0,False,False,0.4931294595405815,True,0.7666666666666666,True,0.59565365955631,Voting
6,0,104,0,5,False,False,0.22236237546152904,False,0.1,False,0.13376570126960854,Voting
91,8,86,0,1,False,False,0.2275855744987855,False,0.24,False,0.2276577084498905,Voting
40,0,119,0,7,False,False,0.3903258105473433,True,0.6,False,0.4968553888046285,Voting
78,9,81,0,1,True,False,0.21862336879299668,False,0.1,False,0.12971802263215554,Voting
18,7,253,0,5,False,False,0.4912742515988204,True,0.9,True,0.5589304033387179,Voting
0,7,168,1,3,False,False,0.2567344124262808,False,0.1,False,0.15167301869114938,Voting
3,0,35,0,1,False,False,0.17059865742896782,False,0.1,False,0.0956661172622104,Voting
6,3,22,0,1,False,False,0.1621079290632403,False,0.1,False,0.08540558272296066,Voting
13,13,226,1,1,False,False,0.29434878141387605,False,0.0,False,0.03007277883564638,Voting
7,17,216,0,5,False,False,0.3515907434552412,False,0.1,False,0.1304233570302139,Voting
36,1,342,0,4,False,False,0.4031989330717021,False,0.0,False,0.0895385023680749,Voting
383,34,684,8,6,True,True,0.9535746331184406,True,0.8,True,0.6883220917174756,Voting
2,10,262,1,6,True,True,0.6687012071047378,True,0.8,True,0.7281729004700759,Voting
21,11,80,0,1,False,False,0.19747764792410807,False,0.0,False,0.06102255537444015,Voting
55,2,11,0,1,True,True,0.5068321996662571,True,0.9333333333333332,True,0.9029566799524902,Voting
11,6,169,0,5,False,False,0.25964216953303515,False,0.0,False,0.07378796871643807,Voting
20,21,252,5,5,False,False,0.4213911968205353,False,0.0,False,0.09803522044515804,Voting
78,8,49,0,1,False,False,0.2490954141738425,False,0.1515079365079365,False,0.4847263157135671,Voting
1,3,91,0,5,False,False,0.21099516249287287,False,0.0,False,0.1059100521144934,Voting
6,5,38,0,1,False,False,0.1676336890410398,False,0.0,False,0.1102874273057167,Voting
3,1,16,0,0,False,False,0.152410260261669,False,0.0,False,0.1172367597119173,Voting
0,10,234,2,4,False,False,0.3261207205984452,False,0.0,False,0.2409674106010166,Voting
76,2,171,2,7,False,True,0.6135115634621867,True,0.5974999999999999,True,0.5689445066310611,Voting
2,0,99,0,5,False,False,0.2188102999640032,False,0.0,False,0.10114626063516016,Voting
6,0,17,0,1,False,False,0.1639387708935289,False,0.0,False,0.031720249481625835,Voting
1,2,2,0,1,False,False,0.15440650902330866,False,0.0,False,0.054779040086561655,Voting
2,12,179,3,4,False,False,0.3038146192011861,False,0.1,False,0.4060722834221924,Voting
37,1,109,1,7,False,False,0.2171127182234636,False,0.1,False,0.13308805686439815,Voting
18,19,360,0,6,False,False,0.4768989921814552,False,0.1,False,0.17578227156852794,Voting
78,8,49,0,1,False,False,0.2490954141738425,False,0.1515079365079365,False,0.4847263157135671,Voting
1,4,17,0,1,False,False,0.15854483108985432,False,0.0,False,0.03823068288252728,Voting
1,3,11,0,1,False,False,0.15685748647451472,False,0.0,False,0.0631400668847943,Voting
0,1,1,0,1,False,False,0.1550755884273176,False,0.0,False,0.01894140656376352,Voting
7,12,302,1,2,False,False,0.3690610868329039,False,0.3,False,0.4181322252212508,Voting
0,1,1,0,1,False,False,0.1550755884273176,False,0.0,False,0.01894140656376352,Voting
61,8,214,0,5,False,False,0.3172236508551227,False,0.4333333333333334,False,0.2957375470348793,Voting
0,0,140,0,2,False,False,0.2061757962822965,False,0.0,False,0.030058349114709983,Voting
91,7,54,0,1,False,False,0.20871502702416844,False,0.0,False,0.056233742624494036,Voting
14,1,46,1,1,False,False,0.15336833656118676,False,0.0,False,0.05451777601773712,Voting
88,2,163,2,7,False,False,0.4353795603326128,True,0.55,False,0.4979925430729714,Voting
21,2,7,0,1,False,False,0.14866623108442192,False,0.0,False,0.10577164192358196,Voting
78,8,49,0,1,False,False,0.2014333909406875,False,0.0,False,0.0473699616191698,Voting
1,4,17,0,1,False,False,0.149488267571491,False,0.0,False,0.06764210645902033,Voting
3,6,48,0,1,False,False,0.16499808289389006,True,0.65,False,0.23224915303145305,Voting
0,0,13,0,0,True,False,0.13556710571244915,False,0.0,False,0.013334202356249577,Voting
115,31,798,8,13,True,True,0.6093935414196608,False,0.1,False,0.14173502688355166,Voting
0,4,43,0,1,False,False,0.15867705341091298,False,0.3,False,0.3505660044004434,Voting
24,1,343,1,22,False,False,0.1800587137852616,False,0.1,False,0.1698648637587739,Voting
28,1,8,0,1,False,False,0.15029844458600627,False,0.0,False,0.09837685409063887,Voting
0,0,11,0,0,False,False,0.1349083641563398,False,0.0,False,0.0150258641891056,Voting
78,9,57,0,1,False,False,0.20877145148015228,False,0.07857142857142857,False,0.22205942811977705,Voting
28,10,83,0,3,True,False,0.22443085258753456,False,0.0,False,0.14266348970594506,Voting
21,2,7,0,1,False,False,0.14866623108442192,False,0.0,False,0.10577164192358196,Voting
6,1,4,0,1,False,False,0.1429769764619419,False,0.0,False,0.14717768418217705,Voting
15,8,83,0,2,False,False,0.19988383195546355,False,0.0,False,0.08223592070191196,Voting
1,1,15,0,1,False,False,0.14559703713520258,False,0.0,False,0.04444192068600383,Voting
26,5,200,2,3,False,False,0.2609996727696225,False,0.0,False,0.08889925010286014,Voting
37,10,447,2,9,False,False,0.44722025520364345,False,0.0,False,0.13408388736532836,Voting
15,9,60,0,1,False,False,0.18149012040302484,False,0.0,False,0.09385529651656267,Voting
0,15,178,3,9,False,True,0.6010759681495123,True,0.8,True,0.7613406358058271,Voting
3,6,21,0,1,False,False,0.15496254810048848,False,0.4,False,0.4020835859016497,Voting
2,10,153,1,3,False,False,0.25043117511151897,False,0.0,False,0.19081397896700766,Voting
51,1,169,0,7,False,True,0.581390427032735,False,0.35,False,0.45022286520158944,Voting
10,1,89,0,3,False,False,0.19429391499524384,False,0.0,False,0.12216549514220465,Voting
2,10,118,1,1,False,False,0.20271637685910185,False,0.25,False,0.17149305169146314,Voting
13,20,274,1,2,False,False,0.4233331798062559,False,0.3,False,0.34237579840209964,Voting
78,8,49,0,1,True,False,0.2014333909406875,False,0.0,False,0.0473699616191698,Voting
0,0,23,0,1,False,False,0.1476231831040433,False,0.0,False,0.011115834179178129,Voting
83,1,129,1,7,False,False,0.24431293794067102,False,0.4,False,0.21799887695563414,Voting
13,21,157,0,4,False,False,0.3844796377499963,False,0.0,False,0.08993993772887925,Voting
1,4,81,0,2,False,False,0.18412569599426665,False,0.1,False,0.2946473757052687,Voting
0,20,274,1,5,True,False,0.4415611995178106,False,0.0,False,0.07544172508084665,Voting
10,1,56,0,1,False,False,0.16266022174235684,False,0.3,True,0.5154171387574493,Voting
270,5,509,3,4,False,True,0.611169240606817,False,0.1,False,0.08553337516522458,Voting
1,4,17,0,1,False,False,0.149488267571491,False,0.0,False,0.06764210645902033,Voting
4,10,223,0,3,False,False,0.29723337399792377,False,0.0,False,0.10305458545072338,Voting
17,0,150,0,3,False,False,0.22549804468246035,False,0.0,False,0.10635544996508654,Voting
1,4,17,0,1,False,False,0.149488267571491,False,0.0,False,0.06764210645902033,Voting
36,9,207,0,7,False,False,0.28948152964294555,False,0.1,False,0.05081962127486242,Voting
28,2,8,0,1,False,False,0.15110380210166632,False,0.0,False,0.09860067163049914,Voting
3,7,63,0,3,False,False,0.1938278233396688,False,0.0,False,0.0709589982954333,Voting
1,7,110,0,1,False,False,0.1928454001535883,False,0.0,False,0.14510204147155345,Voting
0,23,291,1,5,True,False,0.4795838750007112,False,0.0,False,0.12146861270144095,Voting
147,14,596,3,8,True,True,0.9362656338121352,True,0.8,True,0.8339973835280192,Voting
1,4,17,0,1,False,False,0.149488267571491,False,0.0,False,0.06764210645902033,Voting
3,7,93,0,4,False,False,0.21373058168836526,False,0.0,False,0.0446425614925906,Voting
4,4,128,2,2,False,False,0.19790253075104836,False,0.1,False,0.08943860746077129,Voting
10,1,5,0,1,False,False,0.1442686483323726,False,0.0,False,0.10575107185546163,Voting
41,13,221,6,5,False,False,0.3580660802107131,False,0.0,False,0.0240465097855382,Voting
253,8,23,0,1,False,False,0.4452293066965141,False,0.0,False,0.039480725282049656,Voting
4,8,300,2,5,True,True,0.6854602031777911,True,0.7,True,0.6915063746929576,Voting
1,7,46,0,1,False,False,0.16617767504312744,False,0.0,False,0.05623142232716342,Voting
344,11,564,1,5,True,True,0.6391056647593636,False,0.0,False,0.060864368481459825,Voting
0,3,75,1,4,False,False,0.1898243907471273,False,0.0,False,0.11652039011919114,Voting
15,0,385,0,47,False,False,0.16602325527241865,False,0.0,False,0.1505984396153705,Voting
10,8,135,0,1,False,False,0.20998495190657915,False,0.0,False,0.052486892926904484,Voting
11,1,105,4,3,False,False,0.19707939653092307,False,0.0,False,0.05834476390156682,Voting
78,9,65,0,1,False,False,0.212304622777354,False,0.07857142857142857,False,0.3021097270695152,Voting
2,11,247,1,8,True,True,0.6332508215503995,True,0.9,True,0.5856756746994,Voting
4,17,221,1,4,False,False,0.3707161324107196,False,0.1,False,0.07713502694434109,Voting
118,3,264,1,7,False,True,0.5949645623015324,False,0.3666666666666667,True,0.5026417163003992,RandomForest
6,6,148,3,3,False,False,0.2364754197186964,False,0.1,False,0.4102514230903904,Voting
1,7,35,0,1,False,False,0.16985148888484633,False,0.2,False,0.06728542055710926,Voting
1,4,49,0,1,True,True,0.5021595873310432,True,1.0,True,0.924731772852728,Voting
3,7,103,0,6,False,False,0.22992676367552695,False,0.1,False,0.22071880495631896,Voting
253,10,23,0,1,False,False,0.452377358961608,False,0.0,False,0.06718148228904915,Voting
3,2,3,0,1,False,False,0.15438759106105987,False,0.0,False,0.1478313778572809,Voting
6,1,4,0,1,False,False,0.1548877583985385,False,0.0,False,0.08587825270689416,Voting
1,1,2,0,1,False,False,0.1532606182941524,False,0.0,False,0.013727945571689135,Voting
167,25,464,7,4,True,True,0.877689215525269,True,0.7,True,0.6181159831794536,Voting
11,1,105,4,3,False,False,0.21318142675088847,False,0.0,False,0.0528234286376719,Voting
28,2,8,0,1,False,False,0.16240331300051072,False,0.0,False,0.10984023990492284,Voting
63,1,152,1,7,False,False,0.4273812709266809,True,0.6380952380952382,False,0.4979997339808438,Voting
73,16,309,7,7,False,False,0.4401143867861279,False,0.0,False,0.3004490359090868,Voting
2,13,163,1,1,False,False,0.24285886637302026,False,0.0,False,0.10871629886940397,Voting
3,7,52,0,2,False,False,0.18805962380629931,False,0.0,False,0.07432393307441817,Voting
6,0,4,0,1,False,False,0.15474091753578365,False,0.0,False,0.05640733213715975,Voting
11,1,117,5,3,False,False,0.2238743382400192,False,0.0,False,0.17551697954024148,Voting
36,1,122,1,7,False,True,0.5652519739947951,True,0.7,False,0.4954684800683746,AdaBoost
31,7,285,0,7,False,False,0.3346491947040267,False,0.175,False,0.10026687746858076,Voting
126,19,264,8,4,False,False,0.4526969721200435,False,0.5,False,0.3595468590374541,Voting
1,8,56,0,1,False,False,0.17886500300954652,False,0.0,False,0.10008539466105977,Voting
117,8,221,0,7,False,False,0.3668710943422094,False,0.42,False,0.28089149035891403,Voting
0,4,115,0,4,False,False,0.22212744857072106,False,0.2,False,0.3080251258881445,Voting
8,8,220,1,4,False,False,0.29027495446360635,False,0.0,False,0.05971864783767763,Voting
3,1,3,0,1,True,False,0.2872850088472858,False,0.15595238095238093,False,0.4885630061233491,Voting
9,1,79,1,1,False,False,0.1740430680436521,False,0.0,False,0.06499894901862559,Voting
6,1,91,6,1,False,False,0.1842973778807024,False,0.0,False,0.043958582304124375,Voting
7,1,41,1,1,False,False,0.16165735659153194,False,0.0,False,0.15079427300673903,Voting
1,1,9,0,1,False,False,0.1551133711561894,False,0.0,False,0.07508540849978693,Voting
3,7,72,0,3,False,False,0.205851619720081,False,0.0,False,0.08287420168543214,Voting
2,10,202,1,7,True,False,0.28834861462807765,True,0.9,True,0.6004234170590111,Voting
0,0,45,0,3,False,False,0.1858667344055247,False,0.0,False,0.041561673301545934,Voting
0,0,35,0,1,False,False,0.16202061966121747,False,0.0,False,0.068861324039287,Voting
0,0,28,0,1,False,False,0.16000406305519985,False,0.0,False,0.05883220227086085,Voting
69,0,213,0,7,False,False,0.4637406327266294,True,0.6,True,0.501517250020691,Voting
180,1,418,0,7,False,True,0.5477468949596744,False,0.2,False,0.1480854415283146,Voting
6,4,205,0,1,False,False,0.23026506628400065,False,0.0,False,0.14810277261776675,Voting
6,6,28,0,1,True,True,0.5001640691722461,True,1.0,True,0.7376833967516646,Voting
282,3,348,3,7,True,True,0.9032346877341234,True,1.0,True,0.8954021415811291,Voting
91,7,53,0,1,False,False,0.21480027603228896,False,0.0,False,0.09306517203762828,Voting
0,0,1,0,1,False,False,0.15264557171529072,False,0.0,False,0.026943112062352833,Voting
9,0,155,0,3,False,False,0.2302292657408745,False,0.0,False,0.16311475638421385,Voting
108,36,368,6,3,False,True,0.8496426553664452,False,0.125,False,0.2631497770845461,Voting
20,1,99,1,7,False,False,0.21610645407197,False,0.0,False,0.07358833836990758,Voting
78,9,81,0,1,False,True,0.5561796135868248,True,1.0,True,0.8808385041795641,Voting
36,10,80,0,1,False,False,0.20448733056263846,False,0.175,False,0.09211296977030144,Voting
15,7,46,0,1,False,False,0.17666750949514914,False,0.0,False,0.011283660612558337,Voting
4,3,119,0,2,False,False,0.20453365495404885,False,0.0,False,0.1454004905750279,Voting
1,3,11,0,1,False,False,0.15682201067910082,False,0.1,False,0.1428868066178879,Voting
1,1,187,1,3,False,False,0.24260028015467,False,0.0,False,0.18535235570006106,Voting
253,7,23,0,1,False,False,0.4416538005916061,False,0.0,False,0.007634200871169549,Voting
0,0,1,0,1,False,False,0.15264557171529072,False,0.0,False,0.026943112062352833,Voting
0,4,115,0,4,False,False,0.22212744857072106,False,0.2,False,0.3080251258881445,Voting
21,2,7,0,1,False,False,0.16001469072992688,False,0.0,False,0.10468666134167516,Voting
1,1,2,0,1,False,False,0.1532606182941524,False,0.0,False,0.013727945571689135,Voting
0,1,30,0,1,False,False,0.1607254914936611,False,0.0,False,0.06513020398502158,Voting
15,2,6,0,1,False,False,0.15808502794651014,False,0.0,False,0.10567081359402712,Voting
1,4,11,0,1,False,False,0.15786226267507744,False,0.0,False,0.08925904160184886,Voting
0,0,45,0,3,False,False,0.1858667344055247,False,0.0,False,0.041561673301545934,Voting
1,1,9,0,1,False,False,0.1551133711561894,False,0.0,False,0.07508540849978693,Voting
7,1,41,1,1,False,False,0.16165735659153194,False,0.0,False,0.15079427300673903,Voting
9,0,155,0,3,False,False,0.2302292657408745,False,0.0,False,0.16311475638421385,Voting
108,36,368,6,3,True,True,0.8496426553664452,False,0.125,False,0.2631497770845461,Voting
21,2,7,0,1,False,False,0.16001469072992688,False,0.0,False,0.10468666134167516,Voting
1,1,2,0,1,False,False,0.1532606182941524,False,0.0,False,0.013727945571689135,Voting
15,2,6,0,1,False,False,0.15808502794651014,False,0.0,False,0.10567081359402712,Voting
0,0,35,0,1,False,False,0.15017978387856082,False,0.0,False,0.10935271219497768,Voting
69,0,213,0,7,False,False,0.4554838612752686,True,0.5833333333333333,True,0.5048799684032095,Voting
180,1,418,0,7,False,True,0.5728953854473727,False,0.0,False,0.0944653389453138,Voting
28,1,8,0,1,False,False,0.15042499885248126,False,0.0,False,0.08354169543484961,Voting
0,3,141,2,2,False,False,0.17426320111336402,False,0.2,False,0.045544834616491406,Voting
6,1,91,6,1,False,False,0.12594504407956655,False,0.0,False,0.05962083108555832,Voting
0,0,1,0,1,False,False,0.13876730590341546,False,0.0,False,0.027259585927226368,Voting
282,3,348,3,7,True,True,0.9015280272693684,True,1.0,True,0.8492360556955248,Voting
4,0,31,0,1,False,False,0.1498443093656282,False,0.0,False,0.15388728942798555,Voting
6,6,28,0,1,True,False,0.4923582033052863,True,0.7,True,0.7607531071408852,Voting
6,4,205,0,1,False,False,0.2341628858777375,False,0.0,False,0.10954765933566572,Voting
1,4,11,0,1,False,False,0.147190507662238,False,0.0,False,0.13610023052198042,Voting
0,0,1,0,1,False,False,0.13876730590341546,False,0.0,False,0.027259585927226368,Voting
300,7,25,0,1,False,True,0.5312800554981871,False,0.0,False,0.02769354173992414,Voting
1,7,35,0,1,False,False,0.1630669900984719,False,0.0,False,0.05568480181771916,Voting
448,5,261,3,7,False,True,0.5894830463735872,False,0.4318181818181818,False,0.4710238863738759,Voting
118,3,264,1,7,False,True,0.5935863406075517,True,0.5333333333333333,True,0.5040207306044808,Voting
6,6,134,3,3,False,False,0.18059921602301984,False,0.0,False,0.12308821602151294,Voting
4,17,221,1,4,False,False,0.36491812586221395,False,0.0,False,0.0531573446552776,Voting
11,1,105,4,3,False,False,0.15344058944188796,False,0.03333333333333333,False,0.0955256797002476,Voting
11,1,105,4,3,False,False,0.15344058944188796,False,0.03333333333333333,False,0.0955256797002476,Voting
21,2,7,0,1,False,False,0.1487158808297844,False,0.0,False,0.1185205531543604,Voting
300,10,25,0,1,False,True,0.5370712656916053,False,0.0,False,0.05806962113991247,Voting
3,2,3,0,1,False,False,0.14197484965280352,False,0.05,False,0.1805069684529032,Voting
1,2,203,1,3,False,False,0.23023527311403985,False,0.0,False,0.10159938392874596,Voting
4,3,119,0,2,False,False,0.19696561808715987,False,0.0,False,0.07057311726486147,Voting
15,7,46,0,1,False,False,0.17146892136527922,False,0.0,False,0.004581405463844103,Voting
36,10,80,0,1,False,False,0.2061076485914572,False,0.0,False,0.12980379595948596,Voting
20,1,99,1,7,False,False,0.18144580270451968,False,0.1,False,0.014129193173626013,Voting
9,1,79,1,1,False,False,0.15264226293248062,False,0.1,False,0.12549606612977873,Voting
155,25,489,7,4,True,True,0.8567560625675259,True,0.94,True,0.7579515431398668,Voting
6,1,4,0,1,False,False,0.1420410198524892,False,0.0,False,0.12538842248189472,Voting
3,1,3,0,1,True,False,0.2242447725658608,False,0.17694444444444446,False,0.491138656796685,Voting
15,0,385,0,47,False,False,0.18538818732869566,False,0.1,False,0.13451310669090816,Voting
28,2,8,0,1,False,False,0.15152930218620822,False,0.0,False,0.15678358389655506,Voting
0,3,75,1,4,False,False,0.17218204702151282,False,0.0,False,0.08084672441011576,Voting
344,11,543,1,5,False,True,0.9788825485726798,True,0.9,True,0.5727999231159246,Voting
1,7,46,0,1,False,False,0.16717950939150036,False,0.0,False,0.07598156023334325,Voting
4,8,299,1,5,True,True,0.669812673786955,True,1.0,True,0.8164777293007571,Voting
41,11,185,6,5,False,False,0.2654963589397447,False,0.0,False,0.06467384070105422,Voting
10,1,5,0,1,False,False,0.14350062093895122,False,0.0,False,0.0735950545190307,Voting
4,4,128,2,2,False,False,0.17134876114373676,False,0.0,False,0.0920886130306298,Voting
36,9,207,0,7,False,False,0.29268234761865153,False,0.0,False,0.12281655940915374,Voting
13,24,337,1,3,True,True,0.5264661906968388,False,0.2,False,0.15989251387568135,Voting
17,0,150,0,3,False,False,0.220288332477396,False,0.0,False,0.1439946573099505,Voting
4,12,271,0,9,False,False,0.32301887386487776,False,0.3,False,0.19847173226338288,Voting
