cbo,ca,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
9,3,2,True,True,0.9347723571178118,True,1.0,True,0.9684851871843956,Voting
1,0,2,True,False,0.4097403790105473,True,0.91875,True,0.9777931643908768,Voting
3,2,1,True,True,0.5242041124169229,True,1.0,True,0.8190772855866547,Voting
3,0,2,True,False,0.15718734107239465,False,0.2343614506111,False,0.4927425047628031,Voting
20,16,8,True,True,0.9999989184315506,True,1.0,True,0.9838416101183418,Voting
27,18,19,True,True,0.9999999931049977,True,1.0,True,0.92924974566439,Voting
24,24,4,True,True,0.999999987717343,True,1.0,True,0.985200563777788,Voting
6,5,4,True,True,0.9847892852624353,True,1.0,True,0.98512176999019,Voting
3,1,2,True,False,0.17205656912934028,False,0.09122216508981217,False,0.4883230046275167,Voting
2,2,22,True,True,0.9990347381919592,True,0.7,True,0.7650102151433721,Voting
6,0,2,False,False,0.4469133137346201,True,1.0,True,0.9678973274626359,Voting
2,0,2,True,False,0.4138780346889779,True,1.0,True,0.9999996811163387,Voting
4,0,2,True,False,0.42519145629556415,True,0.7113333333333334,True,0.8358254922037914,Voting
3,0,8,True,False,0.2986066427631336,False,0.2,False,0.17308588288745025,Voting
25,25,4,True,True,0.9999999941713557,True,1.0,True,0.985200563777788,Voting
10,1,4,True,True,0.8917267486904858,True,0.8,True,0.7140591286935173,Voting
1,0,2,True,False,0.4097403790105473,True,0.91875,True,0.9777931643908768,Voting
4,1,1,False,False,0.12475101287057905,False,0.009902215287772204,False,0.4787321650827029,Voting
35,35,10,True,True,0.9999999999993884,True,1.0,True,0.9697794384807432,Voting
20,17,6,True,True,0.9999983271019302,True,1.0,True,0.9888283025901656,Voting
4,2,4,True,True,0.6394466214394993,True,1.0,True,0.8727744280277903,Voting
12,8,0,True,True,0.9962634029174552,True,1.0,True,0.9555584252346432,Voting
8,2,4,True,True,0.9025032682005076,True,1.0,True,0.977810733162576,Voting
5,0,3,True,False,0.11484758190918788,False,0.0,False,0.1852145034682963,Voting
19,16,12,True,True,0.9999989474737212,True,1.0,True,0.9028245423430667,Voting
6,5,3,True,True,0.979435298986073,True,1.0,True,0.958572315273152,Voting
5,0,6,True,True,0.5081048551166224,True,0.8,True,0.7877557609987464,Voting
9,5,8,True,True,0.9932469354717649,True,1.0,True,0.9812165584295012,Voting
9,1,1,True,True,0.6658740438202592,True,0.9166666666666666,True,0.5767057763556329,Voting
3,1,2,True,False,0.1907680514386028,False,0.30753968253968256,False,0.4895423929591852,Voting
27,22,15,True,True,0.9999999935355648,True,1.0,True,0.8776388824779244,Voting
2,0,7,True,True,0.510042632034308,True,0.95,True,0.5817792947036698,Voting
3,3,13,True,True,0.986902383436911,True,0.7,True,0.6688714204671864,Voting
9,1,15,True,True,0.9761299559928948,True,0.9,True,0.9278278296586476,Voting
3,2,4,True,True,0.6221411755932399,True,1.0,True,0.9082261759568198,Voting
65,58,48,True,True,1.0,True,1.0,True,0.8982201957585452,Voting
15,15,16,True,True,0.9999988413164612,True,1.0,True,0.8982201957585452,Voting
2,0,1,True,False,0.4082250002064769,False,0.2,True,0.5793732495611799,AdaBoost
3,1,5,True,True,0.5242411687240035,True,0.7,True,0.6067750722798746,Voting
7,0,15,True,True,0.9517672495919626,True,1.0,True,0.9868430335893876,Voting
5,2,4,True,True,0.6854928564972139,True,0.6,True,0.6790136438340068,Voting
1,0,2,True,False,0.4159903657947495,True,1.0,True,0.956287493060696,Voting
0,0,2,False,False,0.4265844433030781,True,1.0,True,0.9835094657669532,Voting
8,7,1,True,True,0.9943317435203451,True,1.0,True,0.9525854909882822,Voting
6,1,8,True,True,0.8913285583520457,True,0.7,False,0.4416477607752505,Voting
5,1,10,True,True,0.6331271306007088,False,0.0,True,0.5318308152967371,Voting
2,0,2,True,False,0.4140698639677327,True,1.0,True,0.9698227937824832,Voting
13,6,3,True,True,0.9936368376208836,True,1.0,True,0.9451733578462675,Voting
3,1,4,True,True,0.5275806966887064,True,1.0,True,0.9120749880271698,Voting
2,2,3,True,True,0.6052739378241629,True,1.0,True,0.9598141384615976,Voting
3,0,2,True,False,0.13436416496056885,False,0.2268530632017841,False,0.492449264371268,Voting
3,2,1,True,True,0.5343652896446779,True,0.9,True,0.7809121968046876,Voting
16,4,2,True,True,0.960502981533864,True,1.0,True,0.9174430131309136,Voting
8,2,6,True,True,0.951758155080083,True,1.0,True,0.9242862971012904,Voting
6,4,11,True,True,0.9979410926717868,True,1.0,True,0.967340932861,Voting
5,2,3,True,True,0.6315118199231919,True,0.6,True,0.6643368329052328,Voting
36,34,7,True,True,0.9999999999996324,True,1.0,True,0.9684964603463558,Voting
5,1,1,False,False,0.4453800058238253,True,0.9,True,0.8657406257913507,Voting
24,6,11,True,True,0.9995712485323626,True,1.0,True,0.9691049544913428,Voting
1,1,3,True,True,0.5015907696849502,True,1.0,True,0.907256859883546,Voting
4,1,1,True,False,0.11101278594528408,False,0.0,False,0.12553618312868814,Voting
5,2,14,False,True,0.9999610404212989,True,1.0,True,0.9506817945015212,Voting
12,10,10,True,True,0.9999998360884952,True,1.0,True,0.9883197890812244,Voting
4,3,1,True,True,0.9189452887877164,True,1.0,True,0.8942767513403947,Voting
10,6,7,True,True,0.9999192276454908,True,1.0,True,0.9688887862869351,Voting
5,4,8,True,True,0.9996954536458091,True,1.0,True,0.9511847729276368,Voting
17,2,22,True,True,0.9999998180770808,True,1.0,True,0.9882574044467208,Voting
10,0,20,True,True,0.99999470413949,True,1.0,True,0.9321804529851004,Voting
3,1,3,True,True,0.5389753405391896,True,0.5583333333333333,True,0.7653653316952349,Voting
2,1,0,True,False,0.3913385767263376,True,1.0,True,0.9048758451153326,Voting
35,19,9,True,True,0.99999999996246,True,1.0,True,0.9883197890812244,Voting
2,0,2,True,False,0.4076464657436769,True,1.0,True,0.9999997012697264,Voting
2,0,4,True,True,0.5190087918626701,True,0.9,True,0.7764119698441054,Voting
5,4,7,True,True,0.9993938136254648,True,1.0,True,0.904333159835558,Voting
5,1,11,True,True,0.9991312061266664,True,1.0,True,0.7752053958792412,Voting
4,2,1,False,True,0.5543660981831473,True,0.9,True,0.8543977576369542,Voting
11,1,6,True,True,0.9729582212400824,True,1.0,True,0.8975119386445171,Voting
6,5,8,True,True,0.9998908824250848,True,1.0,True,0.9880527935418576,Voting
3,0,2,True,False,0.1240531305903429,False,0.12788892929427995,False,0.4926480065078742,Voting
3,0,2,True,False,0.1240531305903429,False,0.12788892929427995,False,0.4926480065078742,Voting
5,0,2,True,False,0.1562621195555313,True,0.5211904761904762,False,0.4930712792403768,RandomForest
2,1,3,True,False,0.4727947114757432,True,1.0,True,0.9846333071374052,Voting
4,2,4,True,True,0.6079427317838887,True,1.0,True,0.8711577234792083,Voting
1,1,5,True,False,0.4906848818440693,True,1.0,True,0.9548370985260648,Voting
11,7,6,True,True,0.997829228106606,True,1.0,True,0.9754801834676664,Voting
16,12,13,True,True,0.9999829245648112,True,1.0,True,0.9057189765580014,Voting
1,1,5,True,False,0.4906848818440693,True,1.0,True,0.9548370985260648,Voting
7,0,2,True,False,0.4795055707002656,True,0.92,True,0.8221105726373517,Voting
2,0,2,True,False,0.4141993034193605,True,1.0,True,0.9999997526103388,Voting
0,0,8,True,True,0.5213644684699569,True,0.7420512820512821,True,0.6716564287338965,Voting
1,1,3,True,False,0.466535372563337,True,1.0,True,0.9193461890802138,Voting
3,2,4,True,True,0.5926770609566322,True,1.0,True,0.9181738070947276,Voting
3,3,1,True,True,0.8973414019790233,True,1.0,True,0.9441894501523428,Voting
4,3,3,True,True,0.921804461880407,True,1.0,True,0.8817577453965977,Voting
2,1,8,True,True,0.5392015810076861,True,0.86,True,0.8335020025700327,Voting
1,0,2,True,False,0.4101250795901293,True,0.9111111111111112,True,0.9979189088713792,Voting
2,2,1,True,True,0.5522517492422996,True,0.9666666666666666,True,0.9093210215895424,Voting
5,0,6,True,False,0.4807400723603741,True,0.7,True,0.7550959433264535,Voting
2,2,4,True,True,0.5958205047152613,True,1.0,True,0.9701371133581438,Voting
19,15,15,True,True,0.9999987444371864,True,1.0,True,0.8991452276344011,Voting
9,1,7,True,True,0.8911812168570984,True,1.0,True,0.7604931639374694,Voting
8,8,1,True,True,0.9968624706116028,True,1.0,True,0.9418165233561572,Voting
17,13,14,True,True,0.9999947351400932,True,1.0,True,0.829213061826001,Voting
5,3,2,True,True,0.9220788898263366,True,0.9,True,0.6893246295622988,Voting
6,0,17,True,True,0.9578905891742516,True,1.0,True,0.9065830128520026,Voting
4,4,1,True,True,0.9459494456961384,True,0.9,True,0.8297820155478234,Voting
1,1,3,True,False,0.4820711796941346,True,1.0,True,0.8696898589675192,Voting
12,2,10,True,True,0.9722932222803258,True,1.0,True,0.903904396347889,Voting
17,16,16,True,True,0.9999995428689205,True,1.0,True,0.8763003984749823,Voting
3,1,4,True,True,0.5068536232323418,True,1.0,True,0.9060797105075712,Voting
3,0,7,False,True,0.5018069564040989,True,1.0,True,0.9257310203273624,Voting
1,1,2,True,False,0.30021374297236386,True,0.5083333333333334,True,0.5042849728243401,Voting
5,4,2,True,True,0.9561454078124032,True,0.9,True,0.6934841157378648,Voting
11,1,12,True,True,0.9607657244493172,True,1.0,True,0.8339502020262696,Voting
4,1,1,False,False,0.14049588688172102,False,0.029289364822516727,False,0.4752560095940976,Voting
5,1,1,True,False,0.30572610895805397,False,0.435,True,0.5014935753269114,AdaBoost
2,2,2,True,True,0.5879263810478967,True,1.0,True,0.9123656236238824,Voting
5,0,2,True,False,0.17441505091441709,False,0.3738095238095238,True,0.507727746762444,AdaBoost
3,1,1,False,False,0.4610666995690174,True,0.5793152578415736,True,0.7041321425693156,Voting
2,2,0,True,True,0.5644824744720376,True,1.0,True,0.94331026366887,Voting
8,8,1,True,True,0.9968624706116028,True,1.0,True,0.9418165233561572,Voting
3,0,2,True,False,0.19054318095279546,False,0.31612626408679045,False,0.4978948075388925,Voting
3,1,3,True,False,0.4882787611395745,True,0.5787337662337662,True,0.7666234160078195,Voting
14,12,5,True,True,0.9998901546941408,True,1.0,True,0.9860879516160554,Voting
43,43,9,True,True,0.9999999999999832,True,1.0,True,0.9875829026980456,Voting
3,0,2,False,False,0.19054318095279546,False,0.31612626408679045,False,0.4978948075388925,Voting
12,7,4,True,True,0.9955692294831672,True,1.0,True,0.9915104494563004,Voting
4,2,4,True,True,0.6180937407729785,True,1.0,True,0.8617950136851976,Voting
8,1,6,True,True,0.7848623096637742,True,1.0,True,0.8880174400008957,Voting
0,0,3,True,False,0.21380850185868006,True,0.566911976911977,True,0.5497451812540617,Voting
9,1,5,True,True,0.8401906773375304,True,1.0,True,0.8620548026359747,Voting
4,1,6,True,False,0.2778193126012935,True,0.6,True,0.6200255114091433,Voting
7,0,2,True,False,0.4572437636924633,True,0.9,True,0.8214226108431314,Voting
9,3,14,True,True,0.994311868410862,True,1.0,True,0.8606849052702888,Voting
4,2,1,True,False,0.20594324909794592,False,0.4,False,0.1988714278219357,Voting
6,0,11,True,True,0.9134468238778628,True,1.0,True,0.9788635960788328,Voting
55,40,22,True,True,0.9999999999999956,True,1.0,True,0.9365635104961753,Voting
2,1,1,True,False,0.4474970793857658,True,1.0,True,0.8354745786257526,Voting
21,11,11,True,True,0.9999550505850276,True,1.0,True,0.9871801472667796,Voting
4,0,2,True,False,0.19730653630148787,False,0.3797619047619048,False,0.493261256251321,Voting
2,0,2,True,False,0.4185587920260525,True,1.0,True,0.9999996795153752,Voting
12,1,10,True,True,0.9474025122832824,True,1.0,True,0.9617261029191148,Voting
32,29,12,True,True,0.9999999999629412,True,1.0,True,0.9430722048359566,Voting
7,6,2,True,True,0.9889889485834448,True,1.0,True,0.9039339373284192,Voting
5,1,1,True,False,0.3026167117768435,False,0.4125,True,0.500730497634532,AdaBoost
8,6,3,True,True,0.9913477527109688,True,1.0,True,0.9265795452283972,Voting
0,0,2,True,False,0.11642239862707505,False,0.1144337606837607,False,0.4931086691519947,Voting
10,9,1,True,True,0.9986539193670544,True,1.0,True,0.9884855078520948,Voting
8,3,16,True,True,0.9926629562979934,True,1.0,True,0.8973953737854046,Voting
14,10,3,True,True,0.9996466015208479,True,1.0,True,0.9265795452283972,Voting
3,0,2,True,False,0.2681381174181019,False,0.4527074314574314,False,0.4947100673500416,Voting
5,0,2,True,False,0.23217707858565165,False,0.3087445887445888,False,0.4955068970210267,Voting
3,0,2,False,False,0.2681381174181019,False,0.4527074314574314,False,0.4947100673500416,Voting
5,0,11,True,True,0.7327766249871451,True,0.9,True,0.96114615742915,Voting
1,1,3,True,False,0.4723945331373202,True,1.0,True,0.8915034553970397,Voting
10,0,2,True,True,0.7855245305879163,True,1.0,True,0.9445409015363678,Voting
6,0,6,True,True,0.5184946167505277,True,1.0,True,0.8805101775726172,Voting
7,1,11,True,True,0.9049524390173098,True,1.0,True,0.9395449973107464,Voting
7,0,2,True,False,0.4833182931377988,True,1.0,True,0.8182552256356292,Voting
5,1,4,False,True,0.5131553467789581,True,0.92,True,0.9353842601522068,Voting
2,1,4,True,False,0.4920934153686449,True,1.0,True,0.9964559597785818,Voting
