rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
1,1,True,True,0.6381853962080452,True,1.0,True,0.9987329789404871,Voting
4,4,True,True,0.9999669011489952,True,1.0,True,0.8758734416899898,Voting
8,4,True,True,0.9999788649103089,True,1.0,True,0.8497266095340542,Voting
1,1,True,True,0.6381853962080452,True,1.0,True,0.9987329789404871,Voting
13,1,True,False,0.4900394903744006,False,0.08,False,0.0032113173685888673,Voting
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting
26,8,True,True,0.9999999999876992,True,1.0,True,0.9172926773298716,Voting
3,3,True,True,0.9991925713730742,True,1.0,True,0.8946297055502613,Voting
4,2,True,True,0.9849021055317464,True,1.0,True,0.8758734416899898,Voting
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting
4,2,True,True,0.9849021055317464,True,1.0,True,0.8758734416899898,Voting
52,13,True,True,1.0,True,1.0,True,0.9241054672262364,Voting
31,12,True,True,1.0,True,1.0,True,0.9241054672262364,Voting
54,20,True,True,1.0,True,1.0,True,0.9241054672262364,Voting
49,0,True,True,0.9575990347392548,True,1.0,True,0.9135120415239356,Voting
19,7,True,True,0.9999999994105068,True,1.0,True,0.8992742268933365,Voting
15,10,True,True,0.9999999999999116,True,1.0,True,0.9278691769828268,Voting
2,1,True,True,0.6185306046259461,True,0.9679306785168856,True,0.5216249042782038,Voting
17,2,True,True,0.9963600226936292,True,1.0,True,0.8397461445733007,Voting
2,1,True,True,0.6185306046259461,True,0.9679306785168856,True,0.5216249042782038,Voting
15,5,True,True,0.9999995589446644,True,1.0,True,0.9278691769828268,Voting
4,3,True,True,0.9992780457797998,True,1.0,True,0.8758734416899898,Voting
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting
20,0,True,False,0.4254705182362181,True,0.8454665071770334,True,0.5080947106244234,Voting
11,8,True,True,0.9999999999338496,True,1.0,True,0.8886121951585234,Voting
12,12,True,True,0.9999999999999996,True,1.0,True,0.9155332503195229,Voting
21,12,True,True,1.0,True,1.0,True,0.9010436767832742,Voting
28,4,True,True,0.9999977566003242,True,1.0,True,0.9241054672262364,Voting
6,3,True,True,0.9994228529383428,True,1.0,True,0.8595609300028402,Voting
6,2,True,True,0.9878248413891576,True,1.0,True,0.8595609300028402,Voting
20,0,True,False,0.4254705182362181,True,0.8454665071770334,True,0.5080947106244234,Voting
4,1,True,True,0.6288507315561286,True,1.0,True,0.916251145014338,Voting
7,2,True,True,0.9890741639844004,True,1.0,True,0.8618176410011481,Voting
6,2,True,True,0.9878248413891576,True,1.0,True,0.8595609300028402,Voting
42,10,True,True,0.9999999999999956,True,1.0,True,0.9241054672262364,Voting
3,2,True,True,0.9832005836506588,True,1.0,True,0.8946297055502613,Voting
17,7,True,True,0.9999999992622812,True,1.0,True,0.8745794889043794,Voting
18,7,True,True,0.9999999993405456,True,1.0,True,0.895218313346274,Voting
49,0,True,True,0.9575990347392548,True,1.0,True,0.9135120415239356,Voting
6,2,True,True,0.9914316791302858,True,1.0,True,0.901950086049039,Voting
29,6,True,True,0.9999999989587544,True,1.0,True,0.9065653475523396,Voting
15,11,True,True,0.9999999999999996,True,1.0,True,0.8567707918574576,Voting
25,8,True,True,0.9999999999976816,True,1.0,True,0.9013527190633808,Voting
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting
24,3,True,True,0.9999627133591562,True,1.0,True,0.8729947422423519,Voting
57,11,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
13,4,True,True,0.9999947962084887,True,1.0,True,0.9289570113986128,Voting
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting
11,6,True,True,0.9999999908936767,True,1.0,True,0.9280426298618172,Voting
11,3,True,True,0.9998215358964839,True,1.0,True,0.9278033001860556,Voting
4,2,True,True,0.9891730018966396,True,1.0,True,0.9259113694674236,Voting
147,43,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
88,24,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
16,3,True,True,0.999902265524396,True,1.0,True,0.9336922917421766,Voting
38,21,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
23,0,True,True,0.651328868172429,True,0.7065164805954279,True,0.5061604735290367,Voting
41,17,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
233,66,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
4,2,True,True,0.9891730018966396,True,1.0,True,0.9259113694674236,Voting
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting
7,2,True,True,0.9923819647058068,True,1.0,True,0.9228703213931992,Voting
2,0,True,False,0.018868911942889567,False,0.027484734927527708,False,0.47936448607299,Voting
18,10,True,True,0.9999999999999926,True,1.0,True,0.9329380984722044,Voting
46,8,True,True,0.9999999999998151,True,1.0,True,0.9065653475523396,Voting
31,4,True,True,0.9999994049739656,True,1.0,True,0.9065653475523396,Voting
23,8,True,True,0.9999999999970498,True,1.0,True,0.931369227417368,Voting
18,9,True,True,0.9999999999998002,True,1.0,True,0.9329380984722044,Voting
55,13,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
45,9,True,True,0.9999999999999925,True,1.0,True,0.9065653475523396,Voting
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting
4,3,True,True,0.9995855284280032,True,1.0,True,0.9471845228664958,Voting
5,2,True,True,0.9903663595016282,True,1.0,True,0.9217600558647872,Voting
2,1,True,True,0.6897788601723129,True,0.97630289094963,True,0.5238881408131691,Voting
40,4,True,True,0.999999798793726,True,1.0,True,0.9065653475523396,Voting
71,20,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
162,38,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
10,2,True,True,0.9946555991422766,True,1.0,True,0.8422918943509161,Voting
20,0,True,False,0.4131831074514411,True,0.8418513447336977,True,0.5053862144104885,Voting
2,1,True,True,0.6897788601723129,True,0.97630289094963,True,0.5238881408131691,Voting
46,19,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
22,4,True,True,0.9999982403373614,True,1.0,True,0.9515495832352472,Voting
69,6,True,True,0.9999999999915922,True,1.0,True,0.9065653475523396,Voting
12,4,True,True,0.9999941299651076,True,1.0,True,0.8900792690650682,Voting
66,0,True,True,0.995423552187824,True,1.0,True,0.8953011848098457,Voting
18,5,True,True,0.9999998943414232,True,1.0,True,0.9329380984722044,Voting
15,10,True,True,0.9999999999999892,True,1.0,True,0.8567707918574576,Voting
58,7,True,True,0.9999999999988268,True,1.0,True,0.9065653475523396,Voting
44,21,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
8,2,True,True,0.9932290544092952,True,1.0,True,0.8607910994823159,Voting
77,35,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
97,40,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
2,1,True,True,0.6897788601723129,True,0.97630289094963,True,0.5238881408131691,Voting
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting
9,1,True,False,0.439197915867142,False,0.0,False,0.00035140099919735786,Voting
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting
15,3,True,True,0.9998897564609242,True,1.0,True,0.8564229961885425,Voting
33,4,True,True,0.9999995323802892,True,1.0,True,0.9065653475523396,Voting
10,2,True,True,0.9946555991422766,True,1.0,True,0.8422918943509161,Voting
19,11,True,True,0.9999999999999996,True,1.0,True,0.9329381526416184,Voting
23,0,True,True,0.651328868172429,True,0.7065164805954279,True,0.5061604735290367,Voting
7,2,True,True,0.9923819647058068,True,1.0,True,0.9228703213931992,Voting
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting
12,2,True,True,0.9957854694660218,True,1.0,True,0.8311324508107099,Voting
4,3,True,True,0.9995855284280032,True,1.0,True,0.9471845228664958,Voting
31,4,True,True,0.9999994049739656,True,1.0,True,0.9065653475523396,Voting
16,4,True,True,0.999996374591428,True,1.0,True,0.9338673666265724,Voting
12,3,True,True,0.9998417821043368,True,1.0,True,0.8897618595395118,Voting
20,0,True,False,0.4131831074514411,True,0.8418513447336977,True,0.5053862144104885,Voting
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting
48,10,True,True,0.9999999999999996,True,1.0,True,0.9065653475523396,Voting
3,2,True,True,0.987837372693692,True,1.0,True,0.9433849611077346,Voting
16,3,True,True,0.999902265524396,True,1.0,True,0.9336922917421766,Voting
16,4,True,True,0.999996374591428,True,1.0,True,0.9338673666265724,Voting
5,3,True,True,0.9996325194298886,True,1.0,True,0.9441532864641172,Voting
22,6,True,True,0.999999997580059,True,1.0,True,0.9515495832352472,Voting
18,6,True,True,0.9999999960817564,True,1.0,True,0.9329380984722044,Voting
43,17,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
31,12,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
15,2,True,True,0.9970525058874521,True,1.0,True,0.7211320556022915,Voting
10,2,True,True,0.9946555991422766,True,1.0,True,0.8422918943509161,Voting
94,1,True,True,0.9999941020008472,True,1.0,True,0.931357844984092,Voting
25,8,True,True,0.9999999999976816,True,1.0,True,0.9013527190633808,Voting
119,30,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
150,97,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
50,11,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
0,0,True,False,0.342594274322989,True,1.0,True,0.9997633447978836,Voting
43,8,True,True,0.9999999999997348,True,1.0,True,0.9065653475523396,Voting
47,17,True,True,1.0,True,1.0,True,0.9065653475523396,Voting
4,2,True,True,0.9891730018966396,True,1.0,True,0.9259113694674236,Voting
5,0,False,False,0.016150178992831884,False,0.0,False,0.05976261112786446,Voting
16,5,True,True,0.999999964667612,True,1.0,True,0.9517126601715742,Voting
10,10,True,True,0.9999999999999944,True,1.0,True,0.9517126601715742,Voting
94,87,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
21,12,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
17,4,True,True,0.9999991575947046,True,1.0,True,0.9517126601715742,Voting
3,2,True,True,0.9887520376730788,True,1.0,True,0.954010252924044,Voting
15,6,True,True,0.9999999985180829,True,1.0,True,0.9517126601715742,Voting
23,8,True,True,0.9999999999996452,True,1.0,True,0.9517126601715742,Voting
19,3,True,True,0.9999835471997012,True,1.0,True,0.9517126601715742,Voting
73,9,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
11,6,True,True,0.9999999967094828,True,1.0,True,0.9517126601715742,Voting
3,2,True,True,0.9887520376730788,True,1.0,True,0.954010252924044,Voting
12,5,True,True,0.9999999215463388,True,1.0,True,0.9517126601715742,Voting
136,110,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
49,22,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
39,13,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
11,2,True,True,0.997655578267342,True,1.0,True,0.842032163355624,Voting
14,8,True,True,0.9999999999978644,True,1.0,True,0.9517126601715742,Voting
3,2,True,True,0.9887520376730788,True,1.0,True,0.954010252924044,Voting
51,9,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
2,1,True,True,0.7134898073520111,True,0.9676442852899148,True,0.5216562257154959,Voting
42,7,True,True,0.9999999999997664,True,1.0,True,0.9517126601715742,Voting
17,2,True,True,0.9992879476792438,True,1.0,True,0.842032163355624,Voting
28,19,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
9,2,True,True,0.9131852068349308,True,0.8423809523809525,True,0.5105275250517137,Voting
20,0,True,True,0.8335923550059829,True,1.0,True,0.9095312502323616,Voting
32,4,True,True,0.9999999576970082,True,1.0,True,0.9517126601715742,Voting
54,8,True,True,0.9999999999999992,True,1.0,True,0.9517126601715742,Voting
2,1,True,True,0.7134898073520111,True,0.9676442852899148,True,0.5216562257154959,Voting
23,10,True,True,0.9999999999999996,True,1.0,True,0.9517126601715742,Voting
10,3,True,True,0.9999010028046276,True,1.0,True,0.9517126601715742,Voting
25,25,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
21,15,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
7,5,True,True,0.9999997873509776,True,1.0,True,0.9190228992001928,Voting
6,5,True,True,0.9999997404187022,True,1.0,True,0.9434307941896504,Voting
22,13,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
20,0,True,True,0.8335923550059829,True,1.0,True,0.9095312502323616,Voting
4,3,True,True,0.9996726701366504,True,1.0,True,0.9496309091783534,Voting
152,15,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
19,5,True,True,0.9999999805758152,True,1.0,True,0.9517126601715742,Voting
8,4,True,True,0.9999949300204314,True,1.0,True,0.9008416415842844,Voting
44,8,True,True,0.9999999999999948,True,1.0,True,0.9517126601715742,Voting
56,22,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
24,9,True,True,0.99999999999999,True,1.0,True,0.9517126601715742,Voting
2,0,True,False,0.01483514611150111,False,0.014410520059220796,False,0.4789615801712602,Voting
53,23,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
5,0,False,False,0.016150178992831884,False,0.0,False,0.05976261112786446,Voting
49,0,True,True,0.9989802208528106,True,1.0,True,0.9095312502323616,Voting
7,3,True,True,0.9998199689233112,True,1.0,True,0.9190228992001928,Voting
25,2,True,True,0.9998553323141136,True,1.0,True,0.842032163355624,Voting
29,6,True,True,0.9999999999091588,True,1.0,True,0.9517126601715742,Voting
18,7,True,True,0.9999999999720078,True,1.0,True,0.9517126601715742,Voting
2,1,True,True,0.7134898073520111,True,0.9676442852899148,True,0.5216562257154959,Voting
102,33,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
49,7,True,True,0.9999999999999424,True,1.0,True,0.9517126601715742,Voting
14,13,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
44,14,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
4,3,True,True,0.9996726701366504,True,1.0,True,0.9496309091783534,Voting
93,11,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
84,56,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
31,0,True,True,0.9666541035483724,True,1.0,True,0.9095312502323616,Voting
31,5,True,True,0.9999999982257206,True,1.0,True,0.9517126601715742,Voting
31,6,True,True,0.9999999999390377,True,1.0,True,0.9517126601715742,Voting
49,28,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
17,1,True,True,0.9804498219415984,True,1.0,True,0.925954385799518,Voting
3,2,True,True,0.9887520376730788,True,1.0,True,0.954010252924044,Voting
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting
26,0,False,True,0.9228220598222542,True,1.0,True,0.9095312502323616,Voting
34,7,True,True,0.9999999999988484,True,1.0,True,0.9517126601715742,Voting
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting
18,5,True,True,0.9999999762888364,True,1.0,True,0.9517126601715742,Voting
3,2,True,True,0.9887520376730788,True,1.0,True,0.954010252924044,Voting
9,9,True,True,0.9999999999998009,True,1.0,True,0.9057238937374924,Voting
59,29,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
24,0,True,True,0.8967163694309654,True,1.0,True,0.9095312502323616,Voting
18,9,True,True,0.999999999999967,True,1.0,True,0.9517126601715742,Voting
11,11,True,True,1.0,True,1.0,True,0.9517126601715742,Voting
11,2,True,True,0.997655578267342,True,1.0,True,0.842032163355624,Voting
20,0,True,True,0.8335923550059829,True,1.0,True,0.9095312502323616,Voting
28,8,True,True,0.9999999999998692,True,1.0,True,0.9517126601715742,Voting
38,7,True,True,0.9999999999994812,True,1.0,True,0.9517126601715742,Voting
15,8,True,True,0.9999999999982506,True,1.0,True,0.9517126601715742,Voting
12,2,True,True,0.9980770044673708,True,1.0,True,0.842032163355624,Voting
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting
23,2,True,True,0.9997844741807916,True,1.0,True,0.842032163355624,Voting
59,6,True,True,0.9999999999997708,True,1.0,True,0.9517126601715742,Voting
10,10,True,True,0.9999999999999944,True,1.0,True,0.9517126601715742,Voting
21,5,True,True,0.9999999869646508,True,1.0,True,0.9517126601715742,Voting
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting
15,3,True,True,0.9999634696405888,True,1.0,True,0.9517126601715742,Voting
33,14,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
3,2,True,True,0.979358298763098,True,1.0,True,0.9189055580128276,Voting
54,5,True,True,0.9999999920617282,True,1.0,True,0.8952347175347121,Voting
7,2,True,True,0.9866727259135444,True,1.0,True,0.8584419981504046,Voting
20,0,True,True,0.5003611217738356,True,0.8413850931677018,True,0.5071449000124315,Voting
41,18,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
12,8,True,True,0.9999999998717564,True,1.0,True,0.9217417554133668,Voting
7,3,True,True,0.9993015187997236,True,1.0,True,0.8591172041152432,Voting
15,3,True,True,0.9997216385411538,True,1.0,True,0.8674219295649651,Voting
13,4,True,True,0.9999823161034856,True,1.0,True,0.9137874707484168,Voting
17,6,True,True,0.99999997163614,True,1.0,True,0.8700204481915217,Voting
77,60,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
18,5,True,True,0.999999498642674,True,1.0,True,0.886675169998164,Voting
29,8,True,True,0.9999999999818936,True,1.0,True,0.8952347175347121,Voting
3,0,False,False,0.012962285850024437,False,0.0,False,0.02135256115783632,Voting
22,20,True,True,1.0,True,1.0,True,0.9313873263188879,Voting
25,12,True,True,0.9999999999999996,True,1.0,True,0.8916321863154596,Voting
3,2,True,True,0.979358298763098,True,1.0,True,0.9189055580128276,Voting
20,7,True,True,0.999999998987638,True,1.0,True,0.9241266939094808,Voting
20,11,True,True,0.9999999999999934,True,1.0,True,0.9241266939094808,Voting
68,40,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
33,6,True,True,0.9999999955065719,True,1.0,True,0.8952347175347121,Voting
9,4,True,True,0.9999719707563336,True,1.0,True,0.8664712944503153,Voting
25,6,True,True,0.9999999887105816,True,1.0,True,0.8916321863154596,Voting
1,1,True,True,0.5604133335286342,True,1.0,True,0.9990055389778048,Voting
14,3,True,True,0.999687696705304,True,1.0,True,0.9027014214497548,Voting
3,2,True,True,0.979358298763098,True,1.0,True,0.9189055580128276,Voting
7,2,True,True,0.9866727259135444,True,1.0,True,0.8584419981504046,Voting
7,6,True,True,0.9999999102813996,True,1.0,True,0.8591172041152432,Voting
8,7,True,True,0.9999999959684086,True,1.0,True,0.8661726483997781,Voting
2,1,True,True,0.540208501508421,True,0.9720807453416148,True,0.5194498463804444,Voting
57,3,True,True,0.9999977895705344,True,1.0,True,0.8952347175347121,Voting
5,4,True,True,0.9999555740311588,True,1.0,True,0.8662135356473932,Voting
112,26,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
3,2,True,True,0.979358298763098,True,1.0,True,0.9189055580128276,Voting
33,2,True,True,0.9993061743383996,True,1.0,True,0.8946749744483637,Voting
15,9,True,True,0.9999999999954228,True,1.0,True,0.8674219295649651,Voting
123,33,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
9,2,True,True,0.9059932236998036,True,0.8,True,0.5096987141338651,Voting
28,2,True,True,0.9987680139670996,True,1.0,True,0.8946749744483637,Voting
15,3,True,True,0.9997216385411538,True,1.0,True,0.8674219295649651,Voting
49,19,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
15,4,True,True,0.999985953786754,True,1.0,True,0.8674219295649651,Voting
8,3,True,True,0.9993773528606528,True,1.0,True,0.8661726483997781,Voting
15,3,True,True,0.9997216385411538,True,1.0,True,0.8674219295649651,Voting
12,12,True,True,0.9999999999999992,True,1.0,True,0.9217417554133668,Voting
15,3,True,True,0.9997216385411538,True,1.0,True,0.8674219295649651,Voting
7,2,True,True,0.9866727259135444,True,1.0,True,0.8584419981504046,Voting
6,2,True,True,0.9851187684088956,True,1.0,True,0.8632286782883186,Voting
16,4,True,True,0.999987481579818,True,1.0,True,0.8848797614829018,Voting
10,8,True,True,0.9999999998385424,True,1.0,True,0.8876744623988254,Voting
25,6,True,True,0.9999999887105816,True,1.0,True,0.8916321863154596,Voting
20,12,True,True,0.9999999999999996,True,1.0,True,0.9241266939094808,Voting
4,3,True,True,0.99901414163755,True,1.0,True,0.8734025015404163,Voting
85,17,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
53,6,True,True,0.9999999995508996,True,1.0,True,0.8952347175347121,Voting
22,3,True,True,0.99987562651916,True,1.0,True,0.9313873263188879,Voting
15,3,True,True,0.9997216385411538,True,1.0,True,0.8674219295649651,Voting
2,1,True,True,0.540208501508421,True,0.9720807453416148,True,0.5194498463804444,Voting
39,20,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
3,2,True,True,0.979358298763098,True,1.0,True,0.9189055580128276,Voting
21,8,True,True,0.9999999999545084,True,1.0,True,0.9347084129138648,Voting
11,6,True,True,0.9999999433974964,True,1.0,True,0.9293781497058312,Voting
2,2,True,True,0.9770127527265831,True,1.0,True,0.8556903664519052,Voting
16,5,True,True,0.999999368794691,True,1.0,True,0.8848797614829018,Voting
15,3,True,True,0.9997216385411538,True,1.0,True,0.8674219295649651,Voting
18,1,True,True,0.9242087557077192,True,0.85,True,0.5194561424205841,Voting
1,1,True,True,0.5604133335286342,True,1.0,True,0.9990055389778048,Voting
23,7,True,True,0.9999999992833608,True,1.0,True,0.9284224440354178,Voting
4,2,True,True,0.9814787954235488,True,1.0,True,0.8734025015404163,Voting
54,16,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
41,15,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
25,7,True,True,0.999999999430784,True,1.0,True,0.8916321863154596,Voting
5,2,True,True,0.9833930261086786,True,1.0,True,0.8662135356473932,Voting
8,0,True,False,0.1886009310929584,True,1.0,True,0.5082293872229751,Voting
8,2,True,True,0.9880704946199468,True,1.0,True,0.8655496582399693,Voting
2,1,True,True,0.540208501508421,True,0.9720807453416148,True,0.5194498463804444,Voting
7,7,True,True,0.999999995476358,True,1.0,True,0.8591172041152432,Voting
16,6,True,True,0.9999999681743666,True,1.0,True,0.8848797614829018,Voting
18,9,True,True,0.9999999999967598,True,1.0,True,0.886675169998164,Voting
65,17,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
192,66,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
7,3,True,True,0.9993015187997236,True,1.0,True,0.8591172041152432,Voting
109,15,True,True,1.0,True,1.0,True,0.8952347175347121,Voting
48,9,True,True,0.9999999999998976,True,1.0,True,0.8952347175347121,Voting
7,4,True,True,0.9999647121362442,True,1.0,True,0.8591172041152432,Voting
6,4,True,True,0.999960405808412,True,1.0,True,0.8632286782883186,Voting
2,1,True,True,0.540208501508421,True,0.9720807453416148,True,0.5194498463804444,Voting
17,4,True,True,0.9999888432018668,True,1.0,True,0.8700204481915217,Voting
72,5,True,True,0.9999999990011162,True,1.0,True,0.8952347175347121,Voting
49,0,True,True,0.9616570478619358,True,1.0,True,0.9068908170738827,Voting
77,3,True,True,0.9999999232260428,True,1.0,True,0.9103427574312166,Voting
32,11,True,True,0.9999999999999996,True,1.0,True,0.9103427574312166,Voting
13,4,True,True,0.9999886859025492,True,1.0,True,0.919740022317088,Voting
97,10,True,True,1.0,True,1.0,True,0.9103427574312166,Voting
23,21,True,True,1.0,True,1.0,True,0.933004154786432,Voting
83,21,True,True,1.0,True,1.0,True,0.9103427574312166,Voting
115,2,True,True,0.9999999861268124,True,1.0,True,0.9060362527683542,Voting
1,1,True,True,0.5922288028370627,True,1.0,True,0.9999349554950524,Voting
