rfc,npm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
21,12,True,True,0.9999999999936808,True,1.0,True,0.9922186698614232,Voting
28,4,True,True,0.9999926515021044,True,1.0,True,0.9623985661406071,Voting
6,3,True,True,0.9995740762400116,True,1.0,True,0.9773283107706008,Voting
6,2,True,True,0.9784280713433232,True,1.0,True,0.9346737438572108,Voting
20,0,True,True,0.9144999874363998,True,1.0,True,0.8494156486695161,Voting
4,1,True,True,0.8075526940917429,True,0.9,True,0.9779902577801152,Voting
7,2,True,True,0.9787541972660976,True,1.0,True,0.9192658542589206,Voting
6,2,True,True,0.9784280713433232,True,1.0,True,0.9346737438572108,Voting
42,10,True,True,0.99999999996351,True,1.0,True,0.9623985661406071,Voting
3,2,True,True,0.9797022249225398,True,1.0,True,0.9048592687225084,Voting
17,7,True,True,0.9999999168170444,True,1.0,True,0.9922186698614232,Voting
18,7,True,True,0.9999999239987885,True,1.0,True,0.9922186698614232,Voting
49,0,True,True,0.9983759259001298,True,1.0,True,0.8678848696718746,Voting
6,2,True,True,0.9820975663603652,True,1.0,True,0.9320126649444862,Voting
29,6,True,True,0.9999999253744641,True,1.0,True,0.9655658816351662,Voting
15,11,True,True,0.9999999999850592,True,1.0,True,0.9764161704982092,Voting
25,8,True,True,0.9999999978789209,True,1.0,True,0.9148647157273204,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.970677755850776,Voting
24,3,True,True,0.9999541500747758,True,1.0,True,0.9682825657927636,Voting
57,11,True,True,0.9999999999997384,True,1.0,True,0.9655658816351662,Voting
13,4,True,True,0.9999819746375816,True,1.0,True,0.9764161704982092,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9764161704982092,Voting
11,6,True,True,0.9999995775321594,True,1.0,True,0.9764161704982092,Voting
11,3,True,True,0.9998080875146348,True,1.0,True,0.9764161704982092,Voting
4,2,True,True,0.9824969793776154,True,1.0,True,0.9148909378884588,Voting
147,43,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
88,24,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
16,3,True,True,0.9998888596104148,True,1.0,True,0.9764161704982092,Voting
38,21,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
23,0,True,True,0.959038795809446,True,1.0,True,0.8738275260851621,Voting
41,17,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
233,66,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
4,2,True,True,0.9824969793776154,True,1.0,True,0.9148909378884588,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9764161704982092,Voting
7,2,True,True,0.9824221261563956,True,1.0,True,0.9198389332250728,Voting
2,0,True,True,0.678118207253729,True,0.9,True,0.9567669905864477,Voting
18,10,True,True,0.9999999999195158,True,1.0,True,0.9764161704982092,Voting
46,8,True,True,0.9999999997193496,True,1.0,True,0.9655658816351662,Voting
31,4,True,True,0.9999968167477252,True,1.0,True,0.9655658816351662,Voting
23,8,True,True,0.9999999974283424,True,1.0,True,0.9764161704982092,Voting
18,9,True,True,0.999999999421195,True,1.0,True,0.9764161704982092,Voting
55,13,True,True,0.9999999999999938,True,1.0,True,0.9655658816351662,Voting
45,9,True,True,0.9999999999570294,True,1.0,True,0.9655658816351662,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.970677755850776,Voting
4,3,True,True,0.9996474602447316,True,1.0,True,0.9161585452699406,Voting
5,2,True,True,0.9821277045601602,True,1.0,True,0.9006252308707501,Voting
2,1,True,True,0.7970888253477347,True,0.9716047149802656,True,0.5188094083284933,Voting
40,4,True,True,0.9999986621128392,True,1.0,True,0.9655658816351662,Voting
71,20,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
162,38,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
10,2,True,True,0.9853215385517896,True,1.0,True,0.9129903927801688,Voting
20,0,True,True,0.9137376937261682,True,1.0,True,0.8980233758124184,Voting
2,1,True,True,0.7970888253477347,True,0.9716047149802656,True,0.5188094083284933,Voting
46,19,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
22,4,True,True,0.9999924257007192,True,1.0,True,0.9764161704982092,Voting
69,6,True,True,0.9999999984159764,True,1.0,True,0.9655658816351662,Voting
12,4,True,True,0.9999801519590606,True,1.0,True,0.9764161704982092,Voting
66,0,True,True,0.9997077227578274,True,1.0,True,0.9335163781757831,Voting
18,5,True,True,0.9999984518365592,True,1.0,True,0.9764161704982092,Voting
15,10,True,True,0.999999999892553,True,1.0,True,0.9764161704982092,Voting
58,7,True,True,0.9999999993645964,True,1.0,True,0.9655658816351662,Voting
44,21,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
8,2,True,True,0.9830925167691914,True,1.0,True,0.8704531517279944,Voting
77,35,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
97,40,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
2,1,True,True,0.7970888253477347,True,0.9716047149802656,True,0.5188094083284933,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9764161704982092,Voting
9,1,True,True,0.7424898206188759,True,0.74,True,0.9805028825684252,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9764161704982092,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.970677755850776,Voting
15,3,True,True,0.999875408053111,True,1.0,True,0.9764161704982092,Voting
33,4,True,True,0.9999973744816436,True,1.0,True,0.9655658816351662,Voting
10,2,True,True,0.9853215385517896,True,1.0,True,0.9129903927801688,Voting
19,11,True,True,0.9999999999898359,True,1.0,True,0.9764161704982092,Voting
23,0,True,True,0.959038795809446,True,1.0,True,0.8738275260851621,Voting
7,2,True,True,0.9824221261563956,True,1.0,True,0.9198389332250728,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.970677755850776,Voting
12,2,True,True,0.9883172381492004,True,1.0,True,0.9363764534857308,Voting
4,3,True,True,0.9996474602447316,True,1.0,True,0.9161585452699406,Voting
31,4,True,True,0.9999968167477252,True,1.0,True,0.9655658816351662,Voting
16,4,True,True,0.999986498868381,True,1.0,True,0.9764161704982092,Voting
12,3,True,True,0.9998268232592838,True,1.0,True,0.9764161704982092,Voting
20,0,True,True,0.9137376937261682,True,1.0,True,0.8980233758124184,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.970677755850776,Voting
48,10,True,True,0.999999999995524,True,1.0,True,0.9655658816351662,Voting
3,2,True,True,0.9831667384408884,True,1.0,True,0.970677755850776,Voting
16,3,True,True,0.9998888596104148,True,1.0,True,0.9764161704982092,Voting
16,4,True,True,0.999986498868381,True,1.0,True,0.9764161704982092,Voting
5,3,True,True,0.9996739837208004,True,1.0,True,0.902075054716346,Voting
22,6,True,True,0.9999998535516784,True,1.0,True,0.9764161704982092,Voting
18,6,True,True,0.9999997847233651,True,1.0,True,0.9764161704982092,Voting
43,17,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
31,12,True,True,0.999999999999555,True,1.0,True,0.9655658816351662,Voting
15,2,True,True,0.9929584237414552,True,1.0,True,0.9363764534857308,Voting
10,2,True,True,0.9853215385517896,True,1.0,True,0.9129903927801688,Voting
94,1,True,True,0.9999972573989188,True,1.0,True,0.9912290518564294,Voting
25,8,True,True,0.9999999978789209,True,1.0,True,0.9148647157273204,Voting
119,30,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
150,97,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
50,11,True,True,0.9999999999994866,True,1.0,True,0.9655658816351662,Voting
0,0,True,True,0.6831889161193797,True,1.0,True,0.984310758082208,Voting
43,8,True,True,0.9999999996253288,True,1.0,True,0.9655658816351662,Voting
47,17,True,True,1.0,True,1.0,True,0.9655658816351662,Voting
4,2,True,True,0.9824969793776154,True,1.0,True,0.9148909378884588,Voting
5,0,False,False,0.32932503590201184,False,0.0,False,0.1101697820775627,Voting
16,5,True,True,0.9999977260488992,True,1.0,True,0.8996005089566693,Voting
10,10,True,True,0.9999999993222938,True,1.0,True,0.8996005089566693,Voting
94,87,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
21,12,True,True,0.999999999995426,True,1.0,True,0.8996005089566693,Voting
17,4,True,True,0.9999881623131508,True,1.0,True,0.8996005089566693,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8853233983958649,Voting
15,6,True,True,0.9999995631972854,True,1.0,True,0.8996005089566693,Voting
23,8,True,True,0.9999999956367835,True,1.0,True,0.8996005089566693,Voting
19,3,True,True,0.9999459293330673,True,1.0,True,0.8993560730280729,Voting
73,9,True,True,0.9999999999989306,True,1.0,True,0.8996005089566693,Voting
11,6,True,True,0.9999992633214152,True,1.0,True,0.8996005089566693,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8853233983958649,Voting
12,5,True,True,0.9999961649393968,True,1.0,True,0.8996005089566693,Voting
136,110,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
49,22,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
39,13,True,True,0.9999999999999266,True,1.0,True,0.8996005089566693,Voting
11,2,True,True,0.9985300139191572,True,1.0,True,0.8497426020552269,Voting
14,8,True,True,0.99999998585701,True,1.0,True,0.8996005089566693,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8853233983958649,Voting
51,9,True,True,0.9999999999810502,True,1.0,True,0.8996005089566693,Voting
2,1,True,True,0.7738792260950703,True,0.969627680311891,True,0.52032839018245,Voting
42,7,True,True,0.9999999978380982,True,1.0,True,0.8996005089566693,Voting
17,2,True,True,0.9995838663418918,True,1.0,True,0.8497426020552269,Voting
28,19,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
9,2,True,True,0.9058442181911484,True,0.8566666666666667,True,0.5111897614325281,Voting
20,0,True,True,0.9903772017460872,True,1.0,True,0.9561089632116242,Voting
32,4,True,True,0.9999983325379982,True,1.0,True,0.8996005089566693,Voting
54,8,True,True,0.9999999999240357,True,1.0,True,0.8996005089566693,Voting
2,1,True,True,0.7738792260950703,True,0.969627680311891,True,0.52032839018245,Voting
23,10,True,True,0.9999999998760308,True,1.0,True,0.8996005089566693,Voting
10,3,True,True,0.999792179103272,True,1.0,True,0.8993560730280729,Voting
25,25,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
21,15,True,True,0.999999999999978,True,1.0,True,0.8996005089566693,Voting
7,5,True,True,0.9999926290786192,True,1.0,True,0.9050767310073552,Voting
6,5,True,True,0.9999916000973332,True,1.0,True,0.9190404423368468,Voting
22,13,True,True,0.9999999999993237,True,1.0,True,0.8996005089566693,Voting
20,0,True,True,0.9903772017460872,True,1.0,True,0.9561089632116242,Voting
4,3,True,True,0.9982325111030588,True,1.0,True,0.922305782463658,Voting
152,15,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
19,5,True,True,0.999998463483417,True,1.0,True,0.8996005089566693,Voting
8,4,True,True,0.9999611146227008,True,1.0,True,0.8956442263890949,Voting
44,8,True,True,0.9999999997193966,True,1.0,True,0.8996005089566693,Voting
56,22,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
24,9,True,True,0.9999999993546252,True,1.0,True,0.8996005089566693,Voting
2,0,True,True,0.6996313378469887,True,0.8960000000000001,True,0.9275047216449358,Voting
53,23,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
5,0,False,False,0.32932503590201184,False,0.0,False,0.1101697820775627,Voting
49,0,True,True,0.9997761116648072,True,1.0,True,0.9561089632116242,Voting
7,3,True,True,0.9990230333392048,True,1.0,True,0.9042609626415936,Voting
25,2,True,True,0.9998535807516352,True,1.0,True,0.8497426020552269,Voting
29,6,True,True,0.9999999298851626,True,1.0,True,0.8996005089566693,Voting
18,7,True,True,0.9999999502498332,True,1.0,True,0.8996005089566693,Voting
2,1,True,True,0.7738792260950703,True,0.969627680311891,True,0.52032839018245,Voting
102,33,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
49,7,True,True,0.99999999913384,True,1.0,True,0.8996005089566693,Voting
14,13,True,True,0.9999999999980757,True,1.0,True,0.8996005089566693,Voting
44,14,True,True,0.9999999999999934,True,1.0,True,0.8996005089566693,Voting
4,3,True,True,0.9982325111030588,True,1.0,True,0.922305782463658,Voting
93,11,True,True,0.9999999999999978,True,1.0,True,0.8996005089566693,Voting
84,56,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
31,0,True,True,0.9976625833220903,True,1.0,True,0.9561089632116242,Voting
31,5,True,True,0.9999996796980999,True,1.0,True,0.8996005089566693,Voting
31,6,True,True,0.9999999460099912,True,1.0,True,0.8996005089566693,Voting
49,28,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
17,1,True,True,0.9975463461242644,True,1.0,True,0.9866784378078632,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8853233983958649,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8993560730280729,Voting
26,0,False,True,0.9955364656716229,True,1.0,True,0.9561089632116242,Voting
34,7,True,True,0.9999999938507496,True,1.0,True,0.8996005089566693,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8993560730280729,Voting
18,5,True,True,0.9999982490036162,True,1.0,True,0.8996005089566693,Voting
3,2,True,True,0.9306841884795868,True,1.0,True,0.8853233983958649,Voting
9,9,True,True,0.9999999954181996,True,1.0,True,0.8867471630783618,Voting
59,29,True,True,1.0,True,1.0,True,0.8996005089566693,Voting
24,0,True,True,0.994226461968403,True,1.0,True,0.9561089632116242,Voting
18,9,True,True,0.9999999985864808,True,1.0,True,0.8996005089566693,Voting
11,11,True,True,0.9999999998997589,True,1.0,True,0.8996005089566693,Voting
11,2,True,True,0.9985300139191572,True,1.0,True,0.8497426020552269,Voting
20,0,True,True,0.9903772017460872,True,1.0,True,0.9561089632116242,Voting
28,8,True,True,0.9999999977297934,True,1.0,True,0.8996005089566693,Voting
38,7,True,True,0.9999999963538958,True,1.0,True,0.8996005089566693,Voting
15,8,True,True,0.999999987589395,True,1.0,True,0.8996005089566693,Voting
12,2,True,True,0.9991123181962052,True,1.0,True,0.8497426020552269,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8993560730280729,Voting
23,2,True,True,0.9998098756443232,True,1.0,True,0.8497426020552269,Voting
59,6,True,True,0.9999999986088892,True,1.0,True,0.8996005089566693,Voting
10,10,True,True,0.9999999993222938,True,1.0,True,0.8996005089566693,Voting
21,5,True,True,0.9999988168463206,True,1.0,True,0.8996005089566693,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8993560730280729,Voting
15,3,True,True,0.9999088177135456,True,1.0,True,0.8993560730280729,Voting
33,14,True,True,0.9999999999999596,True,1.0,True,0.8307038610169171,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9352467028991492,Voting
54,5,True,True,0.9999998998361406,True,1.0,True,0.8303325330870708,Voting
7,2,True,True,0.9773817892105559,True,1.0,True,0.91309679567398,Voting
20,0,True,True,0.9095983723078409,True,1.0,True,0.8491571479636039,Voting
41,18,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
12,8,True,True,0.9999999823181832,True,1.0,True,0.8787433466016187,Voting
7,3,True,True,0.9996136248685872,True,1.0,True,0.9145205724940878,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8787433466016187,Voting
13,4,True,True,0.9999738279350704,True,1.0,True,0.8787433466016187,Voting
17,6,True,True,0.999999547829506,True,1.0,True,0.8787433466016187,Voting
77,60,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
18,5,True,True,0.9999973802989996,True,1.0,True,0.8787433466016187,Voting
29,8,True,True,0.9999999962144308,True,1.0,True,0.8303325330870708,Voting
3,0,False,True,0.7016295265719835,True,1.0,True,0.5530421512601034,Voting
22,20,True,True,1.0,True,1.0,True,0.8790241608898132,Voting
25,12,True,True,0.99999999999664,True,1.0,True,0.8467879526551844,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9352467028991492,Voting
20,7,True,True,0.9999999456942796,True,1.0,True,0.8787433466016187,Voting
20,11,True,True,0.9999999999664624,True,1.0,True,0.8790241608898132,Voting
68,40,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
33,6,True,True,0.9999998940055428,True,1.0,True,0.8303325330870708,Voting
9,4,True,True,0.9999623857758391,True,1.0,True,0.8824756232961403,Voting
25,6,True,True,0.9999997810763068,True,1.0,True,0.8464453818374008,Voting
1,1,True,True,0.8215968218409803,True,1.0,True,0.9993595961325764,Voting
14,3,True,True,0.9997961850132118,True,1.0,True,0.8787433466016187,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9352467028991492,Voting
7,2,True,True,0.9773817892105559,True,1.0,True,0.91309679567398,Voting
7,6,True,True,0.9999988803983064,True,1.0,True,0.914705730457696,Voting
8,7,True,True,0.9999998388018416,True,1.0,True,0.9037345312234072,Voting
2,1,True,True,0.8018056847282476,True,0.9553398453398452,True,0.5226116064630524,Voting
57,3,True,True,0.9999969293132086,True,1.0,True,0.8303325330870708,Voting
5,4,True,True,0.9999459593399672,True,1.0,True,0.9148563290868232,Voting
112,26,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9352467028991492,Voting
33,2,True,True,0.9998217568779971,True,1.0,True,0.8266350568672267,Voting
15,9,True,True,0.9999999978764146,True,1.0,True,0.8790241608898132,Voting
123,33,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
9,2,True,True,0.8957132859765343,True,0.8133333333333332,True,0.5148112589474915,Voting
28,2,True,True,0.9996238339277096,True,0.9,True,0.8266350568672267,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8787433466016187,Voting
49,19,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
15,4,True,True,0.9999781712578176,True,1.0,True,0.8787433466016187,Voting
8,3,True,True,0.9996408122506936,True,1.0,True,0.9035280686954179,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8787433466016187,Voting
12,12,True,True,0.9999999999890802,True,1.0,True,0.8790241608898132,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8787433466016187,Voting
7,2,True,True,0.9773817892105559,True,1.0,True,0.91309679567398,Voting
6,2,True,True,0.9771784864071308,True,1.0,True,0.9255560371924201,Voting
16,4,True,True,0.9999800649807424,True,1.0,True,0.8787433466016187,Voting
10,8,True,True,0.99999997880276,True,1.0,True,0.8787433466016187,Voting
25,6,True,True,0.9999997810763068,True,1.0,True,0.8464453818374008,Voting
20,12,True,True,0.9999999999947131,True,1.0,True,0.8790241608898132,Voting
4,3,True,True,0.9995306968061014,True,1.0,True,0.9195836141970348,Voting
85,17,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
53,6,True,True,0.9999999827114378,True,1.0,True,0.8303325330870708,Voting
22,3,True,True,0.9999204179934968,True,1.0,True,0.8787433466016187,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8787433466016187,Voting
2,1,True,True,0.8018056847282476,True,0.9553398453398452,True,0.5226116064630524,Voting
39,20,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
3,2,True,True,0.9790144249739648,True,1.0,True,0.9352467028991492,Voting
21,8,True,True,0.9999999921811854,True,1.0,True,0.8787433466016187,Voting
11,6,True,True,0.9999992209611578,True,1.0,True,0.8787433466016187,Voting
2,2,True,True,0.9802773099806394,True,1.0,True,0.8642230478840413,Voting
16,5,True,True,0.9999968594659636,True,1.0,True,0.8787433466016187,Voting
15,3,True,True,0.9998181706443608,True,1.0,True,0.8787433466016187,Voting
18,1,True,True,0.9235141564408522,True,1.0,True,0.9534840314071512,Voting
1,1,True,True,0.8215968218409803,True,1.0,True,0.9993595961325764,Voting
23,7,True,True,0.9999999586270072,True,1.0,True,0.8787433466016187,Voting
4,2,True,True,0.9780330885071103,True,1.0,True,0.9192370097511808,Voting
54,16,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
41,15,True,True,0.9999999999999968,True,1.0,True,0.8307038610169171,Voting
25,7,True,True,0.9999999654884468,True,1.0,True,0.8464453818374008,Voting
5,2,True,True,0.977404253913929,True,1.0,True,0.914157136069512,Voting
8,0,True,True,0.7179946886464236,True,1.0,True,0.9486166517788926,Voting
8,2,True,True,0.9780135301276768,True,1.0,True,0.8787832087023821,Voting
2,1,True,True,0.8018056847282476,True,0.9553398453398452,True,0.5226116064630524,Voting
7,7,True,True,0.9999998235034276,True,1.0,True,0.914705730457696,Voting
16,6,True,True,0.9999995049165791,True,1.0,True,0.8787433466016187,Voting
18,9,True,True,0.9999999983821396,True,1.0,True,0.8790241608898132,Voting
65,17,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
192,66,True,True,1.0,True,1.0,True,0.8309217504373874,Voting
7,3,True,True,0.9996136248685872,True,1.0,True,0.9145205724940878,Voting
109,15,True,True,1.0,True,1.0,True,0.8307038610169171,Voting
48,9,True,True,0.9999999998934253,True,1.0,True,0.8307038610169171,Voting
7,4,True,True,0.9999549131110947,True,1.0,True,0.914705730457696,Voting
6,4,True,True,0.9999506385399564,True,1.0,True,0.9258777094645368,Voting
2,1,True,True,0.8018056847282476,True,0.9553398453398452,True,0.5226116064630524,Voting
17,4,True,True,0.9999817945063804,True,1.0,True,0.8787433466016187,Voting
72,5,True,True,0.9999999804142954,True,1.0,True,0.8303325330870708,Voting
49,0,True,True,0.9983888693700931,True,1.0,True,0.8986583475132081,Voting
77,3,True,True,0.9999997663726412,True,1.0,True,0.8792487057472439,Voting
32,11,True,True,0.9999999999970636,True,1.0,True,0.8799670477867694,Voting
13,4,True,True,0.999981677915812,True,1.0,True,0.9426905512403498,Voting
97,10,True,True,0.999999999999966,True,1.0,True,0.8799670477867694,Voting
23,21,True,True,1.0,True,1.0,True,0.9434973021070462,Voting
