wmc,lcom,ce,mfa,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
5,10,9,0.692307692,0.44,True,False,0.463330702154398,True,0.9,True,0.6373247801993527,AdaBoost
4,0,1,0.9285714290000001,0.666666667,False,False,0.025289365860404214,False,0.0,False,0.018098509995326632,AdaBoost
4,6,5,0.9375,0.39285714299999996,True,False,0.07150367365700787,False,0.0,True,0.5647317533472265,AdaBoost
89,492,4,0.0,0.33901515200000004,True,False,0.3839699776057474,True,0.6,False,0.4084704370038998,RandomForest
5,0,4,0.0,0.433333333,True,False,0.12061716444359755,False,0.4,True,0.6520495318843624,AdaBoost
3,3,6,0.9722222220000001,0.533333333,False,False,0.06483007664757336,False,0.0,False,0.12614839870188072,AdaBoost
7,0,18,0.857142857,0.387755102,True,False,0.4316305362730016,False,0.0,True,0.5626827761700733,AdaBoost
7,0,7,0.571428571,0.47619047600000003,True,False,0.10572768962167677,False,0.5,False,0.383248403534245,AdaBoost
19,61,0,0.46428571399999996,0.305555556,False,False,0.07374426291359952,False,0.0,False,0.2278594376421082,AdaBoost
2,1,5,0.0,0.5,True,False,0.12717411871006545,False,0.1,False,0.20842869525347052,AdaBoost
3,3,3,0.967741935,0.533333333,False,False,0.042285443315914335,False,0.0,False,0.045033443853525874,AdaBoost
9,2,9,0.6,0.37777777799999995,True,False,0.4777963593871529,True,0.7,False,0.4722360276055509,RandomForest
5,10,2,0.0,0.5,False,False,0.420226886373216,False,0.4,True,0.5193928276315111,AdaBoost
43,897,44,0.505882353,0.06760411,True,True,0.9988527250971144,True,1.0,True,0.9046436293098041,AdaBoost
1,0,1,0.0,1.0,False,False,0.035816116552208385,False,0.0,False,0.09562789947603302,AdaBoost
4,6,7,0.9375,0.4166666670000001,False,False,0.4229918517905531,False,0.5,False,0.4820391740510072,AdaBoost
5,0,1,0.8666666670000001,0.4,False,False,0.3757515545949761,False,0.1,False,0.4230431448990196,AdaBoost
5,0,1,0.0,0.46666666700000003,False,False,0.08067292191189343,False,0.0,False,0.14865164980194384,AdaBoost
3,0,4,0.666666667,0.611111111,False,False,0.38979091194270654,False,0.3,False,0.3593934113257437,AdaBoost
10,0,8,0.75,0.385714286,True,False,0.11516761813021265,False,0.3,True,0.5053033801764678,AdaBoost
20,118,3,0.5476190479999999,0.316666667,False,False,0.13540416263112978,False,0.3,False,0.3112738773544643,AdaBoost
6,15,9,0.882352941,0.333333333,False,False,0.129382935791596,False,0.2,False,0.13103019700213284,AdaBoost
9,18,2,0.0,0.4,True,False,0.09636543617537648,False,0.3,False,0.4554225239982513,AdaBoost
28,0,9,0.0,0.25,True,True,0.8849723665990004,True,0.9,True,0.5759640799612498,AdaBoost
6,3,2,0.0,0.46666666700000003,False,False,0.43233722547760695,False,0.4,True,0.5313258496360133,AdaBoost
3,1,5,0.0,0.46666666700000003,False,False,0.13697813262235872,True,0.6,True,0.6573423593903495,Voting
5,10,8,0.9090909090000001,0.4,False,False,0.4458916812098209,True,1.0,True,0.9135309369438468,Voting
5,0,4,0.0,0.48,True,False,0.12244210812302385,False,0.2,True,0.5463297783302151,AdaBoost
8,6,3,0.666666667,0.375,False,False,0.07611561104569176,False,0.4,False,0.4315829842624614,AdaBoost
1,0,1,0.0,1.0,False,False,0.03845648034689294,False,0.0,False,0.059078907267833165,AdaBoost
25,298,5,0.0,0.213333333,False,True,0.8401176678814867,True,1.0,True,0.8258423240318394,AdaBoost
6,5,4,0.0,0.333333333,True,False,0.1444694653993356,False,0.4,False,0.40601890761839454,AdaBoost
4,6,7,0.9375,0.39285714299999996,True,False,0.4313336805818285,True,0.6,True,0.5633630340986937,AdaBoost
24,274,0,0.0,0.16847826100000002,False,False,0.4432564910365349,False,0.5,False,0.4985113909424276,AdaBoost
4,6,8,0.9375,0.39285714299999996,False,False,0.4441602331699818,True,0.8,True,0.5846894859327766,Voting
5,10,8,0.9090909090000001,0.37142857100000004,False,False,0.44986014313494255,True,0.9,True,0.6797795888114366,Voting
5,10,4,0.0,0.3,False,False,0.481829534258853,False,0.4,True,0.5498687238772011,AdaBoost
3,1,0,0.0,0.5,False,False,0.4052623762965622,True,0.6,True,0.7498339992870142,Voting
15,9,17,0.0,0.333333333,False,True,0.9179219971834032,True,0.7,True,0.6186612304775122,AdaBoost
4,6,5,0.9459459459999999,0.45833333299999995,False,False,0.06820838635547997,False,0.1,False,0.3939536432904497,AdaBoost
9,34,10,0.5625,0.26388888899999996,True,False,0.19948712948316472,True,0.6,False,0.4898387930128348,RandomForest
41,820,41,0.0,0.069767442,True,True,0.9994799332729388,True,1.0,True,0.8897539867169073,AdaBoost
7,1,1,0.0,0.46428571399999996,False,False,0.42172343202679136,False,0.1,False,0.15764857338015228,AdaBoost
1,0,1,1.0,1.0,False,False,0.014264266267766787,False,0.0,False,0.030563560473337064,AdaBoost
4,4,3,0.5,0.45833333299999995,False,False,0.07567497871951846,True,0.6,False,0.4876078107237722,AdaBoost
6,13,4,0.9090909090000001,0.4,False,False,0.06730182502529254,False,0.1,False,0.12846548076635533,AdaBoost
6,15,1,0.0,0.916666667,False,False,0.044419818319630204,False,0.2,False,0.1875051856397724,AdaBoost
8,8,9,0.6315789470000001,0.375,False,False,0.4827784010307929,True,0.9,True,0.5190041222116957,Voting
4,6,0,0.0,0.5,False,False,0.0713755333931173,False,0.1,False,0.2114407668759133,AdaBoost
3,3,2,0.7142857140000001,0.666666667,False,False,0.038046969630573024,False,0.0,False,0.054160524234019056,AdaBoost
6,0,8,0.0,0.4166666670000001,False,False,0.18494427411875247,False,0.3,False,0.4800854093486077,AdaBoost
32,418,14,0.0,0.175,True,True,0.9380632633522636,False,0.5,False,0.4705296647963359,Voting
15,25,23,0.697674419,0.251851852,True,True,0.6354733534457261,True,0.7,False,0.4506608297490919,AdaBoost
6,0,4,0.75,0.375,True,False,0.07689206041707079,False,0.5,False,0.4771141316926281,AdaBoost
1,0,1,0.0,1.0,False,False,0.03814344651193823,False,0.0,False,0.07063960306271037,AdaBoost
4,0,6,0.666666667,0.5,False,False,0.08835566503380156,False,0.2,False,0.3209865617667895,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.08294912574753799,False,0.0,False,0.12547194567688116,AdaBoost
7,11,0,0.0,0.523809524,False,False,0.06999200647644317,False,0.1,False,0.14105862417602694,AdaBoost
5,10,2,0.0,0.48,True,False,0.09415188471422747,False,0.2,False,0.25733191254670595,AdaBoost
5,10,14,0.692307692,0.44,True,True,0.553645775224035,True,1.0,True,0.8744964529111994,AdaBoost
2,1,2,0.8888888890000001,0.666666667,False,False,0.03195925465967996,False,0.0,False,0.03116210819004933,AdaBoost
16,112,0,0.0,0.226666667,False,False,0.13829161700794335,True,0.6,False,0.4837659311442624,AdaBoost
8,2,7,0.6315789470000001,0.325,False,False,0.12892598902282554,True,0.7,True,0.5788823770723407,Voting
40,0,16,0.0,0.105128205,True,True,0.6374282425186862,True,0.7,False,0.3391923457286691,AdaBoost
3,3,2,0.0,0.5555555560000001,False,False,0.08454750724198179,False,0.1,False,0.1866103158326691,AdaBoost
1,0,0,0.0,1.0,False,False,0.03284383616970347,False,0.0,False,0.13831429290249214,AdaBoost
5,8,4,0.9090909090000001,0.4,True,False,0.06393585582677205,False,0.2,True,0.6356647879099159,AdaBoost
3,3,0,0.0,0.666666667,False,False,0.05545517177327458,False,0.0,False,0.12054605804911048,AdaBoost
5,10,4,0.0,0.68,True,False,0.09236192540201572,False,0.3,False,0.38455714491616055,AdaBoost
4,6,0,0.0,0.4166666670000001,True,False,0.07736762127442838,False,0.1,False,0.16716431588389002,AdaBoost
2,1,1,0.9411764709999999,0.833333333,False,False,0.021689403942355655,False,0.0,False,0.07834628399434834,AdaBoost
3,3,0,0.0,0.666666667,False,False,0.05478715340553821,False,0.0,False,0.19035679755840887,AdaBoost
12,66,0,0.0,0.583333333,False,False,0.06371308151139657,False,0.2,False,0.22455371318061834,AdaBoost
3,3,0,0.0,0.5,False,False,0.2356128391973503,False,0.13333333333333333,False,0.3811754031350834,AdaBoost
3,3,2,0.7142857140000001,0.666666667,False,False,0.039713526688917054,False,0.0,False,0.11225912514816756,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.08416358608127329,False,0.0,False,0.0985401091645558,AdaBoost
12,0,1,0.0,0.39583333299999995,False,False,0.09538278061957917,False,0.2,False,0.3089496331923244,AdaBoost
4,6,0,0.0,1.0,False,False,0.03450098479520982,False,0.0,False,0.15689646068572224,AdaBoost
6,0,4,0.0,0.5,False,False,0.4463058669603217,True,0.6,True,0.5739603414617382,Voting
14,47,6,0.0,0.384615385,True,False,0.4939152028667112,True,0.7,True,0.5113088286704185,AdaBoost
5,0,3,0.8235294120000001,0.5,False,False,0.05365218929524282,False,0.4,True,0.5256303862109166,AdaBoost
3,3,5,0.666666667,0.444444444,False,False,0.08363038591543162,False,0.1,False,0.3570658741135038,AdaBoost
10,31,8,0.0,0.271428571,True,False,0.2013846126898064,True,0.6,True,0.5654596018832622,AdaBoost
2,1,2,0.8,0.666666667,False,False,0.03663893527615101,False,0.0,False,0.02527107807856959,AdaBoost
5,8,5,0.692307692,0.44,True,False,0.0832408066502003,False,0.3,True,0.5791473567519646,AdaBoost
4,0,3,0.571428571,0.45,True,False,0.40322469071432415,True,0.7,True,0.7097665628399794,AdaBoost
6,1,13,0.642857143,0.36111111100000004,True,False,0.2177080768594866,False,0.5,True,0.7035430022526277,AdaBoost
1,0,4,0.0,1.0,False,False,0.05975940286085684,False,0.3,False,0.3804539574154871,AdaBoost
3,3,4,0.9722222220000001,0.533333333,False,False,0.051130501518564714,False,0.0,False,0.07583351278541768,AdaBoost
6,9,1,0.0,0.444444444,False,False,0.4183701854316973,False,0.1,False,0.4142905132384286,AdaBoost
20,110,5,0.0,0.18125,True,True,0.5773913768262439,True,0.6,True,0.6628445001613216,AdaBoost
44,946,43,0.0,0.064646465,True,True,0.9992177049925938,True,1.0,True,0.8626149404689689,AdaBoost
1,0,1,0.0,1.0,False,False,0.040629461662655686,False,0.0,False,0.03950921226994794,AdaBoost
2,1,6,0.947368421,1.0,False,False,0.03780345130955881,False,0.1,False,0.11762179134811697,AdaBoost
4,0,0,0.9189189190000001,0.666666667,False,False,0.02602138510682558,False,0.0,False,0.034531728724592585,AdaBoost
5,10,4,0.8620689659999999,0.666666667,False,False,0.049295091758751526,False,0.2,True,0.5016288440730321,AdaBoost
18,133,3,0.0,0.333333333,False,False,0.3200469568908826,False,0.2,False,0.4845879369392972,AdaBoost
5,0,0,0.0,0.46666666700000003,False,False,0.07351520588135411,False,0.18333333333333326,False,0.250130126463817,AdaBoost
3,3,2,0.0,0.666666667,False,False,0.07295692676607794,False,0.0,False,0.13206770330958706,AdaBoost
4,0,0,0.0,0.625,False,False,0.0595164626219139,False,0.0,False,0.15622166177938207,AdaBoost
13,48,6,0.0,0.24175824199999998,True,True,0.517496478364944,True,0.6,True,0.5350313003743615,AdaBoost
10,0,11,0.0,0.42222222200000004,True,True,0.556862264128278,True,0.8,True,0.6615716915231693,AdaBoost
22,177,12,0.637931034,0.30909090899999997,False,True,0.5465458854509215,False,0.3,False,0.32146868952535124,AdaBoost
3,3,4,0.7142857140000001,0.5,False,False,0.4013357398478879,False,0.0,False,0.3116068564946869,AdaBoost
2,1,2,0.0,0.666666667,False,False,0.4058921079873453,False,0.1,False,0.4106968064856298,AdaBoost
5,10,9,0.9090909090000001,0.4,True,False,0.4553430849112127,True,0.9,True,0.8721008143691668,AdaBoost
2,1,1,0.0,0.75,False,False,0.05720537019263799,False,0.0,False,0.2637729698695404,AdaBoost
6,3,2,0.0,0.38888888899999996,True,False,0.10273315903017348,False,0.1,False,0.3868389367816324,AdaBoost
6,13,18,0.642857143,0.35714285700000004,True,False,0.4606412234706688,False,0.5,True,0.5574998421020521,AdaBoost
3,3,0,0.0,1.0,False,False,0.03560731543183437,False,0.1,False,0.21039351102750325,AdaBoost
5,0,6,0.9090909090000001,0.433333333,False,False,0.08275302709091274,False,0.1,False,0.12386284829271435,AdaBoost
30,435,10,0.0,0.133333333,False,True,0.935577746221302,True,0.9,True,0.8996547321476226,AdaBoost
9,30,2,0.0,0.236111111,True,False,0.4579953126871847,False,0.5,True,0.5515494863253437,AdaBoost
9,10,24,0.0,0.365079365,True,True,0.6476309796075671,False,0.4,True,0.6100322391329128,AdaBoost
5,10,0,0.0,0.666666667,False,False,0.05699052790408076,False,0.2,False,0.3114601466375319,AdaBoost
5,0,15,0.9090909090000001,0.46666666700000003,False,False,0.2248644653165087,False,0.4,False,0.4398328640188911,AdaBoost
4,6,6,0.9375,0.4166666670000001,False,False,0.08502092271626932,False,0.0,False,0.12197650108245728,AdaBoost
4,6,0,0.0,0.375,False,False,0.4281928016813509,True,0.9,True,0.6545633012678074,Voting
6,9,0,0.0,0.4,False,False,0.09204659451908888,False,0.1,True,0.5579537160895572,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.08916146772738914,False,0.0,False,0.1242668328813892,AdaBoost
5,10,9,0.9090909090000001,0.4,True,False,0.4574706352821667,True,0.9,True,0.8501268819967256,AdaBoost
2,1,1,0.0,0.75,False,False,0.06082446528146542,False,0.3,False,0.19140975732046606,AdaBoost
11,27,9,0.545454545,0.28571428600000004,False,True,0.5130938016943358,True,0.9,True,0.8600939515175334,AdaBoost
10,3,2,0.833333333,0.38,False,False,0.3953244107720381,True,0.6,True,0.5232173684410052,Voting
5,0,15,0.818181818,0.5,True,False,0.22612225354809926,True,0.7,False,0.4878117797168666,RandomForest
9,0,5,0.7777777779999999,0.355555556,False,False,0.4292506745712661,False,0.5,True,0.6473724053702591,AdaBoost
4,0,6,0.571428571,0.541666667,False,False,0.09545657886727822,False,0.4,True,0.5799662272609808,AdaBoost
1,0,1,0.0,1.0,False,False,0.04092009836756109,False,0.0,False,0.1070659278097976,AdaBoost
4,2,9,0.727272727,0.4375,True,False,0.467567060654528,False,0.5,True,0.5385070928356661,AdaBoost
6,7,8,0.0,0.4166666670000001,False,True,0.5226757779161862,False,0.2,True,0.504916165617576,RandomForest
0,0,0,0.0,0.0,False,False,0.31462618689328353,True,0.5,True,0.5007011407266497,Voting
10,9,15,0.0,0.44,True,True,0.6891096187536382,True,1.0,True,0.640265359396696,AdaBoost
3,3,1,0.0,0.666666667,False,False,0.06921099797158932,False,0.0,False,0.3112324535070338,AdaBoost
4,6,0,0.0,0.5,False,False,0.07898757856463573,False,0.3,False,0.2368333075157142,AdaBoost
5,0,1,0.0,0.46666666700000003,False,False,0.09353295539949716,False,0.0,False,0.09542644375452533,AdaBoost
2,1,3,0.0,0.5,False,False,0.4430733354393537,False,0.2,True,0.5878298790103105,AdaBoost
3,3,3,0.967741935,0.533333333,False,False,0.047290746269530434,False,0.0,False,0.045958049483013054,AdaBoost
25,300,12,0.0,0.16,True,True,0.590775555030849,False,0.4,False,0.40204538035059056,Voting
10,39,3,0.0,0.38888888899999996,False,False,0.4443574949739038,True,0.9,True,0.8524942636368678,Voting
3,3,3,0.967741935,0.533333333,False,False,0.04498033678873487,False,0.0,False,0.03847467916501389,AdaBoost
9,6,14,0.529411765,0.25,True,True,0.6306118942311993,True,0.6,True,0.6389928996396284,AdaBoost
3,3,3,0.967741935,0.533333333,False,False,0.04498033678873487,False,0.0,False,0.03847467916501389,AdaBoost
15,29,10,0.0,0.177777778,False,True,0.5957321751665073,True,0.6,True,0.5145875441962312,AdaBoost
7,9,13,0.625,0.428571429,True,True,0.5493473813262605,True,0.8,True,0.5351099687165021,AdaBoost
7,11,8,0.0,0.5,False,False,0.16550543887345276,True,0.6,False,0.4308322883077525,AdaBoost
5,0,6,0.9090909090000001,0.433333333,False,False,0.0838911670701923,False,0.1,False,0.08184345314772858,AdaBoost
19,129,4,0.0,0.203007519,True,True,0.5649437076216671,False,0.5,True,0.5019366352465433,AdaBoost
12,64,7,0.920454545,0.606060606,False,False,0.0813311043309301,True,0.6,False,0.30852748907802485,AdaBoost
5,2,3,0.0,0.333333333,False,False,0.4468297865286509,True,0.7,True,0.5268661516356369,Voting
3,3,2,0.7142857140000001,0.666666667,False,False,0.0392279143338196,False,0.0,False,0.05670309479980875,AdaBoost
6,15,8,0.705882353,0.4166666670000001,False,False,0.12385532111858255,False,0.5,True,0.5332947277424106,AdaBoost
0,0,0,0.0,0.0,True,False,0.10602670144583293,False,0.2,False,0.1507807196776854,AdaBoost
1,0,1,0.0,1.0,False,False,0.03649523043654792,False,0.0,False,0.04052187815640288,AdaBoost
5,8,14,0.7142857140000001,0.44,True,True,0.5613104894573218,True,1.0,True,0.7397525010452892,AdaBoost
4,6,1,0.0,0.55,True,False,0.06762117431261162,False,0.0,False,0.1238274988172466,AdaBoost
5,10,9,0.0,0.3,True,False,0.2056208697054836,False,0.4,False,0.3839836193152337,AdaBoost
1,0,0,0.0,0.0,True,False,0.4403038201122517,True,0.9,True,0.7353398711375527,AdaBoost
3,0,1,0.666666667,0.5555555560000001,False,False,0.04079316031888442,False,0.1,False,0.20926597266719008,AdaBoost
1,0,1,0.0,1.0,False,False,0.03649523043654792,False,0.0,False,0.04052187815640288,AdaBoost
2,1,2,0.8888888890000001,0.666666667,False,False,0.03377439116371614,False,0.0,False,0.007381181199205755,AdaBoost
2,1,1,0.0,0.625,True,False,0.060126484378273136,False,0.1,False,0.11621618129780699,AdaBoost
62,1423,39,0.0,0.135483871,True,True,0.9984420043836556,True,0.8,True,0.8960520931930245,AdaBoost
3,3,1,1.0,0.7777777779999999,False,False,0.02177938572490179,False,0.0,False,0.006389622437549599,AdaBoost
3,3,6,0.9722222220000001,0.533333333,False,False,0.06817147791056788,False,0.0,False,0.05110000087170295,AdaBoost
5,10,9,0.9090909090000001,0.4,True,False,0.4571266854582012,True,0.9,True,0.8878942631415225,AdaBoost
4,6,1,0.0,0.875,False,False,0.3753154854779437,False,0.3,False,0.3953050382505585,AdaBoost
1,0,0,0.0,0.0,True,False,0.4498926927439815,True,0.6708333333333333,True,0.7134167789934608,AdaBoost
4,6,6,0.9375,0.4166666670000001,False,False,0.08237527289047741,False,0.0,False,0.09936071487239298,AdaBoost
5,10,6,0.9090909090000001,0.4,False,False,0.08618496450809307,False,0.0,False,0.1029417496327528,AdaBoost
3,3,3,0.0,0.933333333,True,False,0.05144657275298525,False,0.0,False,0.047773024682556224,AdaBoost
3,1,1,0.0,0.5,False,False,0.0720532915176612,False,0.0,False,0.27301012142388764,AdaBoost
5,4,7,0.571428571,0.457142857,False,False,0.11243888853984968,False,0.3,False,0.482908675409983,AdaBoost
4,6,6,0.7777777779999999,0.583333333,False,False,0.40657264884180094,False,0.2,False,0.343731987952373,AdaBoost
3,3,1,0.0,0.833333333,False,False,0.04438775745543167,False,0.0,False,0.03252270050703825,AdaBoost
3,1,0,0.0,0.5,True,False,0.06310854757481384,False,0.0,False,0.1153575517335209,AdaBoost
3,3,1,1.0,0.7777777779999999,False,False,0.02177938572490179,False,0.0,False,0.006389622437549599,AdaBoost
28,24,8,0.0,0.17857142899999998,True,True,0.8283642651462557,False,0.5,False,0.3836552220072689,Voting
4,0,6,0.0,0.5,False,False,0.13161904622952533,False,0.2,False,0.2392770812442429,AdaBoost
3,0,5,0.0,0.5555555560000001,True,False,0.11007685539103927,False,0.4,False,0.1615257943505508,AdaBoost
28,0,5,0.0,0.17857142899999998,True,True,0.7591281715411222,False,0.5,False,0.4238410060284897,Voting
1,0,0,0.0,1.0,False,False,0.02920730254062936,False,0.0,False,0.06321997528250144,AdaBoost
6,11,8,0.9090909090000001,0.4,True,False,0.11084544680954284,False,0.1,False,0.06550333189212144,AdaBoost
2,1,4,0.9,0.75,False,False,0.0390579619528906,False,0.0,False,0.045981913671536985,AdaBoost
18,0,3,0.375,0.22689075600000005,False,False,0.12456185430562455,False,0.3,True,0.5104919560735752,AdaBoost
4,6,4,0.9375,0.4166666670000001,False,False,0.3949657802396829,False,0.2,False,0.4503426670792829,AdaBoost
6,13,4,0.9090909090000001,0.4,False,False,0.06483380213393962,False,0.3,False,0.2149116205734853,AdaBoost
3,3,3,0.984615385,0.5,False,False,0.04379776120454565,False,0.0,False,0.03594134342863512,AdaBoost
7,9,14,0.857142857,0.326530612,False,False,0.2897963666634065,False,0.5,False,0.41230674958089575,AdaBoost
7,9,11,0.857142857,0.387755102,False,True,0.5100929777376136,True,0.6,True,0.5094123677039156,AdaBoost
0,0,0,0.0,0.0,False,False,0.2977436628757492,True,0.7583333333333333,False,0.4995051792873421,AdaBoost
3,3,2,0.0,0.5555555560000001,False,False,0.08249860094192843,False,0.0,False,0.18715222956582991,AdaBoost
24,0,1,0.0,0.3125,False,False,0.20931715410433874,False,0.3,False,0.24502494110924916,AdaBoost
3,3,3,0.967741935,0.533333333,False,False,0.0421234467067463,False,0.0,False,0.041918320990438435,AdaBoost
6,0,6,0.0,0.45833333299999995,False,False,0.15626840270290973,False,0.3,False,0.3046517998613705,AdaBoost
9,24,9,0.529411765,0.296296296,True,False,0.1860160830906512,False,0.4,False,0.4238651559442863,AdaBoost
40,780,16,0.0,0.1875,True,True,0.944492505185229,True,0.7,True,0.8356575739524884,AdaBoost
6,0,6,0.736842105,0.5277777779999999,True,False,0.08532040414370508,False,0.1,False,0.3685221660653558,AdaBoost
4,0,0,0.0,0.625,False,False,0.05480729903983075,False,0.1,False,0.12508896256737204,AdaBoost
17,136,2,0.0,0.21008403399999998,True,False,0.19128261894151288,False,0.2,False,0.3997442338962301,AdaBoost
15,51,22,0.8478260870000001,0.373333333,False,True,0.9668155271776172,False,0.5,True,0.5374880602780541,RandomForest
0,0,4,0.0,0.0,False,False,0.3609725152247977,True,0.8083333333333332,False,0.4911048555553538,AdaBoost
4,6,5,0.0,0.5,False,False,0.4656461215082614,False,0.2,False,0.4784314279897055,AdaBoost
5,8,7,0.9090909090000001,0.4,True,False,0.10141802192462544,False,0.4,True,0.5603393416815077,AdaBoost
25,300,7,0.0,0.24,True,True,0.5171784000584939,True,0.6,False,0.4051249018912946,AdaBoost
3,3,4,0.0,0.583333333,True,False,0.43852803444432537,False,0.2,False,0.4887197823031793,AdaBoost
7,0,2,0.0,0.857142857,False,False,0.053254281164398405,False,0.1,False,0.08635913444568054,AdaBoost
