lcom,ce,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
0,3,78,0,3,False,False,0.026434058628180518,False,0.0,False,0.01850160651132361,Voting
16,2,112,1,2,False,False,0.026628339951815568,False,0.0,False,0.058204562320928285,Voting
9,0,91,5,1,False,False,0.030004227675290582,False,0.0,False,0.056010034936106685,Voting
68,15,365,7,4,False,False,0.3193965242256676,False,0.2,False,0.1973564618406464,Voting
1,11,243,1,4,False,False,0.0518147428967775,False,0.0,False,0.3551783062734982,Voting
6,1,79,5,1,False,False,0.029578171792537463,False,0.0,False,0.09337326336618383,Voting
21,1,109,1,7,False,False,0.19714998619968468,False,0.35,False,0.4986042214432456,Voting
0,0,7,0,0,False,False,0.01921270369416173,False,0.05,False,0.08066643641196536,Voting
1,0,2,0,1,False,False,0.020067550677991576,False,0.0,False,0.011429647630862209,Voting
91,7,54,0,1,False,False,0.03639428922288083,False,0.0,False,0.004746687053177042,Voting
0,4,254,1,3,True,False,0.037499251021502776,False,0.0,False,0.06530372646570214,Voting
55,5,11,0,1,False,False,0.3613631032528261,True,0.8,True,0.7286606813714251,Voting
11,5,39,2,1,False,False,0.1909398515145232,False,0.0,False,0.14749347851949673,Voting
78,8,49,0,1,False,False,0.10222521366697968,False,0.1829004329004329,False,0.4884429574227173,Voting
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.11406082544543758,Voting
16,15,354,5,4,False,False,0.19930114091581808,False,0.0,False,0.1302120062525426,Voting
1,4,17,0,1,False,False,0.022932627206399832,False,0.0,False,0.11406082544543758,Voting
10,16,495,3,3,False,True,0.5717182776961344,True,0.6,True,0.7307353126777542,Voting
1,0,45,0,4,False,False,0.024309300729332375,False,0.0,False,0.045731214048183984,Voting
182,31,495,4,2,False,False,0.4460269226532188,False,0.1,False,0.14405101117586533,Voting
8,0,26,0,1,False,False,0.02116876094169656,False,0.0,False,0.05912525103168845,Voting
0,14,402,0,17,False,False,0.060334288988456025,False,0.0,False,0.1533827032127808,Voting
1,4,29,0,1,False,False,0.023310336948201543,False,0.2,False,0.3174916207616804,Voting
1,3,26,1,0,False,False,0.02087102401819685,False,0.0,False,0.09725750783561164,Voting
78,8,49,0,1,False,False,0.10222521366697968,False,0.1829004329004329,False,0.4884429574227173,Voting
0,0,23,0,1,False,False,0.020579818088537268,False,0.0,False,0.03714779575629697,Voting
3,7,54,0,2,False,False,0.028065000352752497,False,0.0,False,0.0204263095886257,Voting
78,9,57,0,1,False,False,0.03730476952177442,False,0.14285714285714285,False,0.1579299255769808,Voting
88,20,367,6,5,False,False,0.35317551701607663,False,0.1,False,0.3103241024825013,Voting
10,0,75,0,2,True,False,0.02394257103577317,False,0.0,False,0.011312177091495044,Voting
78,8,49,0,1,False,False,0.10222521366697968,False,0.1829004329004329,False,0.4884429574227173,Voting
0,0,77,0,0,False,False,0.021213896936499582,False,0.0,False,0.15988691393777096,Voting
3,1,16,0,0,False,False,0.020177134913135216,False,0.0,False,0.036937943220352994,Voting
21,7,73,0,2,False,False,0.030445243187748064,False,0.0,False,0.0063400417245421115,Voting
260,4,443,3,8,False,True,0.7145344418052844,True,0.8,True,0.8023879915350866,Voting
3,7,67,0,3,False,False,0.029889890641754444,False,0.0,False,0.02995708745472913,Voting
4,9,223,0,5,False,False,0.0462680893593545,False,0.1,False,0.2586763882036246,Voting
3,7,63,0,2,False,False,0.028428302769145274,False,0.0,False,0.013254244236713952,Voting
55,5,11,0,1,False,False,0.3613631032528261,True,0.8,True,0.7286606813714251,Voting
0,0,38,0,0,True,False,0.020053937172979368,False,0.0,False,0.28888299311483834,Voting
31,0,64,0,1,False,False,0.02404134130066564,False,0.0,False,0.02152895037680819,Voting
11,1,129,6,3,True,False,0.05921379605657508,False,0.0,False,0.11485721312824265,Voting
95,5,235,3,7,False,False,0.06823081661031677,False,0.05,False,0.1817621233143,Voting
78,8,49,0,1,False,False,0.07899591439118449,False,0.1235822510822511,False,0.4850397368241279,Voting
3,6,46,0,1,False,False,0.025696692141257253,False,0.2,False,0.1689606966360018,Voting
9,13,366,4,4,False,False,0.15493705986889936,False,0.05,False,0.35013930432118084,Voting
51,17,350,1,3,True,False,0.4605639214645649,True,0.6,True,0.7269995508608124,Voting
492,6,441,2,7,True,True,0.6101798644832473,False,0.4166666666666667,True,0.5021607841128383,Voting
0,0,164,0,13,True,False,0.02741410264085669,False,0.0,False,0.06564626165255026,Voting
276,13,189,0,1,False,False,0.23434327984429815,False,0.0,False,0.07976880068346606,Voting
0,5,68,1,3,False,False,0.0295302622753883,False,0.2,False,0.3365058094819041,Voting
1,4,30,0,2,False,False,0.025110122691965053,False,0.0,False,0.08296763497355579,Voting
11,1,141,7,3,False,False,0.10393162197787366,False,0.05,False,0.15003928975651934,Voting
3,7,52,0,2,False,False,0.02759385816323495,False,0.0,False,0.038785005647807035,Voting
1,4,76,0,5,False,False,0.030037741346300963,False,0.0,False,0.032020591246115206,Voting
10,1,5,0,1,False,False,0.02261017871414761,False,0.0,False,0.07740753512120592,Voting
78,9,81,0,1,True,False,0.034332045254533435,False,0.0,False,0.07639782385384802,Voting
2,7,91,1,1,False,False,0.029422389791478376,False,0.16666666666666666,False,0.2985293690045679,Voting
3,7,103,0,5,False,False,0.03369959519075622,False,0.0,False,0.0928848727264209,Voting
6,3,4,0,1,False,False,0.022773961584489747,False,0.0,False,0.04444291114923606,Voting
1,8,59,0,1,False,False,0.02721795258295793,False,0.0,False,0.06643126034672002,Voting
0,5,94,0,1,False,False,0.028108995075147192,False,0.0,False,0.07185176979450741,Voting
15,2,6,0,1,False,False,0.023024737810823863,False,0.0,False,0.1376262709110842,Voting
10,2,5,0,1,False,False,0.022775411422008826,False,0.0,False,0.09070193024732597,Voting
0,0,22,0,1,False,False,0.022923907941698518,False,0.0,False,0.08381352688139758,Voting
11,1,81,2,3,False,False,0.031316274940440966,False,0.0,False,0.0023890150649450177,Voting
0,1,1,0,1,False,False,0.02205361465081207,False,0.0,False,0.0023302705201842123,Voting
3,0,90,0,6,False,False,0.03013808472678191,False,0.0,False,0.008082384316316006,Voting
66,12,110,0,1,True,False,0.3716465581966655,True,0.7,True,0.6818504735820256,Voting
36,10,77,0,1,False,False,0.03141932216449388,False,0.0,False,0.055157275314144716,Voting
3,7,55,0,2,False,False,0.02777331928407122,False,0.0,False,0.0377787483327954,Voting
457,6,454,2,7,False,True,0.6073844059033021,False,0.4666666666666667,True,0.5019250132205763,RandomForest
4,0,90,0,1,False,False,0.026836001650522297,False,0.0,False,0.035201464543416626,Voting
0,0,32,0,0,False,False,0.02255433066951795,False,0.275,True,0.6161190692118984,Voting
6,0,104,0,5,False,False,0.03128737559936734,False,0.0,False,0.02472472856033961,Voting
91,8,86,0,1,False,False,0.035322162794920585,False,0.027272727272727268,False,0.26652962238415234,Voting
40,0,119,0,7,False,False,0.20057981810633976,True,0.6266666666666667,True,0.5005831846177377,Voting
78,9,81,0,1,True,False,0.034332045254533435,False,0.0,False,0.07639782385384802,Voting
18,7,253,0,5,False,False,0.218065250736214,False,0.3,False,0.4879687868691466,Voting
0,7,168,1,3,False,False,0.03883545386652723,False,0.0,False,0.1758863555249903,Voting
3,0,35,0,1,False,False,0.02368984693985338,False,0.0,False,0.13682455267561086,Voting
6,3,22,0,1,False,False,0.02365995402992501,False,0.0,False,0.04102036251783229,Voting
13,13,226,1,1,False,False,0.04908435330643287,False,0.0,False,0.153378228523353,Voting
7,17,216,0,5,False,False,0.0736184216651431,False,0.1,False,0.0913435308229142,Voting
36,1,342,0,4,False,False,0.06455647007801811,False,0.0,False,0.07525626987762696,Voting
383,34,684,8,6,True,True,0.8277688496131006,False,0.5,True,0.6749456601297236,Voting
2,10,262,1,6,True,False,0.059593051596158485,False,0.4166666666666667,False,0.4947687582212039,Voting
21,11,80,0,1,False,False,0.031466402278458386,False,0.0,False,0.05268760240289435,Voting
55,2,11,0,1,True,False,0.3585923319705698,True,0.8,True,0.7500795247976791,Voting
11,6,169,0,5,False,False,0.039302238743013695,False,0.0,False,0.049629637230573134,Voting
20,21,252,5,5,False,False,0.2477899059435112,False,0.0,False,0.12512812945244506,Voting
78,8,49,0,1,False,False,0.07899591439118449,False,0.1235822510822511,False,0.4850397368241279,Voting
1,3,91,0,5,False,False,0.030708658559568117,False,0.0,False,0.015277754418213737,Voting
6,5,38,0,1,False,False,0.02503907626575641,False,0.0,False,0.11007086589611234,Voting
3,1,16,0,0,False,False,0.02202687777734813,False,0.0,False,0.09302753894883084,Voting
0,10,234,2,4,False,False,0.057436564337943835,False,0.2,False,0.3266673616161446,Voting
76,2,171,2,7,False,False,0.047838224230077435,False,0.34500000000000003,True,0.5027787335400353,Voting
2,0,99,0,5,False,False,0.030750262681074187,False,0.0,False,0.02744151072069475,Voting
6,0,17,0,1,False,False,0.02290297792513985,False,0.0,False,0.04634280163096561,Voting
1,2,2,0,1,False,False,0.0222963628939887,False,0.0,False,0.024232547614609176,Voting
2,12,179,3,4,False,False,0.06089957355894676,False,0.0,False,0.2411679667756276,Voting
37,1,109,1,7,False,False,0.0342193871684601,False,0.1,False,0.12333128103657286,Voting
18,19,360,0,6,False,False,0.15386984145066335,False,0.0,False,0.12950170659562593,Voting
78,8,49,0,1,False,False,0.07899591439118449,False,0.1235822510822511,False,0.4850397368241279,Voting
1,4,17,0,1,False,False,0.02345906752588296,False,0.0,False,0.05208247004653336,Voting
1,3,11,0,1,False,False,0.02292383250504082,False,0.0,False,0.10754105759224368,Voting
0,1,1,0,1,False,False,0.02205361465081207,False,0.0,False,0.0023302705201842123,Voting
7,12,302,1,2,False,False,0.397613416864594,False,0.15,False,0.3940903306553997,Voting
0,1,1,0,1,False,False,0.02205361465081207,False,0.0,False,0.0023302705201842123,Voting
61,8,214,0,5,False,False,0.049268153125890925,False,0.0,False,0.1259263973294633,Voting
0,0,140,0,2,False,False,0.02981071177443453,False,0.0,False,0.02793115206932729,Voting
91,7,54,0,1,False,False,0.03408847795420066,False,0.0,False,0.026066872235554046,Voting
14,1,46,1,1,False,False,0.02578409195035437,False,0.0,False,0.07492977967323171,Voting
88,2,163,2,7,False,False,0.21758616481238596,True,0.6333333333333333,True,0.5019061117232296,Voting
21,2,7,0,1,False,False,0.024246776621317558,False,0.0,False,0.09196840486815892,Voting
78,8,49,0,1,False,False,0.03273701459276609,False,0.0,False,0.052366843371805936,Voting
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting
3,6,48,0,1,False,False,0.02553021489485169,False,0.3,False,0.27850150211275165,Voting
0,0,13,0,0,True,False,0.022052708099670384,False,0.0,False,0.07873752188271584,Voting
115,31,798,8,13,True,False,0.44555178628921976,False,0.2,False,0.17333668086329942,Voting
0,4,43,0,1,False,False,0.3579870666152634,False,0.15,False,0.34157201311822033,Voting
24,1,343,1,22,False,False,0.04243559858472682,False,0.0,False,0.21305798518400534,Voting
28,1,8,0,1,False,False,0.0246398238664842,False,0.0,False,0.047193690982544716,Voting
0,0,11,0,0,False,False,0.02198347437526085,False,0.0,False,0.13390824881846028,Voting
78,9,57,0,1,False,False,0.033717953757146917,False,0.2,False,0.2195414232791274,Voting
28,10,83,0,3,True,False,0.033722150883248835,False,0.0,False,0.03612680448750803,Voting
21,2,7,0,1,False,False,0.024246776621317558,False,0.0,False,0.09196840486815892,Voting
6,1,4,0,1,False,False,0.023106594836580143,False,0.0,False,0.08861577126966791,Voting
15,8,83,0,2,False,False,0.0299468937132828,False,0.0,False,0.04241485188180995,Voting
1,1,15,0,1,False,False,0.02321485667951716,False,0.0,False,0.05438777153314329,Voting
26,5,200,2,3,False,False,0.04202864879005308,False,0.0,False,0.047190881068486616,Voting
37,10,447,2,9,False,False,0.11193965356130653,False,0.08,False,0.13753570215654942,Voting
15,9,60,0,1,False,False,0.02798122258309673,False,0.0,False,0.06792187618162512,Voting
0,15,178,3,9,False,False,0.3956934585608973,True,0.7,True,0.7972418552870582,Voting
3,6,21,0,1,False,False,0.024457249264729832,False,0.2,False,0.2811946016466728,Voting
2,10,153,1,3,False,False,0.03752045223583953,False,0.0,False,0.198339349448707,Voting
51,1,169,0,7,False,False,0.040380709078928684,False,0.35,False,0.2039978554108906,Voting
10,1,89,0,3,False,False,0.029028643259422032,False,0.028571428571428567,False,0.020380816641400776,Voting
2,10,118,1,1,False,False,0.031406443225750195,False,0.0,False,0.2605857793524844,Voting
13,20,274,1,2,False,False,0.25646005660326104,False,0.0,False,0.17935822988274758,Voting
78,8,49,0,1,True,False,0.03273701459276609,False,0.0,False,0.052366843371805936,Voting
0,0,23,0,1,False,False,0.023378839388981314,False,0.0,False,0.10175925713961667,Voting
83,1,129,1,7,False,False,0.043518317155750864,False,0.3,False,0.1570762814837468,Voting
13,21,157,0,4,False,False,0.07958626066593506,False,0.0,False,0.03471534710621948,Voting
1,4,81,0,2,False,False,0.027443404351369917,False,0.0,False,0.18646113451121984,Voting
0,20,274,1,5,True,False,0.11069835450978724,False,0.0,False,0.070288729729205,Voting
10,1,56,0,1,False,False,0.025346187169799514,False,0.0,False,0.18501347167331847,Voting
270,5,509,3,4,False,False,0.4051993613273033,False,0.025,False,0.059021050473616325,Voting
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting
4,10,223,0,3,False,False,0.04217443614074055,False,0.0,False,0.05555436013078432,Voting
17,0,150,0,3,False,False,0.03295279685454434,False,0.0,False,0.02962477023676566,Voting
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting
36,9,207,0,7,False,False,0.046306247739722806,False,0.0,False,0.06074875923670365,Voting
28,2,8,0,1,False,False,0.024754168462272158,False,0.0,False,0.09668915307578367,Voting
3,7,63,0,3,False,False,0.028869099808862382,False,0.0,False,0.03483947365901986,Voting
1,7,110,0,1,False,False,0.028557613470844418,False,0.0,False,0.08993374652337023,Voting
0,23,291,1,5,True,False,0.16507154272177854,False,0.0,False,0.08427040262499574,Voting
147,14,596,3,8,True,True,0.7039584792411139,False,0.5,True,0.6939395089756418,Voting
1,4,17,0,1,False,False,0.02371559672894001,False,0.0,False,0.0803620706947965,Voting
3,7,93,0,4,False,False,0.03145016807571989,False,0.0,False,0.02062864039003491,Voting
4,4,128,2,2,False,False,0.03235660862049775,False,0.0,False,0.03594745579085123,Voting
10,1,5,0,1,False,False,0.023376659238882797,False,0.0,False,0.10493473892885877,Voting
41,13,221,6,5,False,False,0.1478372467196889,False,0.0,False,0.06430221692644833,Voting
253,8,23,0,1,False,False,0.11715688160737793,False,0.0,False,0.02005573225485006,Voting
4,8,300,2,5,True,False,0.39353676950613775,True,0.7,True,0.5725024713157334,Voting
1,7,46,0,1,False,False,0.02563854750905164,False,0.0,False,0.058823056008681214,Voting
344,11,564,1,5,True,False,0.44765138704078944,False,0.05,False,0.10596940490018596,Voting
0,3,75,1,4,False,False,0.029883842154100743,False,0.0,False,0.07054045106746168,Voting
15,0,385,0,47,False,False,0.05174395783785022,False,0.0,False,0.07891294775074037,Voting
10,8,135,0,1,False,False,0.030954100541184887,False,0.0,False,0.03192443094797457,Voting
11,1,105,4,3,False,False,0.040079610960186855,False,0.0,False,0.002033742081455355,Voting
78,9,65,0,1,False,False,0.034158024257106734,False,0.2,False,0.2980609371190571,Voting
2,11,247,1,8,True,False,0.3849025510109725,False,0.5,True,0.5948347381740515,AdaBoost
4,17,221,1,4,False,False,0.06724826912271874,False,0.0,False,0.06531772276102735,Voting
118,3,264,1,7,False,False,0.2374063609129715,False,0.45,False,0.4972094006849156,Voting
6,6,148,3,3,False,False,0.039221899450306866,False,0.0,False,0.06985544145949273,Voting
1,7,35,0,1,False,False,0.02599189765129076,False,0.0,False,0.08694076061142525,Voting
1,4,49,0,1,True,False,0.3589358706912871,True,0.8,True,0.7524414439684847,Voting
3,7,103,0,6,False,False,0.034721615531005966,False,0.0,False,0.1451524866076494,Voting
253,10,23,0,1,False,False,0.1263647894539862,False,0.0,False,0.05489146908478251,Voting
3,2,3,0,1,False,False,0.02279890456202931,False,0.03333333333333333,False,0.12065918032445686,Voting
6,1,4,0,1,False,False,0.022776086942125472,False,0.0,False,0.11640267538311692,Voting
1,1,2,0,1,False,False,0.022455511985363802,False,0.0,False,0.0355495361914346,Voting
167,25,464,7,4,True,True,0.7395632560940997,False,0.5,True,0.534432006142003,Voting
11,1,105,4,3,False,False,0.03724512321856863,False,0.0,False,0.00304327194558205,Voting
28,2,8,0,1,False,False,0.02432713592374186,False,0.0,False,0.1309933584900088,Voting
63,1,152,1,7,False,False,0.20801425884884173,False,0.3133333333333333,True,0.5023907648028912,Voting
73,16,309,7,7,False,False,0.2954543539602139,False,0.2,False,0.2079465473655292,Voting
2,13,163,1,1,False,False,0.04043421595990841,False,0.0,False,0.0931415333396846,Voting
3,7,52,0,2,False,False,0.02819401928160667,False,0.0,False,0.06003239258934906,Voting
6,0,4,0,1,False,False,0.022602941771120155,False,0.0,False,0.0928300420321349,Voting
11,1,117,5,3,False,False,0.04642105236133439,False,0.0,False,0.003909508863910436,Voting
36,1,122,1,7,False,False,0.03559212995717224,False,0.0,False,0.25675766393403,Voting
31,7,285,0,7,False,False,0.059441184979646074,False,0.1,False,0.08315934390342168,Voting
126,19,264,8,4,False,True,0.6847203006517045,False,0.175,False,0.33736464761808804,Voting
1,8,56,0,1,False,False,0.027693208989175683,False,0.0,False,0.0961777676935448,Voting
117,8,221,0,7,False,False,0.0688122165490337,False,0.2,False,0.15188990592450144,Voting
0,4,115,0,4,False,False,0.03277010521826529,False,0.0,False,0.008133471886999116,Voting
8,8,220,1,4,False,False,0.0472535811824511,False,0.0,False,0.10586966961224313,Voting
3,1,3,0,1,True,False,0.10592476868543914,False,0.4030555555555555,False,0.4895546488649302,Voting
9,1,79,1,1,False,False,0.02654656373128925,False,0.0,False,0.055731134712175945,Voting
6,1,91,6,1,False,False,0.044792783140822,False,0.0,False,0.007288627644136519,Voting
7,1,41,1,1,False,False,0.024330604132938218,False,0.0,False,0.09723084972030492,Voting
1,1,9,0,1,False,False,0.02278204432749733,False,0.0,False,0.11026770332046074,Voting
3,7,72,0,3,False,False,0.030573504148716988,False,0.0,False,0.02818075942654476,Voting
2,10,202,1,7,True,False,0.04869655789138174,True,0.7,True,0.6315516100507039,Voting
0,0,45,0,3,False,False,0.026261692626320488,False,0.0,False,0.07504259851441017,Voting
0,0,35,0,1,False,False,0.02383391974569271,False,0.0,False,0.12762581109632073,Voting
0,0,28,0,1,False,False,0.3568144292762833,False,0.0,False,0.2439771530918773,Voting
69,0,213,0,7,False,False,0.2155346129582407,False,0.395,True,0.5004354230652179,Voting
180,1,418,0,7,False,False,0.19391806027836173,False,0.0,False,0.06133377403266151,Voting
6,4,205,0,1,False,False,0.03725369017196061,False,0.0,False,0.14254966935994487,Voting
6,6,28,0,1,True,False,0.3587706568318649,True,0.6,True,0.685144677136416,Voting
282,3,348,3,7,True,True,0.6968530705676472,True,0.6666666666666666,True,0.8208871757941084,Voting
91,7,53,0,1,False,False,0.03414441893794107,False,0.0,False,0.04202029561248835,Voting
0,0,1,0,1,False,False,0.0221963790217948,False,0.0,False,0.0417208224769282,Voting
9,0,155,0,3,False,False,0.03430950860746497,False,0.0,False,0.05306610820275068,Voting
108,36,368,6,3,False,False,0.3952370829195275,False,0.06666666666666668,False,0.0663775370719376,Voting
20,1,99,1,7,False,False,0.0325212365258686,False,0.0,False,0.0060417278449753,Voting
78,9,81,0,1,False,False,0.3695201831189552,True,0.9,True,0.7989343579212089,Voting
36,10,80,0,1,False,False,0.03285740411534165,False,0.0,False,0.10592886523678917,Voting
15,7,46,0,1,False,False,0.02738158366976313,False,0.0,False,0.020302361979516903,Voting
4,3,119,0,2,False,False,0.030897996438026362,False,0.0,False,0.060729147272315674,Voting
1,3,11,0,1,False,False,0.023333524506721843,False,0.0,False,0.07594733100979613,Voting
1,1,187,1,3,False,False,0.0368244325396292,False,0.0,False,0.18667739422307567,Voting
253,7,23,0,1,False,False,0.11115353514601076,False,0.0,False,0.026394054410188102,Voting
0,0,1,0,1,False,False,0.0221963790217948,False,0.0,False,0.0417208224769282,Voting
0,4,115,0,4,False,False,0.03277010521826529,False,0.0,False,0.008133471886999116,Voting
21,2,7,0,1,False,False,0.02388831095760101,False,0.0,False,0.10381770510397058,Voting
1,1,2,0,1,False,False,0.022455511985363802,False,0.0,False,0.0355495361914346,Voting
0,1,30,0,1,False,False,0.023762865092971125,False,0.0,False,0.07152645662363323,Voting
15,2,6,0,1,False,False,0.02352386674746565,False,0.0,False,0.09391991145511837,Voting
1,4,11,0,1,False,False,0.023617594670886186,False,0.0,False,0.11952160006129132,Voting
0,0,45,0,3,False,False,0.026261692626320488,False,0.0,False,0.07504259851441017,Voting
1,1,9,0,1,False,False,0.02278204432749733,False,0.0,False,0.11026770332046074,Voting
7,1,41,1,1,False,False,0.024330604132938218,False,0.0,False,0.09723084972030492,Voting
9,0,155,0,3,False,False,0.03430950860746497,False,0.0,False,0.05306610820275068,Voting
108,36,368,6,3,True,False,0.3952370829195275,False,0.06666666666666668,False,0.0663775370719376,Voting
21,2,7,0,1,False,False,0.02388831095760101,False,0.0,False,0.10381770510397058,Voting
1,1,2,0,1,False,False,0.022455511985363802,False,0.0,False,0.0355495361914346,Voting
15,2,6,0,1,False,False,0.02352386674746565,False,0.0,False,0.09391991145511837,Voting
0,0,35,0,1,False,False,0.02328179995216791,False,0.0,False,0.12986545276705408,Voting
69,0,213,0,7,False,False,0.21512141340869004,False,0.4916666666666666,False,0.4994021320438563,Voting
180,1,418,0,7,False,False,0.20958838650335465,False,0.0,False,0.06744390068118178,Voting
28,1,8,0,1,False,False,0.02409276979496786,False,0.0,False,0.049874318617153315,Voting
0,3,141,2,2,False,False,0.030368457926993005,False,0.0,False,0.057518835567662435,Voting
6,1,91,6,1,False,False,0.04089479529744994,False,0.025,False,0.0047836769317649115,Voting
0,0,1,0,1,False,False,0.021897170087314736,False,0.0,False,0.011738443987035649,Voting
282,3,348,3,7,True,True,0.7172122587308877,True,0.6,True,0.8319196745907868,Voting
4,0,31,0,1,False,False,0.023340656388912626,False,0.0,False,0.1035144300754016,Voting
6,6,28,0,1,True,False,0.3584739728552022,True,0.6,True,0.6714081166325019,Voting
6,4,205,0,1,False,False,0.03490651921974658,False,0.0,False,0.11049861696393416,Voting
1,4,11,0,1,False,False,0.023350169224965595,False,0.0,False,0.08357114670630955,Voting
0,0,1,0,1,False,False,0.021897170087314736,False,0.0,False,0.011738443987035649,Voting
300,7,25,0,1,False,False,0.26831778706721243,False,0.0,False,0.006734900306715235,Voting
1,7,35,0,1,False,False,0.02559671233025339,False,0.0,False,0.025170288254283846,Voting
448,5,261,3,7,False,True,0.7646718115792055,False,0.45,False,0.4075689270281347,Voting
118,3,264,1,7,False,False,0.23974013605637856,False,0.4066666666666666,False,0.4989750449236681,Voting
6,6,134,3,3,False,False,0.034913948860699984,False,0.0,False,0.07615265962917445,Voting
4,17,221,1,4,False,False,0.06855543702430582,False,0.0,False,0.08245288410701389,Voting
11,1,105,4,3,False,False,0.03412431897776996,False,0.0,False,0.0006150468766979906,Voting
11,1,105,4,3,False,False,0.03412431897776996,False,0.0,False,0.0006150468766979906,Voting
21,2,7,0,1,False,False,0.02382715564749045,False,0.0,False,0.1057471939230281,Voting
300,10,25,0,1,False,False,0.2868645590081332,False,0.0,False,0.060614596831474014,Voting
3,2,3,0,1,False,False,0.0225633356770424,False,0.0,False,0.1391991677328712,Voting
1,2,203,1,3,False,False,0.035894142340663834,False,0.0,False,0.11046701267880016,Voting
4,3,119,0,2,False,False,0.029598184203060044,False,0.0,False,0.03146885748136905,Voting
15,7,46,0,1,False,False,0.02706810803085588,False,0.0,False,0.011300269549427838,Voting
36,10,80,0,1,False,False,0.032560065600481136,False,0.0,False,0.09829042088944598,Voting
20,1,99,1,7,False,False,0.032174492084564264,False,0.0,False,0.01105818772126813,Voting
9,1,79,1,1,False,False,0.025592370108179576,False,0.075,False,0.007654170094098038,Voting
155,25,489,7,4,True,True,0.7407049761591465,True,0.6,True,0.6632719710760213,Voting
6,1,4,0,1,False,False,0.02254097914553953,False,0.0,False,0.04777789604145781,Voting
3,1,3,0,1,True,False,0.10566520068640396,False,0.2598484848484849,False,0.49040530153317796,Voting
15,0,385,0,47,False,False,0.058559714291202776,False,0.0,False,0.09366427206598116,Voting
28,2,8,0,1,False,False,0.02434385490528115,False,0.0,False,0.1318648106346215,Voting
0,3,75,1,4,False,False,0.02841177355059378,False,0.0,False,0.03581256917522176,Voting
344,11,543,1,5,False,False,0.4628571723199895,False,0.4,False,0.4985847559590739,Voting
1,7,46,0,1,False,False,0.026122179130272063,False,0.0,False,0.05092385472163995,Voting
4,8,299,1,5,True,False,0.056467438684025976,True,0.6,True,0.5888957603471313,Voting
41,11,185,6,5,False,False,0.10939171335402832,False,0.0,False,0.12624936121923153,Voting
10,1,5,0,1,False,False,0.02281442683794748,False,0.0,False,0.03835534238369244,Voting
4,4,128,2,2,False,False,0.03019137909858745,False,0.0,False,0.038147945414748634,Voting
36,9,207,0,7,False,False,0.049257638937152765,False,0.0,False,0.11954368893251535,Voting
13,24,337,1,3,True,False,0.20609593051106967,False,0.3,False,0.13717088253649198,Voting
17,0,150,0,3,False,False,0.03283278358815291,False,0.0,False,0.022220872223100117,Voting
4,12,271,0,9,False,False,0.05906903342121006,False,0.2,False,0.1806474514402826,Voting
