cbo,lcom3,mfa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
2,2.0,0.0,True,True,0.5577272729753798,True,0.9468769919836164,True,0.5143365222157137,RandomForest
13,0.817567568,0.556962025,True,True,0.99897744301103,True,1.0,True,0.7009871039354214,RandomForest
2,2.0,0.0,True,True,0.5577272729753798,True,0.9468769919836164,True,0.5143365222157137,RandomForest
3,2.0,0.953488372,True,True,0.9521315454334844,True,1.0,True,0.9618813578230524,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
0,1.111111111,0.0,False,False,0.21569956147723124,False,0.0,False,0.2418003897188991,RandomForest
0,0.933333333,0.0,True,False,0.23032342600518074,False,0.1,False,0.33391646142636944,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
1,0.14285714300000002,0.0,True,True,0.687394126229885,False,0.5,False,0.4688460940999571,Voting
3,2.0,0.872340426,True,True,0.935342268119044,True,1.0,True,0.9545828424311956,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
6,1.0,0.728682171,True,True,0.9743058520354404,True,1.0,True,0.8722141927032685,RandomForest
17,0.8560719640000001,0.651515152,True,True,0.9998782260307156,True,0.9,True,0.8694521105085725,RandomForest
2,2.0,0.0,True,True,0.5577272729753798,True,0.9468769919836164,True,0.5143365222157137,RandomForest
4,0.96,0.9375,True,True,0.973911778788518,True,1.0,True,0.9529951784919783,RandomForest
5,0.716666667,0.0,True,True,0.8127418561986047,True,1.0,True,0.9404330122787009,RandomForest
3,2.0,0.953488372,True,True,0.9521315454334844,True,1.0,True,0.9618813578230524,RandomForest
26,0.28571428600000004,0.818181818,True,True,0.999998306456386,True,1.0,True,0.8576600529389753,RandomForest
6,0.666666667,0.962025316,True,True,0.9901699102096854,True,1.0,True,0.9504532048496808,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
2,2.0,0.886792453,True,True,0.9182426684610068,True,1.0,True,0.9622161599743636,RandomForest
2,2.0,0.979166667,True,True,0.939664552555836,True,1.0,True,0.9501959474859368,RandomForest
6,2.0,0.52173913,True,True,0.9066152005156294,True,1.0,True,0.9491514725942884,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
9,1.0,1.0,True,True,0.8308245520430741,True,0.8266666666666665,True,0.7191931459100515,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
3,0.9411764709999999,0.846846847,True,True,0.9508136379413225,True,1.0,True,0.8865578495372215,RandomForest
2,2.0,0.0,True,True,0.5577272729753798,True,0.9468769919836164,True,0.5143365222157137,RandomForest
3,2.0,0.911111111,True,True,0.944113856613666,True,1.0,True,0.9543286701619356,RandomForest
7,2.0,0.0,True,True,0.8207842696325631,True,0.9333333333333332,True,0.8113494255850143,RandomForest
3,2.0,0.82,True,True,0.9210965401113757,True,1.0,True,0.9352209448784192,RandomForest
16,0.850806452,0.0,True,True,0.9993633610912376,True,1.0,True,0.9147874792818824,RandomForest
8,2.0,0.0,False,True,0.7626679079363501,True,0.6833333333333333,True,0.5041964824149197,RandomForest
5,2.0,1.0,True,True,0.9804726641754988,True,1.0,True,0.9082602438277712,RandomForest
2,2.0,0.783333333,True,True,0.8833714961011973,True,1.0,True,0.9419915600088832,RandomForest
3,2.0,0.931818182,True,True,0.9482248087308286,True,1.0,True,0.9541732776843788,RandomForest
5,0.615384615,0.3,True,True,0.8875487077817662,True,1.0,True,0.9694131589106472,RandomForest
0,2.0,0.0,False,False,0.1935954501303129,False,0.06689244554684201,False,0.4874945384604205,RandomForest
2,1.0,0.0,True,True,0.6372646060197301,True,1.0,True,0.9091158240627182,RandomForest
2,2.0,0.979166667,True,True,0.931125807931824,True,1.0,True,0.9519900896866518,RandomForest
7,0.529411765,0.8235294120000001,True,True,0.9944025723743634,True,0.8,True,0.9331638025690666,RandomForest
1,0.571428571,0.0,True,True,0.6226392870537529,True,1.0,True,0.9278242262581712,RandomForest
17,0.925581395,0.5,True,True,0.9999679117422988,True,1.0,True,0.9936031487441764,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
2,2.0,0.8392857140000001,True,True,0.8906900218867976,True,1.0,True,0.956282574191468,RandomForest
59,0.96969697,0.7333333329999999,True,True,0.999999999999997,True,0.9,True,0.984275718473156,RandomForest
14,0.9363636359999999,0.0,True,True,0.9996032388573264,True,1.0,True,0.8886629456292467,RandomForest
3,2.0,0.87037037,True,True,0.9306579469731028,True,1.0,True,0.962380153484078,RandomForest
2,2.0,0.0,True,True,0.5554533418354134,True,0.9422237484737483,True,0.5150948971677429,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
11,2.0,0.84375,True,True,0.9993497808246126,True,1.0,True,0.9205161134915733,RandomForest
2,2.0,0.0,True,True,0.5554533418354134,True,0.9422237484737483,True,0.5150948971677429,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
3,0.488888889,0.0,True,True,0.7502763811891562,True,1.0,True,0.9882155865619784,RandomForest
57,0.901515152,0.0,True,True,0.9999999999999712,True,1.0,True,0.9818481617396068,RandomForest
3,2.0,0.953488372,True,True,0.9491383523146514,True,1.0,True,0.9671703581527452,RandomForest
3,2.0,0.0,True,True,0.5963971503733744,True,0.9158658008658008,True,0.5138377612675951,RandomForest
3,2.0,0.0,True,True,0.5963971503733744,True,0.9158658008658008,True,0.5138377612675951,RandomForest
2,2.0,0.944444444,True,True,0.9229925570498762,True,1.0,True,0.9590650528762628,RandomForest
2,2.0,0.9215686270000001,True,True,0.9169770494290824,True,1.0,True,0.9522508260681569,RandomForest
6,0.647058824,0.0,True,True,0.9065249620584662,True,0.9,True,0.7400499377120128,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
18,0.98089701,0.39130434799999997,True,True,0.9999775094023288,True,1.0,True,0.9939199953673752,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
5,2.0,0.0,True,True,0.7484460084570511,True,1.0,True,0.9717992896294172,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
5,1.1,0.0,True,True,0.8114494841053101,True,1.0,True,0.9892707819764684,RandomForest
2,0.333333333,0.884615385,True,True,0.9457417195391398,True,1.0,True,0.8102993938839952,RandomForest
2,2.0,0.0,True,True,0.5554533418354134,True,0.9422237484737483,True,0.5150948971677429,RandomForest
2,2.0,0.979166667,True,True,0.931125807931824,True,1.0,True,0.9519900896866518,RandomForest
0,2.0,0.0,True,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
7,2.0,1.0,True,True,0.994580139137152,True,1.0,True,0.9199742993139142,RandomForest
3,2.0,0.0,True,True,0.5963971503733744,True,0.9158658008658008,True,0.5138377612675951,RandomForest
0,2.0,0.0,True,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
22,0.956575682,0.0,True,True,0.9999950746302094,True,1.0,True,0.980814925044553,RandomForest
4,0.0,0.666666667,True,True,0.966543595079838,True,0.9,True,0.9040599859599784,RandomForest
9,1.028846154,0.0,True,True,0.9825154303319912,True,1.0,True,0.9036489289413946,RandomForest
6,0.666666667,0.96,True,True,0.9929819270594056,True,1.0,True,0.9722071401963296,RandomForest
3,1.5,0.967741935,True,True,0.9584042819699689,True,1.0,True,0.8703787490979759,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
4,0.75,0.961538462,True,True,0.9794820921478091,True,1.0,True,0.9808546473955664,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
13,0.37777777799999995,0.611111111,True,True,0.9997742629731556,True,1.0,True,0.6558073068412111,RandomForest
16,0.28571428600000004,0.818181818,True,True,0.9999697667210588,True,1.0,True,0.7476767521602251,RandomForest
6,1.0909090909999999,0.0,False,True,0.8731479483764651,True,0.9,True,0.8901022743569469,RandomForest
2,2.0,0.0,True,True,0.5554533418354134,True,0.9422237484737483,True,0.5150948971677429,RandomForest
2,2.0,0.979166667,True,True,0.931125807931824,True,1.0,True,0.9519900896866518,RandomForest
6,0.9649122809999999,0.0,True,True,0.8827512472620862,True,0.9,True,0.9248776368393384,RandomForest
0,2.0,0.0,False,False,0.16519617023433372,False,0.05646351738958775,False,0.4845032160111332,RandomForest
22,2.0,0.0,False,True,0.9999944628284306,True,1.0,True,0.940632548515826,RandomForest
5,2.0,0.0,False,True,0.7484460084570511,True,1.0,True,0.9717992896294172,RandomForest
3,0.780487805,0.0,True,True,0.7167670439493508,True,1.0,True,0.9644482146110136,RandomForest
3,2.0,0.931818182,True,True,0.9449218108095696,True,1.0,True,0.9687042558744988,RandomForest
16,0.9285714290000001,0.0,True,True,0.9998727005570459,True,1.0,True,0.9804638491480749,RandomForest
3,2.0,0.891304348,True,True,0.9359173971961866,True,1.0,True,0.962380153484078,RandomForest
4,2.0,0.0,True,True,0.6875491228519458,True,1.0,True,0.9698654592333348,RandomForest
38,0.933687003,0.0,True,True,0.999999999150193,True,1.0,True,0.9817641261416292,RandomForest
28,0.933870968,0.0,True,True,0.9999998091972052,True,1.0,True,0.9817641261416292,RandomForest
6,0.6806722690000001,0.734375,True,True,0.9860278221974544,True,1.0,True,0.9021127665503526,RandomForest
0,0.0,0.894736842,False,True,0.5973917482148511,False,0.3,False,0.3791431600742047,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
6,2.0,0.0,True,True,0.6798696062056518,True,0.9,True,0.5101730253115742,RandomForest
2,2.0,0.783333333,True,True,0.8988181204101875,True,1.0,True,0.9608091665248732,RandomForest
11,1.111111111,0.0,True,True,0.9882756970294464,True,0.9,True,0.7249101328004359,RandomForest
3,2.0,0.931818182,True,True,0.9577921062721771,True,1.0,True,0.9707966882234766,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
22,0.933333333,0.666666667,True,True,0.999990820147568,True,1.0,True,0.9568637695506512,RandomForest
4,0.0,0.0,True,True,0.5572498571329751,True,0.8,True,0.7467569594950543,RandomForest
0,0.5,0.0,True,False,0.3151905695957764,False,0.0,False,0.12560473311356446,RandomForest
3,2.0,0.931818182,True,True,0.9577921062721771,True,1.0,True,0.9707966882234766,RandomForest
0,2.0,1.0,False,True,0.5769395504992683,False,0.0,False,0.17902730342299894,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
3,2.0,0.854166667,True,True,0.9425773747956588,True,1.0,True,0.9704207148616932,RandomForest
2,0.5,0.0,True,True,0.7313780983559024,True,1.0,True,0.9841388933013706,RandomForest
2,2.0,0.810344828,True,True,0.9086213881424082,True,1.0,True,0.949334842276896,RandomForest
1,2.0,0.0,True,False,0.3810881285668493,False,0.4315115440115441,True,0.5002711959498586,AdaBoost
3,0.53030303,0.0,True,True,0.7738694053180307,True,1.0,True,0.9900303576088368,RandomForest
5,0.375,0.533333333,True,True,0.9670971395817402,True,1.0,True,0.9885467673610062,RandomForest
2,2.0,0.0,False,True,0.5615404622969958,True,0.9747937859354268,True,0.525352911860139,RandomForest
3,2.0,0.0,True,True,0.585560704032481,True,0.9185620915032678,True,0.5205332873956657,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
18,2.0,0.0,True,True,0.999752456493514,True,1.0,True,0.8286668301927698,RandomForest
6,0.8,0.0,True,True,0.8760808459126374,True,1.0,True,0.8625942656731544,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
0,0.876923077,0.0,False,False,0.2547793713012918,False,0.2,False,0.08631598443163717,RandomForest
2,2.0,0.979166667,True,True,0.94973893850503,True,1.0,True,0.9395528794416192,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
13,0.592592593,0.7692307690000001,False,True,0.9995984822283002,True,1.0,True,0.9423130865666122,RandomForest
3,2.0,0.911111111,True,True,0.9542980523609288,True,1.0,True,0.9704207148616932,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
4,0.25,0.0,True,True,0.8612024528487864,True,1.0,True,0.9810285178935012,RandomForest
2,0.666666667,0.666666667,True,True,0.924045485047698,True,1.0,True,0.9876877487623871,RandomForest
10,2.0,0.0,True,True,0.9562903715698092,True,0.9,True,0.7601488646856186,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
3,2.0,0.0,True,True,0.585560704032481,True,0.9185620915032678,True,0.5205332873956657,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
2,2.0,0.0,True,True,0.5615404622969958,True,0.9747937859354268,True,0.525352911860139,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
2,2.0,0.0,True,True,0.5615404622969958,True,0.9747937859354268,True,0.525352911860139,RandomForest
3,0.7989417990000001,0.0,True,True,0.7310627704817451,True,1.0,True,0.8927156474388356,RandomForest
6,0.25,0.0,False,True,0.93061187375238,True,1.0,True,0.5782832139171786,RandomForest
2,2.0,0.0,True,True,0.5615404622969958,True,0.9747937859354268,True,0.525352911860139,RandomForest
45,0.75,0.0,True,True,0.9999999988289048,True,1.0,True,0.9458767473665601,RandomForest
4,2.0,0.75,True,True,0.934426690898264,True,0.9,True,0.8957212583684394,RandomForest
0,0.7333333329999999,0.0,False,False,0.2762647653720816,False,0.0,False,0.10972029089545206,RandomForest
10,0.8833333329999999,0.214285714,True,True,0.98804899280696,True,1.0,True,0.970913976283142,RandomForest
3,0.7142857140000001,0.7307692309999999,True,True,0.9534453204341504,True,0.9,True,0.8226654182478941,RandomForest
9,0.9509803920000001,0.4074074070000001,True,True,0.9865794566033874,True,1.0,True,0.9836148493879326,RandomForest
0,0.75,0.0,False,False,0.2736587152600955,False,0.0,False,0.08218581023359968,RandomForest
0,2.0,0.0,False,False,0.18616820385753435,False,0.08487405112790034,False,0.4869462314078951,RandomForest
6,2.0,0.985714286,True,True,0.98951081164713,True,1.0,True,0.938841734252412,RandomForest
12,0.825,0.0,True,True,0.9953179823101528,True,0.9,True,0.7591992051636566,RandomForest
12,2.0,0.7692307690000001,True,True,0.9989236669128444,True,1.0,True,0.9218698865059399,RandomForest
1,0.6875,0.0,True,True,0.6549497304269137,True,0.8,True,0.7903368147427997,RandomForest
3,2.0,0.911111111,True,True,0.94108808053697,True,1.0,True,0.9651619989560054,RandomForest
2,2.0,0.0,True,True,0.546310358621998,True,0.948537110884672,True,0.5153890712598651,RandomForest
4,0.2,0.615384615,True,True,0.9576410393637748,True,1.0,True,0.953480473731667,RandomForest
3,2.0,0.931818182,True,True,0.9455246345546364,True,1.0,True,0.9642522070417149,RandomForest
5,0.666666667,0.9464285709999999,True,True,0.9856455996038076,True,1.0,True,0.9505269310299306,RandomForest
1,0.5,0.0,True,True,0.6667879825838089,True,1.0,True,0.9787439019578651,RandomForest
6,2.0,0.985714286,True,True,0.9848702113072396,True,1.0,True,0.9338717075616828,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
5,0.46153846200000004,0.0,True,True,0.8498153409217011,True,1.0,True,0.9576141545345714,RandomForest
6,2.0,0.958333333,True,True,0.98307399254187,True,1.0,True,0.9606007147286564,RandomForest
15,0.738095238,0.0,True,True,0.9987306224384129,True,0.9,True,0.8852019735285352,RandomForest
3,2.0,0.7580645159999999,True,True,0.8944898253133635,True,1.0,True,0.9621361389285076,RandomForest
6,0.666666667,0.94,True,True,0.9901708283885324,True,1.0,True,0.9253150274724256,RandomForest
13,0.761904762,0.0,True,True,0.9963188591939276,True,0.8,False,0.4340333064276793,RandomForest
5,2.0,0.0,True,True,0.6326350855706854,True,0.8216666666666667,True,0.5087819585923885,RandomForest
16,2.0,0.0,True,True,0.6655327790639561,False,0.2,False,0.275282353009662,Voting
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
16,2.0,0.0,True,True,0.6655327790639561,False,0.2,False,0.275282353009662,Voting
5,0.166666667,0.0,True,True,0.8837573860288627,True,1.0,True,0.9353516645652064,RandomForest
13,1.058823529,0.0,True,True,0.9956230275889124,True,0.7,True,0.7049779098466188,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
10,0.771428571,0.0,True,True,0.9777172349789152,True,0.7,True,0.6752521292243846,RandomForest
1,0.9841269840000001,0.0,True,False,0.2682816908562167,False,0.5,False,0.4310140956624474,RandomForest
5,1.0,0.878504673,True,True,0.97867190641581,True,1.0,True,0.9583820209547651,RandomForest
3,2.0,0.931818182,True,True,0.9455246345546364,True,1.0,True,0.9642522070417149,RandomForest
2,2.0,0.0,True,True,0.546310358621998,True,0.948537110884672,True,0.5153890712598651,RandomForest
4,0.9,0.9152542370000001,True,True,0.9742652847160236,True,1.0,True,0.9667002633988953,RandomForest
3,0.944444444,0.0,True,True,0.6928121776348353,True,1.0,True,0.9050579217430832,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
2,2.0,0.0,True,True,0.546310358621998,True,0.948537110884672,True,0.5153890712598651,RandomForest
1,2.0,1.0,True,True,0.9230149795122332,False,0.4,False,0.3652468759199748,Voting
2,2.0,0.8245614040000001,True,True,0.8944993795951666,True,1.0,True,0.939576213948194,RandomForest
9,1.333333333,0.0,True,True,0.936971965418312,True,0.7,True,0.6427062757992389,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
10,1.0,0.571428571,True,True,0.9935635140702832,True,1.0,True,0.9316922549134417,RandomForest
5,2.0,0.848484848,True,True,0.9600404626417188,True,1.0,True,0.9557727208023832,RandomForest
1,2.0,0.0,True,False,0.40197577132883416,True,0.6125213675213674,True,0.5032814605842324,RandomForest
2,2.0,0.94,True,True,0.9294847214711064,True,1.0,True,0.952281643775138,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
18,0.8,0.0,True,True,0.9996604324389552,True,1.0,True,0.942444788805498,RandomForest
10,0.0,0.0,True,True,0.6554742543170132,False,0.3,True,0.5032064754015207,RandomForest
0,0.875,0.0,False,False,0.24655095766522894,False,0.0,False,0.13056811691092146,RandomForest
10,2.0,1.0,True,True,0.6643535474641403,False,0.4,False,0.2354246641371415,Voting
9,2.0,0.9090909090000001,True,True,0.9947694620794226,True,1.0,True,0.9249354133395148,RandomForest
20,2.0,0.0,True,True,0.9998092645551194,True,1.0,True,0.8255713805866869,RandomForest
5,2.0,0.0,True,True,0.6326350855706854,True,0.8216666666666667,True,0.5087819585923885,RandomForest
1,2.0,0.0,False,False,0.40197577132883416,True,0.6125213675213674,True,0.5032814605842324,Voting
2,2.0,0.0,True,True,0.546310358621998,True,0.948537110884672,True,0.5153890712598651,RandomForest
9,0.892561983,0.0,True,True,0.956212732520139,True,1.0,True,0.9787404043188224,RandomForest
11,2.0,0.916666667,True,True,0.9981584114768068,True,1.0,True,0.8512979474163082,RandomForest
8,0.843537415,0.0,True,True,0.9308587740312616,True,1.0,True,0.9695969345896692,RandomForest
3,2.0,0.931818182,True,True,0.9455246345546364,True,1.0,True,0.9642522070417149,RandomForest
2,2.0,0.0,True,True,0.546310358621998,True,0.948537110884672,True,0.5153890712598651,RandomForest
3,0.0,0.75,False,True,0.9632467947074058,True,1.0,True,0.9285839271771656,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
0,2.0,0.0,False,False,0.1857180649985493,False,0.07969110405970749,False,0.4866930566389588,RandomForest
6,1.0,0.831858407,True,True,0.9828883075703028,True,1.0,True,0.9296504426706852,RandomForest
4,0.0,0.666666667,True,True,0.9692045080950444,True,0.8,True,0.8632828624108478,RandomForest
9,0.766917293,0.0,True,True,0.956980889202266,True,0.7,True,0.8032421489567975,RandomForest
2,2.0,0.0,True,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
2,2.0,0.0,False,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
15,0.39285714299999996,0.647058824,True,True,0.9996424305375854,True,1.0,True,0.8909408265544307,RandomForest
0,2.0,0.0,False,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
7,0.666666667,0.947368421,True,True,0.9943256704234776,True,1.0,True,0.982269449211012,RandomForest
7,0.375,0.0,True,True,0.9225322439892584,True,1.0,True,0.8835364609380941,RandomForest
8,2.0,0.0,True,True,0.6334486813299404,False,0.10333333333333332,False,0.4956072567921736,Voting
5,1.166666667,0.0,True,True,0.7582918861094671,True,1.0,True,0.9433988964650714,RandomForest
2,2.0,0.0,True,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
2,2.0,0.0,True,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
42,0.944805195,0.519736842,True,True,0.9999999894848136,True,1.0,True,0.952057720178044,RandomForest
2,2.0,0.0,True,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
0,2.0,1.0,False,True,0.5816768198463768,False,0.0,False,0.17293359519514434,RandomForest
26,1.556179775,0.0,True,True,0.6666466245190955,False,0.5,False,0.3728863816262392,Voting
0,1.041666667,0.0,False,False,0.2232908292511689,False,0.1,False,0.1247520552059972,RandomForest
10,0.8214285709999999,0.858695652,True,True,0.9978444322266841,True,1.0,True,0.9733550219267494,RandomForest
0,2.0,0.0,False,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
3,2.0,0.0,True,True,0.5763510179772748,True,0.9182467532467532,True,0.5152245907900426,RandomForest
0,2.0,0.0,False,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
1,0.6181818179999999,0.0,True,True,0.6382435981389467,True,1.0,True,0.9490628075493482,RandomForest
3,2.0,0.911111111,True,True,0.9534854134105244,True,1.0,True,0.9651061960816902,RandomForest
4,0.375,0.0,True,True,0.801848770285511,True,1.0,True,0.983890662570882,RandomForest
12,1.025,0.0,True,True,0.9910475810001594,True,1.0,True,0.8790005954513359,RandomForest
0,2.0,0.0,True,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
1,2.0,0.0,True,False,0.40032911053183584,True,0.5714574314574314,True,0.5021901941749397,RandomForest
2,2.0,0.0,True,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
3,2.0,0.953488372,True,True,0.960170096305754,True,1.0,True,0.9553146893886648,RandomForest
5,0.954545455,0.810344828,True,True,0.9774333471270752,True,1.0,True,0.9919975221378544,RandomForest
4,0.2,0.615384615,True,True,0.9591156820861356,True,1.0,True,0.9679990143558548,RandomForest
2,2.0,0.0,True,True,0.5526156953134933,True,0.9695430913172848,True,0.5226296068394193,RandomForest
16,0.7356321840000001,0.738317757,True,True,0.9997867884471278,True,1.0,True,0.7672074846309467,RandomForest
5,2.0,0.0,True,True,0.6286850425112154,True,0.8083333333333332,True,0.5121636393497903,RandomForest
21,0.757575758,0.0,True,True,0.9998759694256756,True,1.0,True,0.9240930728653872,RandomForest
0,2.0,0.0,False,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
9,1.2,0.9152542370000001,True,True,0.9967459607061832,True,0.9,True,0.94241015954004,RandomForest
0,2.0,0.0,False,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
11,0.5,0.7666666670000001,True,True,0.9984206854796938,True,0.9,True,0.5740923190528904,RandomForest
6,0.571428571,0.75,True,True,0.6511264003106024,True,0.9,True,0.520695875746238,RandomForest
9,2.0,0.0,True,True,0.9058407525057736,True,0.65,True,0.7833252739788633,RandomForest
28,0.9494252870000001,0.0,True,True,0.999992104282967,True,1.0,True,0.9240066892301696,RandomForest
0,2.0,0.0,False,False,0.18129349969644976,False,0.0636219457517766,False,0.4857922970757216,RandomForest
5,2.0,0.7777777779999999,True,True,0.9570239915603022,True,1.0,True,0.9580599258178536,RandomForest
0,0.5,0.974358974,False,True,0.6029487204450535,False,0.0,False,0.09938634482626567,RandomForest
