rfc,moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
156,5,False,False,0.11569969376403955,False,0.0,False,0.1381665789965861,AdaBoost
57,1,False,False,0.010642913935123502,False,0.0,False,0.07248664229596666,AdaBoost
163,5,False,False,0.13630960092593467,False,0.0,False,0.13557076651992542,AdaBoost
73,0,False,False,0.00988010403009535,False,0.0,False,0.06854429252278905,AdaBoost
43,0,False,False,0.008844824305267106,False,0.0,False,0.05236484266706262,AdaBoost
13,0,False,False,0.00817689217425752,False,0.0,False,0.05083357059313003,AdaBoost
63,1,False,False,0.010878597767346608,False,0.0,False,0.04230836566974956,AdaBoost
105,3,False,False,0.01998719702577466,False,0.0,False,0.04125462914323482,AdaBoost
54,0,False,False,0.009170509577940928,False,0.0,False,0.05492392162238704,AdaBoost
60,1,False,False,0.010758110121528351,False,0.1,False,0.19075502730649074,AdaBoost
56,2,False,False,0.01244901756034974,False,0.0,False,0.09117647356170412,AdaBoost
47,1,False,False,0.010292667843933298,False,0.0,False,0.06991322238586763,AdaBoost
67,0,False,False,0.009631616859549384,False,0.0,False,0.06447630355377988,AdaBoost
55,1,False,False,0.010568869568830332,False,0.0,False,0.07248664229596666,AdaBoost
5,1,False,False,0.009248282001484004,False,0.0,False,0.06168252446631685,AdaBoost
35,0,False,False,0.00863772374385127,False,0.0,False,0.05188064542302487,AdaBoost
4,2,False,False,0.011352115238616857,False,0.017391304347826087,False,0.08738493027693714,AdaBoost
41,0,False,False,0.00982308599837496,False,0.0,False,0.014650682554065788,AdaBoost
7,0,False,False,0.00884039467830223,False,0.0,False,0.014169387707791515,AdaBoost
10,0,False,False,0.008907138357009448,False,0.0,False,0.020248944886425143,AdaBoost
3,1,False,False,0.009834033177528085,False,0.0,False,0.04110194523126806,AdaBoost
24,1,False,False,0.010417254952756395,False,0.0,False,0.02261865947950427,AdaBoost
35,0,False,False,0.009612656338286087,False,0.0,False,0.02032377969518517,AdaBoost
2,0,False,False,0.008738073203336484,False,0.0,False,0.008675799663351523,AdaBoost
31,1,False,False,0.010655707779826057,False,0.0,False,0.02261865947950427,AdaBoost
10,0,False,False,0.008907138357009448,False,0.0,False,0.020248944886425143,AdaBoost
99,3,False,False,0.02118040876310846,False,0.0,False,0.11154059991731076,AdaBoost
43,1,False,False,0.0111188934410899,False,0.0,False,0.02301219958611034,AdaBoost
37,0,False,False,0.009680894763243249,False,0.0,False,0.02032377969518517,AdaBoost
72,1,False,False,0.012608097602632188,False,0.0,False,0.05699202603702814,AdaBoost
20,0,False,False,0.009157449420279368,False,0.0,False,0.02032377969518517,AdaBoost
52,1,False,False,0.01151713970077725,False,0.0,False,0.023076166415605587,AdaBoost
67,1,False,False,0.012303137779932976,False,0.0,False,0.0569920260357929,AdaBoost
22,0,False,False,0.009212570236307652,False,0.0,False,0.02032377969518517,AdaBoost
4,0,False,False,0.07226970169166434,False,0.1833069085757873,False,0.4929381876921278,AdaBoost
8,3,False,False,0.013635346942647043,False,0.0,False,0.06164593649203357,AdaBoost
3,0,False,False,0.008757625136586717,False,0.0,False,0.013927480521353886,AdaBoost
55,0,False,False,0.1770542084252702,True,0.5666666666666667,False,0.4992945256237567,AdaBoost
2,0,False,False,0.008738073203336484,False,0.0,False,0.008675799663351523,AdaBoost
44,1,False,False,0.011160840894772886,False,0.0,False,0.023076166415605587,AdaBoost
22,0,False,False,0.009212570236307652,False,0.0,False,0.02032377969518517,AdaBoost
3,0,False,False,0.008757625136586717,False,0.0,False,0.013927480521353886,AdaBoost
82,0,False,False,0.011894073330235351,False,0.0,False,0.05811540902194524,AdaBoost
16,1,False,False,0.010171665967557557,False,0.0,False,0.02261865947950427,AdaBoost
13,0,False,False,0.008977778562855712,False,0.0,False,0.020277892160576703,AdaBoost
5,0,False,False,0.008798107258872976,False,0.0,False,0.009427795638934798,AdaBoost
16,0,False,False,0.009052251569353085,False,0.0,False,0.02032377969518517,AdaBoost
2,0,False,False,0.008738073203336484,False,0.0,False,0.008675799663351523,AdaBoost
181,4,False,False,0.1650710433633334,False,0.1,False,0.11281591459889435,AdaBoost
38,0,False,False,0.009715718886787612,False,0.0,False,0.02032377969518517,AdaBoost
37,0,False,False,0.009680894763243249,False,0.0,False,0.02032377969518517,AdaBoost
8,0,False,False,0.0088622045944821,False,0.0,False,0.02001460097949882,AdaBoost
120,0,False,False,0.016317305832282098,False,0.0,False,0.11102695576999468,AdaBoost
4,0,False,False,0.07226970169166434,False,0.1833069085757873,False,0.4929381876921278,AdaBoost
56,0,False,False,0.010432338311819856,False,0.5,False,0.4496149746767901,AdaBoost
33,0,False,False,0.009546261023625371,False,0.0,False,0.02032377969518517,AdaBoost
57,10,False,False,0.36003088916460024,False,0.0,False,0.03855445602047659,AdaBoost
107,4,False,False,0.031478459413697785,False,0.2,False,0.4667224615490274,AdaBoost
48,0,False,False,0.010091469512451445,False,0.0,False,0.010882096327731171,AdaBoost
72,6,False,False,0.061781242024805526,False,0.2,False,0.10984508417488284,AdaBoost
1,0,False,False,0.008718987912665463,False,0.0,False,0.0023291403898348397,AdaBoost
443,8,False,False,0.41040638301299226,False,0.2,False,0.2584037958466229,AdaBoost
20,0,False,False,0.009157449420279368,False,0.0,False,0.02032377969518517,AdaBoost
6,0,False,False,0.008819027551703435,False,0.0,False,0.013822805898449704,AdaBoost
17,0,False,False,0.00907792037641469,False,0.0,False,0.02032377969518517,AdaBoost
48,0,False,False,0.010091469512451445,False,0.0,False,0.010882096327731171,AdaBoost
2,0,False,False,0.00886491615939625,False,0.0,False,0.00955248725861662,AdaBoost
39,0,False,False,0.009586875095620544,False,0.0,False,9.42844261797439e-06,AdaBoost
94,0,False,False,0.01192718847700181,False,0.0,False,0.02862063610255876,AdaBoost
8,0,False,False,0.008949641538194086,False,0.0,False,7.934595882766707e-06,AdaBoost
16,0,False,False,0.009082268262380296,False,0.0,False,9.42844261797439e-06,AdaBoost
17,2,False,False,0.012203009242222285,False,0.0,False,0.05485006998903623,AdaBoost
26,0,False,False,0.009278795980601415,False,0.0,False,9.42844261797439e-06,AdaBoost
29,0,False,False,0.009344469305849269,False,0.0,False,9.42844261797439e-06,AdaBoost
31,0,False,False,0.009390016781820642,False,0.0,False,9.42844261797439e-06,AdaBoost
156,4,False,False,0.0670630568790827,False,0.0,False,0.13813188585463315,AdaBoost
47,0,False,False,0.009808959245843943,False,0.0,False,1.3226090364604485e-05,AdaBoost
46,0,False,False,0.009779717264150759,False,0.0,False,1.3226090364604485e-05,AdaBoost
5,0,False,False,0.008905658809552174,False,0.0,False,9.563241979171223e-06,AdaBoost
70,11,False,False,0.3756829241932356,False,0.0,False,0.18189322751290365,AdaBoost
38,0,False,False,0.009560942995031673,False,0.0,False,9.42844261797439e-06,AdaBoost
43,1,False,False,0.011084562871974032,False,0.0,False,0.0984820514940687,AdaBoost
2,0,False,False,0.00886491615939625,False,0.0,False,0.00955248725861662,AdaBoost
6,1,False,False,0.010198445120369205,False,0.0,False,0.04994030661949807,AdaBoost
4,0,False,False,0.07906715225902235,False,0.18121305865803775,False,0.4935114939176422,AdaBoost
70,1,False,False,0.012114413084822131,False,0.0,False,0.07039994092356494,AdaBoost
13,0,False,False,0.009029953892282665,False,0.0,False,9.42844261797439e-06,AdaBoost
2,0,False,False,0.00886491615939625,False,0.0,False,0.00955248725861662,AdaBoost
111,1,False,False,0.015077792937026019,False,0.0,False,0.1051109578219488,AdaBoost
1,0,False,False,0.008852071102976764,False,0.0,False,0.0009153757911064967,AdaBoost
73,5,False,False,0.034736983366138084,False,0.0,False,0.008908195728607217,AdaBoost
3,0,False,False,0.008878131606977868,False,0.0,False,0.01540594901878716,AdaBoost
24,2,False,False,0.012384537060150492,False,0.0,False,0.05485006998903623,AdaBoost
10,0,False,False,0.008980725942717423,False,0.0,False,9.42844261797439e-06,AdaBoost
24,0,False,False,0.009236753197395064,False,0.0,False,9.42844261797439e-06,AdaBoost
4,0,False,False,0.07906715225902235,False,0.18121305865803775,False,0.4935114939176422,AdaBoost
1,0,False,False,0.008852071102976764,False,0.0,False,0.0009153757911064967,AdaBoost
6,0,False,False,0.008919963793512179,False,0.0,False,7.345636992704756e-06,AdaBoost
25,1,False,False,0.010590280365896066,False,0.0,False,0.07224732193483333,AdaBoost
2,0,False,False,0.00886491615939625,False,0.0,False,0.00955248725861662,AdaBoost
4,0,False,False,0.07906715225902235,False,0.18121305865803775,False,0.4935114939176422,AdaBoost
9,0,False,False,0.008965009062208077,False,0.0,False,9.39212594592845e-06,AdaBoost
21,0,False,False,0.009176265869718777,False,0.0,False,9.42844261797439e-06,AdaBoost
1,0,False,False,0.008852071102976764,False,0.0,False,0.0009153757911064967,AdaBoost
36,8,False,False,0.239219663352656,False,0.1,False,0.08728065145947536,AdaBoost
23,1,False,False,0.010542925097053532,False,0.0,False,0.07224732193483333,AdaBoost
4,0,False,False,0.07906715225902235,False,0.18121305865803775,False,0.4935114939176422,AdaBoost
24,0,False,False,0.009236753197395064,False,0.0,False,9.42844261797439e-06,AdaBoost
26,1,False,False,0.010614501823025705,False,0.0,False,0.07224732193483333,AdaBoost
2,0,False,False,0.00886491615939625,False,0.0,False,0.00955248725861662,AdaBoost
41,3,False,False,0.015634813930354177,False,0.0,False,0.054135812845085014,AdaBoost
15,0,False,False,0.00906448895945602,False,0.0,False,9.42844261797439e-06,AdaBoost
76,4,False,False,0.02348606888936415,False,0.0,False,0.08210072923734964,AdaBoost
47,1,False,False,0.011212528650426386,False,0.0,False,0.0984820514940687,AdaBoost
38,1,False,False,0.010934389473486504,False,0.0,False,0.07224732193483333,AdaBoost
4,0,False,False,0.08239323767731742,False,0.1861573149073149,False,0.4936835715736978,AdaBoost
26,0,False,False,0.008690984772835248,False,0.0,False,0.000685203517447988,AdaBoost
17,0,False,False,0.008517312950866034,False,0.0,False,0.0009718146888483695,AdaBoost
9,0,False,False,0.008387730950830046,False,0.0,False,0.0011444278986747867,AdaBoost
39,3,False,False,0.016441641677741533,False,0.0,False,0.061534167907505814,AdaBoost
187,1,False,False,0.08989384339249894,False,0.0,False,0.07887691503781749,AdaBoost
73,4,False,False,0.026951463043622226,False,0.0,False,0.15635942968374855,AdaBoost
10,4,False,False,0.021379232748943783,False,0.0,False,0.10822014193268947,AdaBoost
4,0,False,False,0.08239323767731742,False,0.1861573149073149,False,0.4936835715736978,AdaBoost
1,0,False,False,0.008282902817893347,False,0.0,False,0.014590437996998409,AdaBoost
44,0,False,False,0.009129370208794993,False,0.0,False,0.0029299797790704146,AdaBoost
540,12,False,False,0.4897976533475923,False,0.2,False,0.40993882318868735,AdaBoost
28,1,False,False,0.010355458714653971,False,0.0,False,0.08894179567221802,AdaBoost
5,0,False,False,0.008332079031181489,False,0.0,False,0.00047325633542731794,AdaBoost
69,2,False,False,0.014419455886271856,False,0.0,False,0.04985250333971867,AdaBoost
14,0,False,False,0.008465938326882588,False,0.0,False,0.0009663119021242172,AdaBoost
41,9,False,False,0.3705830936257673,False,0.1,False,0.19055594333684453,AdaBoost
12,0,False,False,0.008433529279172545,False,0.0,False,0.0013781988728103784,AdaBoost
42,10,False,False,0.38081261477567935,False,0.0,False,0.09536422044656573,AdaBoost
47,1,False,False,0.010916336030205032,False,0.0,False,0.09548073717648768,AdaBoost
10,1,False,False,0.009956302318703278,False,0.0,False,0.08652979383433762,AdaBoost
10,0,False,False,0.008402617288104422,False,0.0,False,0.001367408041663096,AdaBoost
4,0,False,False,0.08239323767731742,False,0.1861573149073149,False,0.4936835715736978,AdaBoost
12,0,False,False,0.008433529279172545,False,0.0,False,0.0013781988728103784,AdaBoost
30,4,False,False,0.022098363693938427,False,0.0,False,0.14960767544267964,AdaBoost
12,0,False,False,0.008433529279172545,False,0.0,False,0.0013781988728103784,AdaBoost
53,13,False,False,0.41111839863180616,False,0.0,False,0.191944231192848,AdaBoost
38,4,False,False,0.022613624981368527,False,0.0,False,0.15581506328637953,AdaBoost
72,9,False,False,0.3744521979842213,False,0.1,False,0.2438633839451013,AdaBoost
25,2,False,False,0.012524537641524421,False,0.0,False,0.020669508237697184,AdaBoost
65,4,False,False,0.02556832688584627,False,0.0,False,0.1550223190407158,AdaBoost
10,0,False,False,0.008402617288104422,False,0.0,False,0.001367408041663096,AdaBoost
9,0,False,False,0.008387730950830046,False,0.0,False,0.0011444278986747867,AdaBoost
26,1,False,False,0.010305000210958624,False,0.0,False,0.08817645127675157,AdaBoost
87,0,False,False,0.010950074057909672,False,0.0,False,0.01999938858618784,AdaBoost
1,0,False,False,0.008282902817893347,False,0.0,False,0.014590437996998409,AdaBoost
21,0,False,False,0.00859089428234618,False,0.0,False,0.0009718146888483695,AdaBoost
4,0,False,False,0.08239323767731742,False,0.1861573149073149,False,0.4936835715736978,AdaBoost
30,3,False,False,0.016039681490911024,False,0.0,False,0.05882105004574253,AdaBoost
4,0,False,False,0.08239323767731742,False,0.1861573149073149,False,0.4936835715736978,AdaBoost
29,0,False,False,0.008755395149511949,False,0.0,False,0.0007079476474542921,AdaBoost
23,0,False,False,0.00862984790561668,False,0.0,False,0.0009718146888483695,AdaBoost
51,0,False,False,0.009337076575309985,False,0.0,False,0.002112332434353989,AdaBoost
39,0,False,False,0.008994621739740716,False,0.0,False,0.002894926425722841,AdaBoost
17,0,False,False,0.008517312950866034,False,0.0,False,0.0009718146888483695,AdaBoost
13,0,False,False,0.008449548151252425,False,0.0,False,0.0013781988728103784,AdaBoost
34,2,False,False,0.012810475312578808,False,0.0,False,0.04029161791842627,AdaBoost
29,0,False,False,0.008755395149511949,False,0.0,False,0.0007079476474542921,AdaBoost
7,0,False,False,0.00835911719204858,False,0.0,False,0.0009013235309581564,AdaBoost
180,1,False,False,0.03986100467864742,False,0.0,False,0.10446903883615782,AdaBoost
2,0,False,False,0.007490057712582511,False,0.0,False,0.011150308089927459,AdaBoost
33,0,False,False,0.008159415278809827,False,0.0,False,0.00027193610351474785,AdaBoost
13,4,False,False,0.014307771356151128,False,0.0,False,0.044891808531574866,AdaBoost
21,0,False,False,0.007867896546866272,False,0.0,False,0.00027193610351474785,AdaBoost
64,0,False,False,0.009138360758915541,False,0.0,False,0.0182341111819806,AdaBoost
4,0,True,False,0.052979506248807116,False,0.13061843742979787,False,0.4909962422126166,AdaBoost
21,0,False,False,0.007867896546866272,False,0.0,False,0.00027193610351474785,AdaBoost
64,0,False,False,0.009138360758915541,False,0.0,False,0.0182341111819806,AdaBoost
66,3,False,False,0.013967096325853455,False,0.0,False,0.0022991841040092783,AdaBoost
56,1,False,False,0.009927633983079607,False,0.0,False,0.05597879625377257,AdaBoost
19,0,False,False,0.007823325540451034,False,0.0,False,0.00027193610351474785,AdaBoost
85,1,False,False,0.011275757906677859,False,0.0,False,0.031718332395140963,AdaBoost
19,0,False,False,0.007823325540451034,False,0.0,False,0.00027193610351474785,AdaBoost
23,1,False,False,0.008887924168825634,False,0.0,False,0.06646703947048539,AdaBoost
33,1,False,False,0.009163407955782832,False,0.0,False,0.06646703947048539,AdaBoost
31,0,False,False,0.008107891639325649,False,0.0,False,0.00027193610351474785,AdaBoost
21,0,False,False,0.007867896546866272,False,0.0,False,0.00027193610351474785,AdaBoost
12,0,False,False,0.00767616810430043,False,0.0,False,0.00027193610351474785,AdaBoost
57,2,False,False,0.01141246291582918,False,0.0,False,0.046032009881617035,AdaBoost
96,2,False,False,0.013796608785028192,False,0.0,False,0.003235325139883089,AdaBoost
72,4,False,False,0.017971106327897966,False,0.0,False,0.002286853183402658,AdaBoost
6,0,False,False,0.007561038001333206,False,0.0,False,0.0003583480235442027,AdaBoost
115,4,True,False,0.025896540049760258,False,0.0,False,0.0034468923920601287,AdaBoost
6,0,False,False,0.007561038001333206,False,0.0,False,0.0003583480235442027,AdaBoost
40,1,False,False,0.009375335685356027,False,0.0,False,0.06957390849946968,AdaBoost
6,0,False,False,0.007561038001333206,False,0.0,False,0.0003583480235442027,AdaBoost
67,1,False,False,0.010374715060889614,False,0.0,False,0.02992174422332752,AdaBoost
20,0,False,False,0.007845470298453231,False,0.0,False,0.00027193610351474785,AdaBoost
20,0,False,False,0.007845470298453231,False,0.0,False,0.00027193610351474785,AdaBoost
4,1,False,False,0.05390201580549528,False,0.06660328591464636,False,0.3623001634370231,AdaBoost
13,0,False,False,0.007696348623277008,False,0.0,False,0.00027193610351474785,AdaBoost
57,0,False,False,0.008883048525300202,False,0.0,False,0.04587271561528702,AdaBoost
60,0,False,False,0.008989552779506041,False,0.0,False,0.033269029148144606,AdaBoost
50,0,False,False,0.00864988276674128,False,0.0,False,0.00014391543418828233,AdaBoost
6,0,False,False,0.007561038001333206,False,0.0,False,0.0003583480235442027,AdaBoost
29,2,False,False,0.010355109689375551,False,0.0,False,0.04336599215748739,AdaBoost
14,0,False,False,0.007716810298192863,False,0.0,False,0.00027193610351474785,AdaBoost
2,0,False,False,0.007490057712582511,False,0.0,False,0.011150308089927459,AdaBoost
87,1,False,False,0.011393102712704458,False,0.0,False,0.031718332395140963,AdaBoost
6,0,False,False,0.007561038001333206,False,0.0,False,0.0003583480235442027,AdaBoost
20,0,False,False,0.007845470298453231,False,0.0,False,0.00027193610351474785,AdaBoost
29,1,False,False,0.009049489384986049,False,0.0,False,0.06646703947048539,AdaBoost
25,0,False,False,0.007960433906052783,False,0.0,False,0.00027193610351474785,AdaBoost
47,3,False,False,0.012908821703297584,False,0.0,False,0.047376235034607764,AdaBoost
11,1,False,False,0.008597183980486008,False,0.0,False,0.06646703947048539,AdaBoost
17,0,False,False,0.007779878397770814,False,0.0,False,0.00027193610351474785,AdaBoost
28,0,False,False,0.008032846475854309,False,0.0,False,0.00027193610351474785,AdaBoost
15,0,False,False,0.00773755265585865,False,0.0,False,0.00027193610351474785,AdaBoost
18,0,False,False,0.010910372349864708,False,0.0,False,0.000213730962542346,AdaBoost
52,1,False,False,0.012375287730279277,False,0.0,False,0.09545125113513718,AdaBoost
21,0,False,False,0.010943271355604856,False,0.0,False,0.000213730962542346,AdaBoost
2,0,False,False,0.01080149734223283,False,0.0,False,0.0013952837311207527,AdaBoost
85,2,False,False,0.01552252044808528,False,0.0,False,0.03988968801932562,AdaBoost
47,0,False,False,0.011410326579628271,False,0.0,False,0.0002260765747849942,AdaBoost
25,0,False,False,0.010993439997285276,False,0.0,False,0.000213730962542346,AdaBoost
5,0,False,False,0.010813412823722428,False,0.0,False,3.323109863322042e-05,AdaBoost
10,0,False,False,0.010841999894903151,False,0.0,False,0.0002954987295411897,AdaBoost
68,1,False,False,0.012953214720195014,False,0.0,False,0.05499528664871913,AdaBoost
30,3,False,False,0.015264504503823328,False,0.0,False,0.025380383757406123,AdaBoost
5,0,False,False,0.010813412823722428,False,0.0,False,3.323109863322042e-05,AdaBoost
11,0,False,False,0.01084902094059103,False,0.0,False,0.0002945942381763585,AdaBoost
12,0,False,False,0.010856476432755464,False,0.0,False,0.0002945942381763585,AdaBoost
48,2,False,False,0.013626900078562971,False,0.0,False,0.0280615666304748,AdaBoost
108,10,False,False,0.339133690401489,False,0.0,False,0.19947718076644286,AdaBoost
75,3,False,False,0.017495263324150974,False,0.0,False,0.022363670616756544,AdaBoost
50,1,False,False,0.012317011089394104,False,0.0,False,0.09545125113513718,AdaBoost
28,3,False,False,0.01521668466430524,False,0.0,False,0.025380383757406123,AdaBoost
55,1,False,False,0.012468020482141977,False,0.07333333333333332,False,0.1855310092067695,AdaBoost
57,0,False,False,0.01169269869945585,False,0.0,False,0.08111917590670936,AdaBoost
279,8,True,True,0.6848966540112437,True,0.8,True,0.6371884990818084,AdaBoost
31,0,False,False,0.01108263360642473,False,0.0,False,0.00015048106980425268,AdaBoost
2,3,False,False,0.01489103133595134,False,0.0,False,0.03521747138249226,AdaBoost
339,12,True,True,0.6930330576138136,False,0.3,False,0.4526425998559509,Voting
24,1,False,False,0.011778170462619685,False,0.0,False,0.06202024961122207,AdaBoost
71,0,False,False,0.012216474505725996,False,0.0,False,0.031633101010538914,AdaBoost
18,0,False,False,0.010910372349864708,False,0.0,False,0.000213730962542346,AdaBoost
9,0,False,False,0.010835413107470084,False,0.0,False,0.00029143981660915253,AdaBoost
4,0,False,False,0.07430106604756499,False,0.2055618379728287,False,0.4918105617225732,AdaBoost
32,1,False,False,0.011904683570767243,False,0.0,False,0.06277086646524388,AdaBoost
12,0,False,False,0.010856476432755464,False,0.0,False,0.0002945942381763585,AdaBoost
1,0,False,False,0.010798405489276014,False,0.0,False,8.601855606276919e-06,AdaBoost
25,4,False,False,0.018793691831897275,False,0.0,False,0.14204731445633728,AdaBoost
1,0,False,False,0.010798405489276014,False,0.0,False,8.601855606276919e-06,AdaBoost
1,0,False,False,0.010798405489276014,False,0.0,False,8.601855606276919e-06,AdaBoost
4,0,False,False,0.07430106604756499,False,0.2055618379728287,False,0.4918105617225732,AdaBoost
13,0,False,False,0.010864366789655286,False,0.0,False,0.0002945942381763585,AdaBoost
37,0,False,False,0.011189433246903406,False,0.0,False,0.0002143246299157857,AdaBoost
46,3,False,False,0.015779663679286723,False,0.0,False,0.028841896756018174,AdaBoost
2,0,False,False,0.01080149734223283,False,0.0,False,0.0013952837311207527,AdaBoost
2,0,False,False,0.01080149734223283,False,0.0,False,0.0013952837311207527,AdaBoost
90,1,False,False,0.014189927842834403,False,0.0,False,0.05427924707736645,AdaBoost
23,0,False,False,0.010967445755033091,False,0.0,False,0.000213730962542346,AdaBoost
69,0,False,False,0.01213095301063176,False,0.0,False,0.031882454497040316,AdaBoost
6,0,False,False,0.01081825986104558,False,0.0,False,0.00013670535771390024,AdaBoost
77,5,False,False,0.03262683649647149,False,0.0,False,0.012056754690698708,AdaBoost
291,7,False,True,0.683306879421863,True,0.7,True,0.5545075177228129,AdaBoost
58,1,False,False,0.012567472248126484,False,0.0,False,0.16926857922091054,AdaBoost
20,3,False,False,0.013726236953199128,False,0.0,False,0.09813484987734884,AdaBoost
39,0,False,False,0.009825582370634849,False,0.0,False,5.0511868347209036e-05,AdaBoost
84,1,False,False,0.012816658049535487,False,0.0,False,0.026345300417124854,AdaBoost
58,3,False,False,0.015318482527187734,False,0.0,False,0.08272748309199701,AdaBoost
75,3,False,False,0.01651268586131282,False,0.0,False,0.06303354201822083,AdaBoost
228,1,False,False,0.1978322199968245,False,0.0,False,0.0399515511428165,AdaBoost
13,1,False,False,0.010221823342673127,False,0.0,False,0.08042900891181834,AdaBoost
23,0,False,False,0.009440560490505043,False,0.0,False,5.080095942320378e-05,AdaBoost
244,8,True,True,0.6987492244673484,True,0.6,True,0.7579677612755782,AdaBoost
91,1,False,False,0.01329218959546176,False,0.0,False,0.026345300417124854,AdaBoost
9,0,False,False,0.009184479209763752,False,0.0,False,5.114214496132986e-05,AdaBoost
21,0,False,False,0.00939942845824527,False,0.0,False,5.080095942320378e-05,AdaBoost
121,5,False,False,0.05211252738571808,False,0.1,False,0.09076142117609744,AdaBoost
34,0,False,False,0.009694260459216637,False,0.0,False,5.080095942320378e-05,AdaBoost
11,0,False,False,0.009216477439656371,False,0.0,False,5.080095942320378e-05,AdaBoost
37,2,False,False,0.012228019524459866,False,0.0,False,0.06378996097706978,AdaBoost
32,2,False,False,0.012069388432068442,False,0.0,False,0.06378996097706978,AdaBoost
20,0,False,False,0.009379429404079244,False,0.0,False,5.080095942320378e-05,AdaBoost
12,0,False,False,0.009233057869626237,False,0.0,False,5.080095942320378e-05,AdaBoost
2,0,False,False,0.009085001280144498,False,0.0,False,0.0011972756946133027,AdaBoost
22,0,False,False,0.009419805303882268,False,0.0,False,5.080095942320378e-05,AdaBoost
35,0,False,False,0.009719695624678669,False,0.0,False,5.080095942320378e-05,AdaBoost
12,0,False,False,0.009233057869626237,False,0.0,False,5.080095942320378e-05,AdaBoost
21,0,False,False,0.00939942845824527,False,0.0,False,5.080095942320378e-05,AdaBoost
65,3,False,False,0.01576169257320409,False,0.0,False,0.06231894222470912,AdaBoost
30,3,False,False,0.014034746135679285,False,0.0,False,0.09813484987734884,AdaBoost
19,0,False,False,0.009359807853386156,False,0.0,False,5.080095942320378e-05,AdaBoost
69,4,False,False,0.02019951808851246,False,0.0,False,0.07688098401446887,AdaBoost
14,1,False,False,0.010241314997224514,False,0.0,False,0.08042900891181834,AdaBoost
5,0,False,False,0.009125209451334748,False,0.0,False,2.2683716080542145e-05,AdaBoost
17,0,False,False,0.009321697416916457,False,0.0,False,5.080095942320378e-05,AdaBoost
71,1,False,False,0.012090997010953996,False,0.0,False,0.02623220177307984,AdaBoost
40,1,False,False,0.010888179846135715,False,0.0,False,0.08042900891181834,AdaBoost
74,1,False,False,0.012243220634184091,False,0.0,False,0.026345300417124854,AdaBoost
128,4,False,False,0.036064398011596464,False,0.2,False,0.4328414606761071,AdaBoost
