cbo,rfc,ce,npm,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
6,15,1,9,0.36111111100000004,False,False,0.03700865560194396,False,0.0,False,0.0691677775742875,AdaBoost
17,46,17,17,0.21176470600000002,True,True,0.7400139277975382,False,0.4,False,0.4837103785365474,Voting
4,15,0,8,0.34375,False,False,0.0324697039175117,False,0.0,False,0.1583408803347402,AdaBoost
3,7,0,2,0.444444444,False,False,0.023399979788872618,False,0.1,False,0.1119940622776147,AdaBoost
18,41,18,4,0.5,False,True,0.7327422595560437,True,0.7,True,0.5607752283597681,AdaBoost
1,2,0,1,1.0,False,False,0.013477143759939005,False,0.0,False,0.09189262917522346,AdaBoost
8,42,8,13,0.24175824199999998,False,False,0.10675907053790293,False,0.0,False,0.06329560116668405,AdaBoost
3,5,3,3,0.5,True,False,0.2072250597113459,True,0.5499999999999999,True,0.5000035730978677,AdaBoost
2,2,2,1,1.0,False,False,0.01948513132609801,False,0.0,False,0.0581285558607836,AdaBoost
3,1,1,1,1.0,False,False,0.015176828427579015,False,0.0,False,0.13693760802877966,AdaBoost
5,14,2,8,0.40625,False,False,0.03151785491853962,False,0.1,False,0.2561208772848165,AdaBoost
4,2,2,2,0.666666667,False,False,0.02675507195915129,False,0.0,False,0.011227473163623528,AdaBoost
11,27,11,5,0.333333333,False,False,0.4634629168718255,False,0.0,False,0.13872400854525008,AdaBoost
12,23,4,18,0.37037037,False,False,0.05366738241233904,False,0.3,False,0.3071779397478431,AdaBoost
4,1,3,1,1.0,False,False,0.021893134726474098,False,0.0,False,0.022305910687628373,AdaBoost
9,38,3,15,0.242647059,False,False,0.05115088944186732,False,0.0,False,0.19384473657079754,AdaBoost
7,9,3,9,0.28571428600000004,False,False,0.0450535255794807,False,0.2,False,0.4165004604769256,AdaBoost
11,26,11,4,0.5,False,False,0.10232626028552216,False,0.0,False,0.031780470920304935,AdaBoost
5,11,1,3,0.5555555560000001,False,False,0.021009634671726233,False,0.0,False,0.05097956182921408,AdaBoost
4,14,4,4,0.4375,False,False,0.04447587833117417,False,0.1,False,0.1585220396566559,AdaBoost
74,63,3,55,0.11328671300000001,False,False,0.3337382594187339,False,0.1,False,0.019581277669289417,AdaBoost
23,66,23,21,0.16558441599999998,False,True,0.8817227996966728,False,0.5,True,0.5091518184720175,RandomForest
27,28,3,28,0.228571429,False,False,0.27351010899974043,False,0.2,False,0.1282733603608611,AdaBoost
1,10,1,4,0.4375,False,False,0.030400662376836068,False,0.0,False,0.020319464706943874,AdaBoost
1,41,1,2,0.35,False,False,0.02287828965524978,False,0.0,False,0.052148434555548,AdaBoost
6,12,3,12,0.333333333,False,False,0.04382391814248557,False,0.3,True,0.5898467947278043,AdaBoost
18,23,3,16,0.1796875,False,False,0.07924199472034102,False,0.2,False,0.3029493542070907,AdaBoost
2,5,2,3,0.5,False,False,0.03829277948604652,False,0.1,True,0.5510092202859072,AdaBoost
1,6,0,2,0.5,False,False,0.028209360038531736,False,0.0,False,0.037564676865465885,AdaBoost
5,2,2,2,1.0,False,False,0.018658295670786387,False,0.0,False,0.003361030730609409,AdaBoost
4,14,4,4,0.4375,False,False,0.047476360056921615,False,0.0,False,0.08067819366211884,AdaBoost
4,25,0,21,0.210884354,False,False,0.03931731588444067,False,0.1,False,0.2357623072445885,AdaBoost
3,0,1,0,0.0,False,False,0.054857669073221454,False,0.0,False,0.030624060057362217,AdaBoost
13,74,13,23,0.204545455,True,False,0.3639289135752257,False,0.2,True,0.504872766878082,AdaBoost
19,56,19,11,0.173076923,True,False,0.4591157742857458,False,0.2,True,0.5143081394958219,AdaBoost
4,21,2,14,0.47619047600000003,False,False,0.033041168712259365,False,0.1,False,0.2306542440645489,AdaBoost
5,4,1,4,0.45,False,False,0.03169384467425227,False,0.0,False,0.09158287863092786,AdaBoost
1,2,1,1,1.0,False,False,0.01916671044469313,False,0.0,False,0.041227872524355086,AdaBoost
3,5,3,3,0.5,False,False,0.376688791241851,True,0.9,True,0.911352399400034,Voting
2,2,2,1,1.0,False,False,0.02185578787508491,False,0.0,False,0.03801198207387247,AdaBoost
2,6,0,6,0.916666667,False,False,0.015605278575566503,False,0.0,False,0.08669916556095772,AdaBoost
11,21,11,3,0.833333333,False,False,0.06391967043147012,False,0.1,False,0.056988016673350884,AdaBoost
8,13,6,13,0.326923077,False,False,0.0715229465230975,False,0.3,False,0.4797445120592552,AdaBoost
3,22,3,12,0.27777777800000003,False,False,0.049151927588853374,False,0.0,False,0.17196937494695566,AdaBoost
5,10,5,2,0.75,False,False,0.03833476960092253,False,0.0,False,0.0014116994256746767,AdaBoost
2,5,1,2,0.75,False,False,0.02351358527541797,False,0.0,False,0.018229243751867318,AdaBoost
6,3,0,3,0.666666667,False,False,0.01918198116555949,False,0.0,False,0.03456599927775962,AdaBoost
6,24,4,4,0.4166666670000001,False,False,0.041184037285651565,False,0.0,False,0.11049264123479456,AdaBoost
7,3,3,3,0.583333333,False,False,0.03424201803995425,False,0.1,False,0.32037062193475496,AdaBoost
3,6,1,2,0.75,False,False,0.022107688848569826,False,0.0,False,0.09675279548157832,AdaBoost
3,11,3,6,0.541666667,False,False,0.03842482313718471,False,0.0,False,0.13522414809929542,AdaBoost
3,2,1,2,1.0,False,False,0.010309537243324816,False,0.1,False,0.2027207209392111,AdaBoost
6,10,4,10,0.4,True,False,0.05091206617401954,False,0.2,False,0.2352367315962365,AdaBoost
16,21,3,8,0.34375,True,False,0.013346072384191865,False,0.4,False,0.24321461811256934,AdaBoost
1,11,1,6,0.428571429,False,False,0.025279969486476275,False,0.0,False,0.040668729248982814,AdaBoost
25,92,25,27,0.140740741,False,True,0.9177886632514354,True,1.0,True,0.6929114715408202,AdaBoost
8,33,3,26,0.132867133,False,False,0.08646160486580462,False,0.2,False,0.11555293836121144,AdaBoost
26,99,26,22,0.12745098,False,True,0.8855207818256923,True,0.9,True,0.6166677912552411,AdaBoost
22,92,14,17,0.303921569,False,True,0.6744255823924531,True,0.9,True,0.5459624620147701,AdaBoost
6,22,5,3,0.5,False,False,0.024442028156891067,False,0.2,False,0.4304921059315369,AdaBoost
8,33,8,8,0.375,False,False,0.06292996946030441,False,0.2,False,0.20437553242986856,AdaBoost
5,15,1,8,0.34375,False,False,0.016473580473204557,False,0.1,False,0.2300000820303917,AdaBoost
11,35,2,31,0.148387097,False,False,0.11895439447294212,False,0.1,False,0.12187898050952987,AdaBoost
2,20,1,7,0.39285714299999996,False,False,0.017276210653189603,False,0.0,False,0.03908015393438468,AdaBoost
3,5,3,3,0.5,True,False,0.2032949756271886,False,0.4666666666666666,True,0.5006562372623794,AdaBoost
5,10,5,2,0.75,False,False,0.03152374193571655,False,0.0,False,0.10529089250644612,AdaBoost
2,3,2,2,0.75,False,False,0.022524157052858627,False,0.0,False,0.07287262596040535,AdaBoost
4,7,2,7,0.35714285700000004,True,False,0.03257528948935653,False,0.2,False,0.4931064471444805,AdaBoost
2,4,0,4,0.875,False,False,0.01018114526549381,False,0.0,False,0.1818049166072596,AdaBoost
16,114,16,11,0.13968254,True,False,0.3459774952267856,True,0.9,True,0.6597902553366842,AdaBoost
3,24,0,21,0.35714285700000004,False,False,0.03082426907894792,False,0.1,False,0.057416935571806264,AdaBoost
4,3,1,3,1.0,False,False,0.3423963465152813,False,0.5,True,0.5578506854617916,AdaBoost
21,56,21,14,0.3125,False,True,0.8879693697828018,True,0.9,True,0.5840542129161389,AdaBoost
11,65,11,24,0.302222222,False,True,0.7064209928093014,False,0.3,False,0.4251458194683878,AdaBoost
5,10,5,4,0.4375,False,False,0.051551945313783036,False,0.0,False,0.4246356434951038,AdaBoost
12,14,12,2,0.75,False,False,0.08668712017531853,False,0.0,False,0.35013813583143755,AdaBoost
7,28,7,9,0.317460317,False,False,0.07933984270856971,False,0.1,False,0.2525371546953258,AdaBoost
3,5,0,5,0.533333333,False,False,0.02562642115781589,False,0.1,False,0.28205632343548226,AdaBoost
1,0,0,0,0.0,False,False,0.052724315347599436,False,0.0,False,0.04144221617687658,AdaBoost
5,24,2,16,0.1796875,False,False,0.05160565449030629,False,0.0,True,0.526662923426517,AdaBoost
7,16,3,5,0.333333333,False,False,0.041702108284753715,False,0.0,False,0.2104244947607721,AdaBoost
8,6,5,6,0.452380952,False,False,0.05436298622593705,False,0.5,True,0.5120313632549619,AdaBoost
11,17,9,4,0.5,False,False,0.4106672652168477,False,0.1,False,0.2633054219770341,AdaBoost
2,19,2,3,0.5,False,False,0.03233278051695975,False,0.0,False,0.014061878778351052,AdaBoost
5,24,0,23,0.295652174,False,False,0.3756162189464531,False,0.4,True,0.5304008448454286,AdaBoost
3,1,1,1,1.0,False,False,0.016840830045388708,False,0.0,False,0.1671555279810271,AdaBoost
0,2,0,1,1.0,False,False,0.01641145820310948,False,0.0,False,0.08521507257717495,AdaBoost
4,13,1,5,0.533333333,False,False,0.026081334596539198,False,0.0,False,0.051400587428951004,AdaBoost
1,23,1,18,0.473684211,False,False,0.03408532359005653,False,0.0,False,0.15148703148163695,AdaBoost
6,14,1,13,0.35384615399999997,False,False,0.03613519087270812,False,0.1,False,0.19334000960850625,AdaBoost
18,72,18,16,0.179487179,True,True,0.7829903896375718,True,0.6,True,0.5746030598436855,AdaBoost
5,18,5,4,0.583333333,False,False,0.043367502664306085,False,0.1,False,0.042918650712527234,AdaBoost
2,2,2,1,1.0,False,False,0.021411456918888724,False,0.0,False,0.028792091246127093,AdaBoost
6,18,6,9,0.26984127,False,False,0.07814083339708325,False,0.0,False,0.2419031085131341,AdaBoost
5,15,5,5,0.5,False,False,0.05087504264968667,False,0.1,False,0.1426064260710562,AdaBoost
7,32,7,11,0.46153846200000004,False,False,0.06631053795948523,False,0.2,False,0.34487494679872244,AdaBoost
2,2,2,1,1.0,False,False,0.021411456918888724,False,0.0,False,0.028792091246127093,AdaBoost
3,0,1,0,0.0,False,False,0.056658914885282914,False,0.0,False,0.07193115488716068,AdaBoost
3,14,2,8,0.40625,False,False,0.03415834277135707,False,0.2,False,0.08255730597992768,AdaBoost
4,12,1,7,0.571428571,False,False,0.020460675016199463,False,0.1,False,0.14647405161633464,AdaBoost
3,0,1,0,0.0,False,False,0.04340219079309465,False,0.0,False,0.08912105689946362,AdaBoost
2,11,2,4,0.4375,False,False,0.03320535902523652,False,0.0,False,0.020746666355038884,AdaBoost
2,2,0,2,0.75,False,False,0.014636917407870329,False,0.0,False,0.026186629340760933,AdaBoost
7,23,7,6,0.38888888899999996,False,False,0.062454613879006776,False,0.0,False,0.11467575291906228,AdaBoost
9,33,2,24,0.182291667,False,False,0.07898873049036369,False,0.3,False,0.3126927298326825,AdaBoost
6,44,6,11,0.545454545,False,False,0.054577330290712066,False,0.0,False,0.07416422535000433,AdaBoost
1,2,0,1,1.0,False,False,0.011171776334472002,False,0.0,False,0.10286300731806164,AdaBoost
7,16,7,6,0.3666666670000001,False,False,0.06382225122031647,False,0.0,False,0.16260968177585414,AdaBoost
4,15,0,11,0.290909091,False,False,0.0294710083213072,False,0.0,False,0.060798510180253625,AdaBoost
1,8,0,2,0.5,False,False,0.02253060590571561,False,0.0,False,0.004932678159062939,AdaBoost
22,110,22,40,0.131578947,False,True,0.5479268137443352,False,0.4,False,0.3515678971512527,AdaBoost
8,12,8,4,0.875,True,False,0.03348350104293813,False,0.0,False,0.25554141996683377,AdaBoost
1,8,0,4,0.666666667,False,False,0.01806405091431041,False,0.0,False,0.009196842209665063,AdaBoost
2,12,1,3,0.5555555560000001,False,False,0.023166269193882524,False,0.1,False,0.04027211217245053,AdaBoost
13,30,13,2,0.46666666700000003,False,False,0.1309793503430116,False,0.1,False,0.21383438656584444,AdaBoost
11,46,11,18,0.194444444,False,False,0.3096459907143829,False,0.3,False,0.4973110894309398,AdaBoost
4,6,4,4,0.4,True,False,0.04328606424019249,True,0.55,False,0.3139668491416248,RandomForest
3,10,3,3,0.5,False,False,0.033320489358032536,False,0.2,False,0.1988507709206469,AdaBoost
19,68,19,16,0.148606811,False,True,0.8386551000417583,True,0.7,True,0.7965372400781956,AdaBoost
4,4,1,3,0.666666667,False,False,0.01705506791345274,False,0.0,False,0.11950393961163745,AdaBoost
36,166,36,37,0.126388889,False,True,0.9614932518717416,False,0.4,False,0.423490724591248,AdaBoost
9,20,5,20,0.407142857,False,False,0.05628826123399106,False,0.1,False,0.4265931570990272,AdaBoost
4,10,4,3,0.833333333,False,False,0.026860259727241254,False,0.2,False,0.2435354995969217,AdaBoost
15,21,1,14,0.28571428600000004,False,False,0.37243070932195055,True,0.6,True,0.6291434398990737,Voting
11,33,11,7,0.25,False,False,0.13072544148432344,False,0.0,False,0.1462729856947438,AdaBoost
1,11,0,7,0.35714285700000004,False,False,0.0330142894268592,False,0.0,False,0.1352819424520847,AdaBoost
6,7,3,7,0.46428571399999996,True,False,0.03585487551501244,False,0.16666666666666666,False,0.34005555668918536,AdaBoost
19,36,19,9,0.314814815,True,False,0.3969158977695233,False,0.3,False,0.465789200550889,AdaBoost
2,19,2,15,0.20952381,False,False,0.051690098474191065,False,0.1,False,0.14675386460172074,AdaBoost
4,3,2,3,0.666666667,False,False,0.025617453854370673,False,0.0,False,0.2011834414514042,AdaBoost
2,1,1,1,1.0,False,False,0.0162248964004577,False,0.0,False,0.04186446354222447,AdaBoost
2,26,2,7,0.452380952,False,False,0.03530105199850922,False,0.1,False,0.023311176155985557,AdaBoost
5,19,1,13,0.23076923100000002,False,False,0.04071572171129705,False,0.1,False,0.3973860593708281,AdaBoost
24,13,5,13,0.32967033,False,False,0.05614252591394312,False,0.3,False,0.3775884340310831,AdaBoost
9,29,8,9,0.4318181820000001,False,False,0.06900315822789686,False,0.0,False,0.10292647753015492,AdaBoost
4,21,2,5,0.45,False,False,0.032485365821610684,False,0.0,False,0.11110029877336228,AdaBoost
6,2,2,2,1.0,False,False,0.01484229653863497,False,0.0,False,0.0276025190590946,AdaBoost
2,30,2,9,0.363636364,False,False,0.040523560585664184,False,0.2,False,0.10811710462106186,AdaBoost
3,1,1,1,1.0,False,False,0.015279455028760087,False,0.0,False,0.08834447545410072,AdaBoost
24,91,24,19,0.16091954,True,False,0.4932939208353324,False,0.5,False,0.17535511122326833,AdaBoost
3,8,1,4,0.666666667,False,False,0.02275307487472849,False,0.0,False,0.09126463566812412,AdaBoost
4,33,4,12,0.198529412,False,False,0.06324833959127413,False,0.1,False,0.24174760627097555,AdaBoost
6,1,3,1,1.0,False,False,0.0174749068338452,False,0.0,False,0.03509447702200839,AdaBoost
9,26,3,12,0.27777777800000003,False,False,0.04592081428566578,False,0.0,False,0.2657360868718685,AdaBoost
10,11,7,11,0.33766233799999995,True,False,0.06337677955569834,False,0.4,False,0.18525979235013984,AdaBoost
27,25,4,17,0.245098039,False,False,0.0997898742055526,False,0.0,False,0.10685704442921534,AdaBoost
3,18,3,8,0.4375,False,False,0.03326816760171518,False,0.0,False,0.10699159897976128,AdaBoost
9,16,6,5,0.26666666699999997,False,False,0.06188832217671299,False,0.2,False,0.08674375996690588,AdaBoost
19,79,19,13,0.265625,True,False,0.4586602662572858,False,0.4,True,0.5051774394618285,AdaBoost
6,56,5,17,0.30909090899999997,False,False,0.09451742554875177,False,0.1,False,0.291746989338894,AdaBoost
9,5,4,5,0.433333333,False,False,0.3699626256098176,False,0.5,False,0.3107842246078237,AdaBoost
18,6,0,5,0.8,False,False,0.006420714216140991,False,0.1,False,0.033880985019248085,AdaBoost
5,29,2,23,0.204968944,True,False,0.04351578819369084,False,0.0,False,0.2285424896492169,AdaBoost
2,11,0,11,0.954545455,False,False,0.008599324236098622,False,0.0,False,0.1623316663253207,AdaBoost
17,43,4,36,0.122685185,False,True,0.5053147905714712,False,0.0,False,0.1973118699040993,AdaBoost
4,20,4,7,0.625,False,False,0.02760836082195756,False,0.0,False,0.1571277471535059,AdaBoost
3,5,3,2,0.75,False,False,0.02497727188229546,False,0.27142857142857146,False,0.3503349802651849,AdaBoost
1,6,0,5,0.7,False,False,0.01611290035399539,False,0.0,False,0.046024177848682415,AdaBoost
4,6,1,5,0.6,False,False,0.01971250655260647,False,0.0,False,0.1913593208584443,AdaBoost
5,4,3,4,0.55,False,False,0.029665575016286076,False,0.075,False,0.25896880994538896,AdaBoost
3,34,1,5,0.228571429,False,False,0.035002078798181575,False,0.0,False,0.17037405203942935,AdaBoost
4,0,1,0,0.0,False,False,0.0510926952610026,False,0.1,False,0.13619521654854255,AdaBoost
8,11,8,2,1.0,False,False,0.3650896861826272,True,0.6,False,0.4454221113798088,AdaBoost
3,3,1,3,1.0,True,False,0.012232165085218408,False,0.0,False,0.0502482368457883,AdaBoost
4,7,0,3,0.5,False,False,0.0207635323573743,False,0.075,False,0.22572291629680735,AdaBoost
6,22,6,4,0.4375,False,False,0.05145339525280848,False,0.0,False,0.10929903372978178,AdaBoost
0,10,0,9,0.481481481,False,False,0.021479639194402118,False,0.0,False,0.03174548863559632,AdaBoost
3,0,1,0,0.0,False,False,0.05725573003097506,False,0.0,False,0.12247394166006954,AdaBoost
2,0,1,0,0.0,False,False,0.060182563355687585,False,0.0,False,0.12137641592380745,AdaBoost
6,18,1,17,0.294117647,False,False,0.0342612533405888,False,0.2,False,0.2559098781683338,AdaBoost
3,21,3,5,0.4,False,False,0.04399374438895445,False,0.1,False,0.3738212582635025,AdaBoost
2,10,2,4,0.4375,False,False,0.03924950995847997,False,0.0,False,0.07246618146118737,AdaBoost
2,2,2,1,1.0,False,False,0.02045211122058024,False,0.0,False,0.07559955759675296,AdaBoost
5,6,3,6,0.7777777779999999,False,False,0.0240142427454794,False,0.4,False,0.3205171867605861,AdaBoost
3,8,1,4,0.666666667,False,False,0.023096094981706047,False,0.0,False,0.11340173569282401,AdaBoost
13,20,6,20,0.32857142899999997,True,False,0.0630508399683244,False,0.0,False,0.22896927508665146,AdaBoost
6,9,4,1,0.666666667,False,False,0.03364756026436312,False,0.0,False,0.1853998220833219,AdaBoost
7,16,2,15,0.24444444399999998,False,False,0.040139852887555255,False,0.1,False,0.1797864869818217,AdaBoost
2,3,2,2,1.0,False,False,0.01993799300562386,False,0.0,False,0.2499453571524245,AdaBoost
4,19,2,4,0.583333333,False,False,0.027989292475990645,False,0.0,False,0.06813373297541551,AdaBoost
1,2,1,1,1.0,False,False,0.018284588319494244,False,0.0,False,0.11732372961287255,AdaBoost
9,2,0,1,1.0,False,False,0.008889545942136852,False,0.0,False,0.09677816899280292,AdaBoost
6,1,0,1,1.0,False,False,0.010930243500624591,False,0.0,False,0.04908532291012703,AdaBoost
6,20,1,19,0.294736842,False,False,0.035042185608735885,False,0.2,False,0.2815393431833841,AdaBoost
3,15,0,14,0.33928571399999996,False,False,0.029491354376729544,False,0.1,False,0.0568894470349197,AdaBoost
6,15,3,4,0.5,False,False,0.03398330157098501,False,0.1,False,0.31580190831128657,AdaBoost
8,10,2,10,0.58,False,False,0.3559138736241779,False,0.1,False,0.3858010588144399,AdaBoost
3,0,1,0,0.0,False,False,0.05725573003097506,False,0.0,False,0.12247394166006954,AdaBoost
2,2,2,1,1.0,False,False,0.02045211122058024,False,0.0,False,0.07559955759675296,AdaBoost
8,57,8,18,0.27777777800000003,False,False,0.16106952770633853,False,0.0,False,0.21110496534131096,AdaBoost
7,29,7,8,0.45,False,False,0.058685363174903665,False,0.0,False,0.16131536570773844,AdaBoost
5,21,1,14,0.28571428600000004,True,False,0.03294192770760918,False,0.0,False,0.049344731740468495,AdaBoost
19,36,12,11,0.214285714,False,False,0.22094876070919586,False,0.2,True,0.5791630072659487,AdaBoost
4,14,4,4,0.4375,False,False,0.04323131636039895,False,0.0,False,0.1261160598388697,AdaBoost
6,34,6,11,0.238636364,False,False,0.06628751713623708,False,0.1,False,0.3948938122742681,AdaBoost
8,29,8,9,0.314814815,False,False,0.08097134524164053,False,0.0,False,0.2897155906722574,AdaBoost
1,8,0,7,0.35714285700000004,False,False,0.029105701646643074,False,0.0,False,0.279265927537066,AdaBoost
2,8,1,4,0.666666667,False,False,0.022795431586950732,False,0.0,False,0.016057255688475266,AdaBoost
55,128,32,39,0.18560606100000002,False,True,0.8236558652749423,True,0.7,True,0.6518045020494674,AdaBoost
1,2,0,1,1.0,False,False,0.014566733764297346,False,0.0,False,0.12765685833665955,AdaBoost
2,10,2,2,0.666666667,False,False,0.026517871857060917,False,0.0,False,0.003254239696499993,AdaBoost
4,4,2,4,0.625,False,False,0.027952903768302086,False,0.1,False,0.049873501794168315,AdaBoost
6,4,2,4,1.0,False,False,0.016661504176597428,False,0.0,False,0.06463279906474972,AdaBoost
16,53,16,16,0.176870748,True,True,0.7472503413058923,True,1.0,True,0.6517598853092855,AdaBoost
5,19,5,6,0.611111111,False,False,0.03770314641676464,False,0.0,False,0.03586959465856194,AdaBoost
2,2,2,1,1.0,False,False,0.01951541858607755,False,0.0,False,0.09082657191524,AdaBoost
4,8,2,8,0.541666667,False,False,0.029248353630811075,False,0.0,False,0.2483586680191415,AdaBoost
2,7,2,3,0.5555555560000001,False,False,0.031000343946028224,False,0.0,False,0.017662490287312992,AdaBoost
30,93,30,16,0.13888888900000002,True,True,0.9093500254835792,True,0.7,True,0.584585749285283,AdaBoost
2,8,0,4,0.666666667,False,False,0.019618357064644418,False,0.0,False,0.010778351046336959,AdaBoost
4,4,1,3,0.666666667,False,False,0.02300687804349177,False,0.0,False,0.07025052173670797,AdaBoost
7,15,1,14,0.342857143,False,False,0.03182458128186329,False,0.0,False,0.06531899771706033,AdaBoost
2,0,1,0,0.0,False,False,0.05238525957741686,False,0.0,False,0.07012413970490447,AdaBoost
